,CCGT,OCGT,Coal,Nuclear,Wind Offshore,Wind Onshore,Solar,Hydro,Biomass,BECCS,Hydrogen,Battery
1,0.0,0.0,0.0,0.0,0.0,367600.0,0.0,567000.0,0.0,0,0,218018.43317972324
2,1650588.0,1000000.0,0.0,0.0,0.0,206400.0,0.0,0.0,0.0,0,0,872073.732718893
3,0.0,500000.0,0.0,0.0,0.0,28000.0,0.0,204000.0,0.0,0,0,654055.2995391698
4,235294.0,0.0,2304000.0,0.0,0.0,463800.0,0.0,102000.0,0.0,0,0,0.0
5,117647.0,1000000.0,0.0,860000.0,10000.0,436800.0,0.0,109000.0,250000.0,0,0,1308110.5990783395
6,117647.0,250000.0,0.0,0.0,0.0,955500.0,0.0,47000.0,500000.0,0,0,0.0
7,1598294.0,0.0,1152000.0,1205000.0,563200.0,314900.0,0.0,11000.0,0.0,0,0,0.0
8,117647.0,250000.0,0.0,0.0,4000.0,48000.0,0.0,0.0,250000.0,0,0,654055.2995391698
9,117647.0,430000.0,0.0,0.0,330000.0,181200.0,0.0,6000.0,294000.0,0,0,218018.43317972324
10,235294.0,1292000.0,0.0,1190000.0,62100.0,118900.0,0.0,0.0,38000.0,0,0,436036.8663594465
11,117647.0,0.0,0.0,2390000.0,457200.0,43300.0,0.0,0.0,0.0,0,0,654055.2995391698
12,1615294.0,500000.0,0.0,980000.0,1232856.0,88000.0,0.0,70000.0,0.0,0,0,0.0
13,673647.0,1483000.0,1980000.0,0.0,345714.0,108000.0,0.0,0.0,0.0,0,0,1090092.1658986162
14,1336588.0,324000.0,5928000.0,0.0,0.0,18100.0,0.0,0.0,250000.0,0,0,436036.8663594465
15,117647.0,540000.0,2012000.0,0.0,857142.0,19000.0,0.0,0.0,250000.0,0,0,218018.43317972324
16,3899000.0,575000.0,3870000.0,0.0,379000.0,63000.0,111000.0,0.0,250000.0,0,0,436036.8663594465
17,899294.0,1584000.0,0.0,434000.0,0.0,25000.0,0.0,0.0,250000.0,0,0,872073.732718893
18,352941.0,250000.0,1976000.0,0.0,0.0,34000.0,0.0,0.0,0.0,0,0,436036.8663594465
19,2255294.0,250000.0,0.0,0.0,699714.0,104000.0,0.0,0.0,250000.0,0,0,654055.2995391698
20,537647.0,250000.0,0.0,1188000.0,992571.0,177100.0,0.0,0.0,0.0,0,0,436036.8663594465
21,900294.0,267000.0,0.0,0.0,0.0,50000.0,0.0,0.0,288000.0,0,0,654055.2995391698
22,0.0,600000.0,1958000.0,0.0,0.0,27500.0,0.0,0.0,500000.0,0,0,218018.43317972324
23,117647.0,250000.0,0.0,0.0,0.0,2000.0,0.0,0.0,250000.0,0,0,436036.8663594465
24,1339647.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,654055.2995391698
25,627294.0,438000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1090092.1658986162
26,2958588.0,478000.0,1063000.0,0.0,0.0,28100.0,0.0,0.0,250000.0,0,0,218018.43317972324
27,870588.0,1044000.0,1940000.0,1040000.0,720000.0,3011000.0,0.0,0.0,750000.0,0,0,0.0
28,2507294.0,708000.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0,0,436036.8663594465
29,1257941.0,703000.0,0.0,860000.0,0.0,98400.0,0.0,0.0,0.0,0,0,0.0
30,1722647.0,321000.0,1949000.0,0.0,0.0,92100.0,0.0,49000.0,250000.0,0,0,218018.43317972324
