,Baglan Generation Ltd,Barking Power,Beaufort Wind Ltd,Bares of Doune Windfarm,British Energy,Cemmaes Windfarm Ldt,Centrica,Citigen (London) UK Ltd,Cold Northcott Windfarm Ltd,Corby Power Ltd,Cory Energy Company Ltd,Derwent Cogeneration,Dong Energy,Drax Power Ltd,EDF Energy,EDF Energy Renewable,Eggborough Power Ltd,E.On UK,Fenland Windfarms Ltd,Fred Olsen,GDF Suez,Great Orton Windfarm Ltd,HG Capital,High Hedley Hope Wind Ltd,Infinis Windfarm,International Power/Mitsui,Kirkheaton Wind Ltd,K/S Winscales,Llangwyryfon Windfarm Ltd,Magnox North Ltd,RES-Gen Ltd,Rocksavage Power Co. Ltd,RWE Npower Plc,Npower Renewables Ltd,Scottish and Southern Hydro Schemes: Affric/Beauly,Breadalbane,Conon,Great Glen,Shin,Sloy/Awe,Tummel,Wind,Small Hydros,Thermal,Scottish Power Hydro schemes: Galloway,Lanark,Cruachan Thermal,Seabank Power Limited,Sembcorp Utilities (UK) Ltd,Spalding Energy Company Ltd,Statkraft Energy Ltd,Talisman Energy,Vattenfall Wind Power,Yorkshire Windpower Ltd,Distributed Generation
0,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2601212.0900749527,0.0,0.0,0.0,0.0,0.0,0.0
1,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2868737.6798352897,0.0,0.0,0.0,0.0,0.0,0.0
2,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898703.0733620562,0.0,0.0,0.0,0.0,0.0,0.0
3,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963387.5476278737,0.0,0.0,0.0,0.0,0.0,0.0
4,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3957323.818734616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164683.0139688179,0.0,0.0,0.0,0.0,0.0,0.0
6,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793483.2590854596,0.0,0.0,0.0,0.0,0.0,0.0
7,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654425.12124186,0.0,0.0,0.0,0.0,0.0,0.0
8,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3692108.2898703814,0.0,0.0,0.0,0.0,0.0,0.0
9,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,971956.5088862198,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,192200.38115622825,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,1979999.3499999994,442091.1699507582,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,1979999.3499999994,1299999.3499999996,0.0,440000.0,873692.4086956216,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,1979999.3499999994,1299999.3499999996,0.0,440000.0,1199999.3999999997,0.0,0.0,5246319.399999999,0.0,0.0,54512.10875288183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,1979999.3499999994,1299999.3499999996,0.0,440000.0,1199999.3999999997,0.0,0.0,5029216.374669671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,1979999.3499999994,1299999.3499999996,0.0,440000.0,1199999.3999999997,0.0,0.0,5198161.732938484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,1979999.3499999994,1299999.3499999996,0.0,440000.0,1199999.3999999997,0.0,0.0,5246319.399999999,0.0,0.0,1299999.3499999996,0.0,0.0,0.0,0.0,98219.02212136304,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,1979999.3499999994,1299999.3499999996,0.0,440000.0,1199999.3999999997,0.0,0.0,5246319.399999999,0.0,0.0,914885.377236179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,1979999.3499999994,1299999.3499999996,0.0,440000.0,1199999.3999999997,0.0,0.0,5246319.399999999,0.0,0.0,795968.9596600237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,1979999.3499999994,1299999.3499999996,0.0,440000.0,1199999.3999999997,0.0,0.0,4048396.0852330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2069249.3499999994,0.0,0.0,1199999.3999999997,872643.8602280712,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,2046042.576752212,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1688749.3999999994,810882.489178995,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
23,948253.5628953262,0.0,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3982532.143257348,0.0,0.0,0.0,0.0,0.0,0.0
24,1688749.3999999994,490232.07306293014,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1688749.3999999994,1006612.3242591574,0.0,0.0,7073730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,45791.742466400334,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,1142170.2920234727,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1688749.3999999994,1199999.3999999997,0.0,0.0,7073730.0,0.0,1516559.5288756306,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,3998720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993440.0,0.0,0.0,0.0,0.0,0.0,0.0
