,CCGT,OCGT,Coal,Nuclear,Wind Offshore,Wind Onshore,Solar,Hydro,Biomass,BECCS,Hydrogen,Battery
1,0.0,0.0,0,0,0.0,0.0,0.0,121000,0.0,0.0,0.0,959795.454545452
2,2117646.0,500000.0,0,0,0.0,0.0,0.0,0,250000.0,1500000.0,0.0,479897.727272726
3,823529.0,0.0,0,0,0.0,0.0,0.0,0,500000.0,0.0,0.0,959795.454545452
4,1294117.0,500000.0,0,0,0.0,0.0,0.0,0,250000.0,0.0,1.5,479897.727272726
5,2705881.0,2250000.0,0,0,0.0,0.0,0.0,2000,1250000.0,0.0,0.0,1919590.909090904
6,1529411.0,500000.0,0,0,0.0,0.0,0.0,3000,0.0,0.0,1.5,1439693.181818178
7,1647058.0,500000.0,0,1205000,0.0,0.0,0.0,0,500000.0,500000.0,0.0,959795.454545452
8,1294117.0,750000.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.5,479897.727272726
9,1411764.0,750000.0,0,0,150000.0,0.0,0.0,6000,500000.0,0.0,1.5,1439693.181818178
10,1176470.0,1250000.0,0,1190000,62100.0,2951000.0,0.0,0,0.0,0.0,0.0,1439693.181818178
11,823529.0,1000000.0,0,2390000,367200.0,0.0,0.0,0,500000.0,0.0,0.0,0.0
12,1176470.0,500000.0,0,0,0.0,0.0,0.0,0,750000.0,500000.0,0.0,479897.727272726
13,705882.0,500000.0,0,500000,2142855.0,0.0,0.0,0,250000.0,0.0,0.0,479897.727272726
14,1647058.0,750000.0,0,500000,0.0,0.0,0.0,0,250000.0,0.0,1.5,479897.727272726
15,823529.0,1750000.0,0,500000,1714284.0,0.0,0.0,0,250000.0,0.0,0.0,479897.727272726
16,1294117.0,750000.0,0,0,1567713.0,0.0,0.0,0,500000.0,0.0,0.0,1439693.181818178
17,1999999.0,750000.0,0,500000,2571426.0,0.0,0.0,0,750000.0,500000.0,3.0,0.0
18,1647058.0,250000.0,0,0,0.0,0.0,0.0,0,250000.0,0.0,1.5,1439693.181818178
19,1411764.0,750000.0,0,0,3316997.0,0.0,0.0,0,0.0,0.0,1.5,959795.454545452
20,1647058.0,750000.0,0,2188000,3075426.0,0.0,0.0,0,750000.0,0.0,0.0,959795.454545452
21,1294117.0,1250000.0,0,0,0.0,0.0,111000.0,0,500000.0,0.0,0.0,1439693.181818178
22,470588.0,500000.0,0,500000,0.0,0.0,0.0,0,0.0,1000000.0,1.5,479897.727272726
23,1176470.0,250000.0,0,0,0.0,0.0,0.0,0,500000.0,0.0,4.5,959795.454545452
24,1647058.0,250000.0,0,500000,0.0,0.0,0.0,0,250000.0,0.0,0.0,1439693.181818178
25,1411764.0,1000000.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,959795.454545452
26,1411764.0,750000.0,0,500000,0.0,0.0,0.0,0,750000.0,1000000.0,0.0,479897.727272726
27,1647058.0,500000.0,0,0,630000.0,0.0,0.0,0,500000.0,0.0,1.5,1439693.181818178
28,1176470.0,0.0,0,0,0.0,0.0,0.0,0,250000.0,0.0,0.0,479897.727272726
29,1058823.0,1500000.0,0,0,563200.0,0.0,0.0,0,0.0,0.0,4.5,479897.727272726
30,1176470.0,1500000.0,0,0,0.0,0.0,0.0,0,500000.0,500000.0,1.5,959795.454545452
