,Year,Wind Onshore Capacity,Wind Offshore Capacity,Solar Capacity,Hydro Capacity,Nuclear Capacity,CCGT Capacity,Coal Capacity,OCGT Capacity,BECCS Capacity,Biomass Capacity,Hydrogen Capacity,Wind Onshore Derated Capacity,Wind Offshore Derated Capacity,Solar Derated Capacity,Hydro Derated Capacity,Nuclear Derated Capacity,CCGT Derated Capacity,Coal Derated Capacity,OCGT Derated Capacity,BECCS Derated Capacity,Biomass Derated Capacity,Hydrogen Derated Capacity,Wind Onshore Profit,Wind Offshore Profit,Solar Profit,Hydro Profit,Nuclear Profit,CCGT Profit,Coal Profit,OCGT Profit,BECCS Profit,Biomass Profit,Hydrogen Profit,Wind Onshore Revenue,Wind Offshore Revenue,Solar Revenue,Hydro Revenue,Nuclear Revenue,CCGT Revenue,Coal Revenue,OCGT Revenue,BECCS Revenue,Biomass Revenue,Hydrogen Revenue,Wind Onshore Cost,Wind Offshore Cost,Solar Cost,Hydro Cost,Nuclear Cost,CCGT Cost,Coal Cost,OCGT Cost,BECCS Cost,Biomass Cost,Hydrogen Cost,Wind Onshore Emissions,Wind Offshore Emissions,Solar Emissions,Hydro Emissions,Nuclear Emissions,CCGT Emissions,Coal Emissions,OCGT Emissions,BECCS Emissions,Biomass Emissions,Hydrogen Emissions,Wind Onshore Generation,Wind Offshore Generation,Solar Generation,Hydro Generation,Nuclear Generation,CCGT Generation,Coal Generation,OCGT Generation,BECCS Generation,Biomass Generation,Hydrogen Generation,Battery Capacity kW,Battery Discharge kWh,Battery Cost GBP,Battery Cap Subs GBP
0,2010,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194009.27272169484,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725868.5438622454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531859.2711405512,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19417526.59497375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2011,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534940.4750995454,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066799.7462400992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531859.2711405512,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19417526.59497375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2012,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808494.2001009653,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4690128.266946159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2881634.0668451865,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102635497.71628976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2013,67000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650070.7378685353,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7881610.301025377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5231539.563156845,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185853468.83760577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2014,97000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2796588.9918053094,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10378137.453900635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7581548.46209532,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269071439.9589218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2015,127000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3197693.7672373606,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13129104.589857092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9931410.822619747,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352289411.0802378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2016,157000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5021502.49941883,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17302980.27504609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12281477.77562723,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435507382.2015538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2017,187000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6226283.645890787,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20858059.977077566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14631776.331186779,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518725353.32286984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64107.142857142855,0.0,0.0,0.0
8,2018,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6694417.581658187,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23142209.75521475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16447792.173556553,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582525797.8492122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67684.15178571425,0.0,0.0,0.0
9,2019,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7966644.546776626,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26764658.403836403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18798013.857059855,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665743768.9705281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71261.16071428561,0.0,0.0,0.0
