,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2,Curtailement,Loss of load
0,34438237.48862602,15572170.428402368,0.0,1865954.3642555047,0,0.0,0.0
1,34772901.7288444,15831945.1408877,0.0,1865954.3642555047,0,0.0,0.0
2,33408501.364877153,14625110.887227744,0.0,1865954.3642555047,0,0.0,0.0
3,32199848.589626934,13555106.426044598,0.0,1865954.3642555047,0,0.0,0.0
4,30790397.270245675,12369707.117476914,0.0,1865954.3642555047,0,0.0,0.0
5,30702226.114649672,12591628.72585868,0.0,1865954.3642555047,0,0.0,0.0
6,32076923.839854408,14323652.200409919,0.0,1865954.3642555047,0,0.0,0.0
7,31687554.86806188,13986604.230152681,0.0,1865954.3642555047,0,0.0,0.0
8,32991458.234758865,16394609.215710396,0.0,1865954.3642555047,0,0.0,0.0
9,36541473.52138306,21437053.782748483,2361523.782748483,3533909.42952951,0,0.0,0.0
10,40017476.52411283,25233285.213641554,6157755.213641554,6215205.078706073,0,0.0,0.0
11,43019800.9099181,28688435.291327,9612905.291327,8655593.405708207,0,0.0,0.0
12,44931892.17470427,31513601.434584662,12438071.434584662,10651021.194033442,0,0.0,0.0
13,45002042.94813467,34585728.68073181,15510198.68073181,12820878.74059332,0,0.0,0.0
14,44597871.51956324,34372222.70393297,15296692.70393297,12670078.491165623,0,0.0,0.0
15,44894564.240218386,34876519.1050167,15800989.1050167,13026265.349300118,0,0.0,0.0
16,48701369.97270245,36922832.86456232,17847302.864562318,14471586.131291809,0,0.0,0.0
17,50742821.83803458,35434744.717440024,16359214.717440024,13420542.656439284,0,0.0,0.0
18,48948506.64240219,34386484.31427122,15310954.31427122,14436938.35318982,0,0.0,0.0
19,46562093.17561419,30606797.225193042,11531267.225193042,11531267.225193042,0,0.0,0.0
20,43503776.88808006,26178908.68148957,7103378.681489568,7103378.681489568,0,0.0,0.0
21,40472491.17379437,23461868.600609854,4386338.600609854,4964045.410528624,0,0.0,0.0
22,36820789.444949955,19570014.486476734,494484.4864767343,2215211.022157276,0,0.0,0.0
23,34501952.41128299,17070027.57043407,0.0,1865954.3642555047,0,0.0,0.0
24,34207190.44585988,17794521.14682672,0.0,2782849.5467228075,0,0.0,0.0
25,34411206.915377624,18207080.20700728,0.0,2782849.5467228075,0,0.0,0.0
26,33833911.101000905,18384310.567862272,0.0,2782849.5467228075,0,0.0,0.0
27,33802375.43221109,20012863.72800843,937333.7280084305,3519775.11226761,0,0.0,0.0
28,33566823.293903545,20575866.936910607,1500336.936910607,3962404.504261539,0,0.0,0.0
29,34499378.07097361,22521239.336162053,3445709.336162053,5491843.393182781,0,0.0,0.0
30,38406583.075523205,26036103.636212606,6960573.636212606,8255206.413983725,0,0.0,0.0
31,43884135.66878981,32475759.515841864,13400229.515841864,13307699.99688387,0,0.0,0.0
32,48093182.07461329,36149365.50156811,17073835.50156811,16097683.762502171,0,0.0,0.0
33,51713348.13466788,38649682.398684,19574152.398684002,17996592.785124384,0,0.0,0.0
34,53479989.17197453,41631295.116002046,22555765.116002046,20261030.263994023,0,0.0,0.0
35,54337244.49499546,41760028.04623352,22684498.04623352,20358798.72006737,0,0.0,0.0
36,55096674.88626023,39952224.593989626,20876694.593989626,18985831.04122904,0,0.0,0.0
37,54874638.03457687,38223618.05506727,19148088.05506727,17673010.831474945,0,0.0,0.0
38,54030254.413102835,36345014.88826378,17269484.888263777,16246273.08175824,0,0.0,0.0
39,54425415.650591455,36516410.00284539,17440880.00284539,16376442.07349198,0,0.0,0.0
40,57425165.696087345,42177039.40103477,23101509.401034772,20675505.224383462,0,0.0,0.0
41,59368792.629663326,43254791.263394564,24179261.263394564,21494022.56430288,0,0.0,0.0
42,58021125.477707006,42132681.81652877,23057151.816528767,20641817.08767674,0,0.0,0.0
43,54769733.66696997,38282309.735390075,19206779.735390075,18555410.765529525,0,0.0,0.0
44,50557469.335759774,33277594.404688817,14202064.404688817,14202064.404688817,0,0.0,0.0
45,45341855.86897179,27770500.956010435,8694970.956010435,9618778.093503943,0,0.0,0.0
46,39721427.38853502,23430099.2193169,4354569.2193169,6206383.010590899,0,0.0,0.0
47,35458319.836214736,19564207.098931495,488677.0989314951,3167044.2435935102,0,0.0,0.0
48,34722702.09281165,18847108.814847868,0.0,2605537.7238215627,0,0.0,0.0
49,34267043.85805278,18507543.79042569,0.0,2605537.7238215627,0,0.0,0.0
50,34034709.64513193,17939752.27776653,0.0,2605537.7238215627,0,0.0,0.0
51,33539149.135577798,17619623.459381998,0.0,2605537.7238215627,0,0.0,0.0
52,33319686.62420382,16553260.504701661,0.0,2605537.7238215627,0,0.0,0.0
53,34048868.516833484,16477945.185100973,0.0,2605537.7238215627,0,0.0,0.0
54,38214794.72247498,21199697.04274709,2124167.0427470915,3224765.126388096,0,0.0,0.0
55,44587574.15832576,27602621.154021386,8527091.154021386,8527091.154021386,0,0.0,0.0
56,48512799.545040935,30437715.298302323,11362185.298302323,10964043.420239877,0,0.0,0.0
57,51112239.67242948,32692655.756024867,13617125.756024867,12564992.857684134,0,0.0,0.0
58,52092419.745222926,33725455.93139525,14649925.931395248,13298254.285536408,0,0.0,0.0
59,52530701.18289354,33895768.15371661,14820238.153716609,13419171.561015455,0,0.0,0.0
60,53054579.43585076,34333771.70901532,15258241.709015317,13730142.763404662,0,0.0,0.0
61,52578326.47861693,33614090.83715899,14538560.837158993,13219187.947284395,0,0.0,0.0
62,52524908.91719746,33466611.607046857,14391081.607046857,13114481.506068118,0,0.0,0.0
63,53133096.81528663,34225068.958121784,15149538.958121784,13652966.620107554,0,0.0,0.0
64,56726232.30209281,37890766.87071499,18815236.870714992,16255517.384101491,0,0.0,0.0
65,59312157.14285715,40438351.44379553,21362821.443795532,18064236.57894632,0,0.0,0.0
66,58156278.343949035,39350149.226978496,20274619.226978496,17291641.133744016,0,0.0,0.0
67,55769221.29208373,37149565.70426884,18074035.704268843,15729283.715096565,0,0.0,0.0
68,51905780.07279345,33127057.995904732,14051527.995904732,12873407.219215691,0,0.0,0.0
69,46929580.25477708,28242459.21550386,9166929.21550386,9381592.60272165,0,0.0,0.0
70,41780899.63603276,23448013.11015389,4372483.110153891,5837610.843940884,0,0.0,0.0
71,38429108.55323021,20531202.722544283,1455672.7225442827,3681548.8963520154,0,0.0,0.0
72,38728375.61419472,21624735.45942245,2549205.4594224505,5823915.442299428,0,0.0,0.0
73,38157515.65059145,21376744.44496751,2301214.4449675083,5632890.98752456,0,0.0,0.0
74,37367193.175614186,22007872.41561623,2932342.415616229,6119041.168212843,0,0.0,0.0
75,36910891.35577798,23060515.7562588,3984985.7562588006,6929879.499031384,0,0.0,0.0
76,36689498.08917196,25850523.471505158,6774993.471505158,9078988.424586602,0,0.0,0.0
77,38209646.04185623,28036985.023854814,8961455.023854814,10763193.099670462,0,0.0,0.0
78,42398097.72520473,33509381.00306107,14433851.003061071,14978512.999617819,0,0.0,0.0
79,48992914.01273885,42164202.54900558,23088672.549005583,21430642.156624336,0,0.0,0.0
80,52176729.390354864,45484977.167647794,26409447.167647794,23875253.365020312,0,0.0,0.0
81,53680787.71610556,46318739.46660724,27243209.466607243,24489033.249307565,0,0.0,0.0
82,53860991.53776161,47347691.23914485,28272161.239144847,25246503.21487627,0,0.0,0.0
83,54464030.755232014,46639556.95984513,27564026.959845133,24725205.266347237,0,0.0,0.0
84,54720177.61601456,41526934.1175228,22451404.1175228,20961512.592210606,0,0.0,0.0
85,54649383.25750683,38807662.26645693,19732132.26645693,18959701.807319287,0,0.0,0.0
86,53971688.1710646,37851377.25930098,18775847.259300977,18255725.983789805,0,0.0,0.0
87,54350759.78161965,37710172.73471613,18634642.734716132,18151777.296173822,0,0.0,0.0
88,57757899.181073695,40713835.68193668,21638305.68193668,20362944.553896766,0,0.0,0.0
