,Wind Onshore,Wind Offshore,Solar,Hydro
0,1546145.0762105263,15356969.134486873,0.0,62481.0
1,1529563.0965789475,15439154.90202225,0.0,61596.0
2,1469510.091263158,15354979.286613751,0.0,58675.5
3,1462781.0346842106,15245699.265601873,0.0,49560.0
4,1425668.4821052633,15080606.5369365,0.0,48144.0
5,1377243.9699473684,14849014.506456375,0.0,46728.0
6,1247960.0386842105,14644244.009185875,34.15384615384615,48763.5
7,1145033.0415789473,14664184.911069749,0.0,76995.0
8,1025991.4100526316,13796698.104842626,46.96153846153846,66729.0
9,991806.0941578947,12475891.630715627,2787.8076923076924,90004.5
10,974172.9372631579,12185165.7657765,6630.115384615385,110271.0
11,969441.0864210527,11784050.817406876,10971.923076923076,108589.5
12,969211.2190526316,10978899.783586876,15838.846153846152,95668.5
13,907144.5445263158,8364795.2195850015,12829.038461538461,96376.5
14,986075.5627894737,8138556.586936125,8973.923076923076,84871.5
15,1088611.0087894737,7864464.638126249,2155.9615384615386,89562.0
16,1240295.3597894737,9262968.106210874,8.538461538461538,128944.5
17,1300854.0733157895,12352846.306751996,4.269230769230769,125670.0
18,1384434.4697368422,11614342.045705874,0.0,125935.5
19,1409431.1482105264,12848791.142289374,0.0,106996.5
20,1498456.2949473683,14005407.894856876,0.0,87792.0
21,1451309.721105263,13782607.557720749,0.0,71065.5
22,1365825.4637368422,14086322.987963624,0.0,55401.0
23,1308650.6153157896,14298087.244966876,0.0,55755.0
24,1243062.155263158,13449836.30823,0.0,55312.5
25,1054010.9997368422,13432648.8709665,0.0,55135.5
26,876452.4360526316,12924338.696514,0.0,49383.0
27,706856.1363157895,11601530.253613126,0.0,45400.5
28,622818.6455263158,10966722.318633374,0.0,44250.0
29,634478.5124736843,10055695.216762125,0.0,43542.0
30,665284.1567894737,10377573.816778876,0.0,43365.0
31,814476.7765789474,9386926.538031,0.0,45312.0
32,973283.5990526316,9702124.501584375,38.42307692307692,67702.5
33,1145175.3108421052,10519147.957689,392.7692307692308,97173.0
34,1347387.6157368422,9262713.567295125,1502.7692307692307,90801.0
35,1429778.6038421053,9841664.351318624,2877.4615384615386,84960.0
36,1620423.299368421,11957264.54957475,4089.9230769230767,82924.5
37,1586102.8587368422,13332871.636142626,4358.884615384615,77703.0
38,1601296.7811578948,14241741.217680374,1951.0384615384614,77791.5
39,1561964.3,14471486.830946248,234.8076923076923,84429.0
40,1272529.9093684212,12323917.756961998,89.65384615384615,126466.5
41,1196423.93,13160011.430246625,29.884615384615383,128944.5
42,1112760.5949473684,13037549.929669125,0.0,124696.5
43,1202593.0731578947,13497479.528778,0.0,116997.0
44,1306333.7696842107,14133184.41041325,0.0,91332.0
45,1442565.7527894736,14279683.677328125,0.0,81951.0
46,1502475.091,13091087.948281877,0.0,77703.0
47,1509472.3779473684,12728790.184564125,0.0,80623.5
48,1530929.254263158,12695421.344799373,0.0,78145.5
49,1634502.2097368422,12505694.905509748,0.0,71685.0
50,1687695.6932105264,12767270.004145125,0.0,60003.0
51,1667503.0874210526,12630386.65182525,0.0,58587.0
52,1637407.236263158,13413166.543161001,0.0,55932.0
53,1574339.8621052632,14184245.724972751,0.0,56994.0
54,1550180.025105263,13708373.101077374,0.0,60091.5
55,1519965.668,13711900.283195622,0.0,56197.5
56,1542955.3558421053,14648009.569018874,140.8846153846154,71242.5
57,1604520.2050526317,14870199.820817247,5157.2307692307695,99474.0
58,1624702.0940526316,14796417.877801873,12081.923076923076,102660.0
59,1693461.9472105263,14990802.78327975,15241.153846153846,80269.5
60,1633619.5501052632,15118999.490062125,17162.30769230769,80004.0
61,1662701.8104210526,15317238.841978502,13072.384615384615,75667.5
62,1664215.6734210528,15404814.370047374,6587.423076923077,76287.0
63,1542074.249368421,15383532.088480499,870.9230769230769,77791.5
64,1528782.4794210526,15289692.074874,59.76923076923077,124785.0
65,1415552.6094210527,15405133.553767122,42.69230769230769,146644.5
66,1392560.7471578948,15372019.252918124,4.269230769230769,139210.5
