,Nuclear,Biomass,BECCS,CCGT,OCGT
0,9503730.0,2839157.0244638026,1320000.0,221059.61852066452,0.0
1,9503730.0,3093106.390103422,1320000.0,221059.61852066452,0.0
2,9503730.0,1980958.649036616,1320000.0,221059.61852066452,0.0
3,9503730.0,965506.9210680015,1320000.0,221059.61852066452,0.0
4,9423730.0,0.0,1320000.0,221059.61852066452,0.0
5,9503730.0,138078.29348466918,1320000.0,221059.61852066452,0.0
6,9503730.0,1921163.0206875727,1320000.0,221059.61852066452,0.0
7,9503730.0,1666520.864306245,1320000.0,221059.61852066452,0.0
8,9503730.0,4162188.9216807745,1320000.0,221059.61852066452,0.0
9,9503730.0,9182530.539469838,1320000.0,221059.61852066452,0.0
10,9503730.0,9460000.0,1320000.0,2534328.17691066,0.0
11,9503730.0,9460000.0,1320000.0,4814782.020806933,0.0
12,9503730.0,9460000.0,1320000.0,6710833.439727669,0.0
13,9503730.0,9460000.0,1320000.0,8922129.719766203,0.0
14,9503730.0,9460000.0,1320000.0,8761008.474365907,0.0
15,9503730.0,9460000.0,1320000.0,9059051.68977417,0.0
16,9503730.0,9460000.0,1320000.0,10221560.610075163,0.0
17,9503730.0,9460000.0,1320000.0,9291773.323629059,0.0
18,9503730.0,9460000.0,1320000.0,10660321.001488263,0.0
19,9503730.0,9460000.0,1320000.0,6907908.695798911,0.0
20,9503730.0,9460000.0,1320000.0,2772922.4994832203,0.0
21,9503730.0,9460000.0,1320000.0,1041602.2158612642,0.0
22,9503730.0,6952530.499969855,1320000.0,221059.61852066452,0.0
23,9503730.0,4561109.0375604,1320000.0,221059.61852066452,0.0
24,9503730.0,5393055.812159289,1320000.0,997280.302462873,0.0
25,9503730.0,5927424.296721324,1320000.0,997280.302462873,0.0
26,9503730.0,6277016.573749572,1320000.0,997280.302462873,0.0
27,9503730.0,8103415.419443607,1320000.0,997280.302462873,0.0
28,9503730.0,8771042.2409935,1320000.0,997280.302462873,0.0
29,9503730.0,9460000.0,1320000.0,1983392.466961652,0.0
30,9503730.0,9460000.0,1320000.0,4569263.829219687,0.0
31,9503730.0,9460000.0,1320000.0,9368466.40762692,0.0
32,9503730.0,9460000.0,1320000.0,11917456.913871953,0.0
33,9503730.0,9460000.0,1320000.0,13571641.253494091,0.0
34,9503730.0,9460000.0,1320000.0,15717730.506776536,0.0
35,9503730.0,9460000.0,1320000.0,15722566.189810531,0.0
36,9503730.0,9460000.0,1320000.0,14150084.271833373,0.0
37,9503730.0,9460000.0,1320000.0,12812131.41137506,0.0
38,9503730.0,9460000.0,1320000.0,11374807.18441888,0.0
39,9503730.0,9460000.0,1320000.0,11502170.24292561,0.0
40,9503730.0,9460000.0,1320000.0,15917319.747128855,0.0
41,9503730.0,9460000.0,1320000.0,16673943.848115312,0.0
42,9503730.0,9460000.0,1320000.0,15916103.076676454,0.0
43,9503730.0,9460000.0,1320000.0,13752995.164332924,0.0
44,9503730.0,9460000.0,1320000.0,9426145.582779422,0.0
45,9503730.0,9460000.0,1320000.0,5126424.9600757435,0.0
46,9503730.0,9460000.0,1320000.0,1941791.459859116,0.0
47,9503730.0,6982166.376984518,1320000.0,997280.302462873,0.0
48,9503730.0,6278913.108778525,1320000.0,843621.5537578594,0.0
49,9503730.0,5897236.983681079,1320000.0,843621.5537578594,0.0
50,9503730.0,5285542.942615245,1320000.0,843621.5537578594,0.0
51,9503730.0,5005286.473147348,1320000.0,843621.5537578594,0.0
52,9503730.0,3918721.747937843,1320000.0,843621.5537578594,0.0
53,9503730.0,3812327.2841403186,1320000.0,843621.5537578594,0.0
54,9503730.0,8430873.37654315,1320000.0,599942.8455736283,0.0
55,9503730.0,9460000.0,1320000.0,3846090.065957982,0.0
56,9503730.0,9460000.0,1320000.0,6299838.439562642,0.0
57,9503730.0,9460000.0,1320000.0,7718894.449895451,0.0
58,9503730.0,9460000.0,1320000.0,8384890.467778215,0.0
59,9503730.0,9460000.0,1320000.0,8449585.514135962,0.0
60,9503730.0,9460000.0,1320000.0,8753983.894800166,0.0
61,9503730.0,9460000.0,1320000.0,8259113.27245591,0.0
62,9503730.0,9460000.0,1320000.0,8156709.663042969,0.0
63,9503730.0,9460000.0,1320000.0,8709606.13842908,0.0
64,9503730.0,9460000.0,1320000.0,11102404.159407362,0.0
65,9503730.0,9460000.0,1320000.0,12803127.773459442,0.0
66,9503730.0,9460000.0,1320000.0,12109781.647516124,0.0
67,9503730.0,9460000.0,1320000.0,10681910.547855658,0.0
68,9503730.0,9460000.0,1320000.0,8053590.073016818,0.0
69,9503730.0,9460000.0,1320000.0,4851255.938908977,0.0
70,9503730.0,9460000.0,1320000.0,1668291.1647417624,0.0
71,9503730.0,7954807.848540574,1320000.0,843621.5537578594,0.0
72,9503730.0,9215124.950774025,1320000.0,1767428.0867252545,0.0
73,9503730.0,9087516.684864629,1320000.0,1767428.0867252545,0.0
74,9503730.0,9460000.0,1320000.0,2139986.989331643,0.0
75,9503730.0,9460000.0,1320000.0,3089030.2811539546,0.0
76,9503730.0,9460000.0,1320000.0,5411846.863195733,0.0
77,9503730.0,9460000.0,1320000.0,7099089.076247075,0.0
78,9503730.0,9460000.0,1320000.0,11263815.627194922,0.0
79,9503730.0,9460000.0,1320000.0,17664009.001866147,0.0
80,9503730.0,9460000.0,1320000.0,20067894.67712263,0.0
81,9503730.0,9460000.0,1320000.0,20643122.23163585,0.0
82,9503730.0,9460000.0,1320000.0,21372010.69551028,0.0
83,9503730.0,9460000.0,1320000.0,20709907.567872554,0.0
84,9503730.0,9460000.0,1320000.0,16656130.700911606,0.0
85,9503730.0,9460000.0,1320000.0,14516191.390870374,0.0
86,9503730.0,9460000.0,1320000.0,13810537.942621497,0.0
87,9503730.0,9460000.0,1320000.0,13675730.67681534,0.0
88,9503730.0,9460000.0,1320000.0,15793519.625221694,0.0
89,9503730.0,9460000.0,1320000.0,17389889.2906559,0.0
90,9503730.0,9460000.0,1320000.0,16764679.092818733,0.0
91,9503730.0,9460000.0,1320000.0,15336628.548709191,0.0
92,9503730.0,9460000.0,1320000.0,12724583.891086988,0.0
93,9503730.0,9460000.0,1320000.0,9198960.288999595,0.0
94,9503730.0,9460000.0,1320000.0,7115441.657759926,0.0
95,9503730.0,9460000.0,1320000.0,5877267.109675056,0.0
96,9503730.0,9460000.0,1320000.0,9440577.798134776,0.0
97,9503730.0,9460000.0,1320000.0,10838280.612787006,0.0
98,9503730.0,9460000.0,1320000.0,11020826.332031572,0.0
99,9503730.0,9460000.0,1320000.0,10532033.589233452,0.0
100,9503730.0,9460000.0,1320000.0,11268177.130241577,0.0
101,9503730.0,9460000.0,1320000.0,12047572.367991135,0.0
102,9503730.0,9460000.0,1320000.0,13743430.600404073,0.0
103,9503730.0,9460000.0,1320000.0,20232255.114236508,0.0
104,9503730.0,9460000.0,1320000.0,24587965.584580265,0.0
105,9503730.0,9460000.0,1320000.0,26797334.013285242,0.0
106,9503730.0,9460000.0,1320000.0,26832939.508704558,0.0
107,9503730.0,9460000.0,1320000.0,27030171.25134127,0.0
108,9503730.0,9460000.0,1320000.0,27056184.05763781,0.0
109,9503730.0,9460000.0,1320000.0,25918541.131284796,0.0
110,9503730.0,9460000.0,1320000.0,25113201.37227437,0.0
111,9503730.0,9460000.0,1320000.0,24851957.05840407,0.0
112,9503730.0,9460000.0,1320000.0,26733243.285274815,0.0
113,9503730.0,9460000.0,1320000.0,28269236.24999999,59038.53278497695
114,9503730.0,9460000.0,1320000.0,27260789.40046125,0.0
115,9503730.0,9460000.0,1320000.0,25437394.30679536,0.0
116,9503730.0,9460000.0,1320000.0,23845537.920418702,0.0
117,9503730.0,9460000.0,1320000.0,21362154.635924514,0.0
118,9503730.0,9460000.0,1320000.0,18244638.714527793,0.0
119,9503730.0,9460000.0,1320000.0,15378969.61571741,0.0
120,9503730.0,9460000.0,1320000.0,11614217.015454344,0.0
121,9503730.0,9460000.0,1320000.0,10877230.416004105,0.0
122,9503730.0,9460000.0,1320000.0,10160523.386287052,0.0
123,9503730.0,9460000.0,1320000.0,9770148.398696346,0.0
124,9503730.0,9460000.0,1320000.0,8788731.746977292,0.0
125,9503730.0,9460000.0,1320000.0,7932835.663895682,0.0
126,9503730.0,9460000.0,1320000.0,8651639.1945955,0.0
127,9503730.0,9460000.0,1320000.0,9343004.00533937,0.0
128,9503730.0,9460000.0,1320000.0,10437911.564797735,0.0
129,9503730.0,9460000.0,1320000.0,11679094.44542019,0.0
130,9503730.0,9460000.0,1320000.0,12304577.30657429,0.0
131,9503730.0,9460000.0,1320000.0,12090902.530995185,0.0
132,9503730.0,9460000.0,1320000.0,12361251.217149278,0.0
133,9503730.0,9460000.0,1320000.0,10907285.69939896,0.0
134,9503730.0,9460000.0,1320000.0,10159475.035773214,0.0
135,9503730.0,9460000.0,1320000.0,10135614.850651348,0.0
136,9503730.0,9460000.0,1320000.0,12046796.612017058,0.0
137,9503730.0,9460000.0,1320000.0,13374388.541774368,0.0
138,9503730.0,9460000.0,1320000.0,14835843.441118166,0.0
139,9503730.0,9460000.0,1320000.0,13387377.53609665,0.0
140,9503730.0,9460000.0,1320000.0,11327319.182442086,0.0
141,9503730.0,9460000.0,1320000.0,9924173.504091937,0.0
142,9503730.0,9460000.0,1320000.0,8483514.254296951,0.0
143,9503730.0,9460000.0,1320000.0,7054602.456686104,0.0
144,9503730.0,9460000.0,1320000.0,3863840.193208662,0.0
145,9503730.0,9460000.0,1320000.0,4142809.9948224896,0.0
146,9503730.0,9460000.0,1320000.0,3739358.0468123225,0.0
147,9503730.0,9460000.0,1320000.0,7843171.255864899,0.0
148,9503730.0,9460000.0,1320000.0,2138570.2398532336,0.0
149,9503730.0,9460000.0,1320000.0,1865970.2302582613,0.0
150,9503730.0,9460000.0,1320000.0,1939326.96010304,0.0
151,9503730.0,9460000.0,1320000.0,2451487.5289538573,0.0
152,9503730.0,9460000.0,1320000.0,4616728.6042797845,0.0
153,9503730.0,9460000.0,1320000.0,9607082.00599135,0.0
154,9503730.0,9460000.0,1320000.0,12304623.782839598,0.0
155,9503730.0,9460000.0,1320000.0,13938961.69941336,0.0
156,9503730.0,9460000.0,1320000.0,14417385.34787293,0.0
157,9503730.0,9460000.0,1320000.0,13650511.667283785,0.0
158,9503730.0,9460000.0,1320000.0,13899183.8876426,0.0
159,9503730.0,9460000.0,1320000.0,13627905.678528674,0.0
160,9503730.0,9460000.0,1320000.0,16591753.982890273,0.0
161,9503730.0,9460000.0,1320000.0,18269796.54047523,0.0
162,9503730.0,9460000.0,1320000.0,17150957.695057634,0.0
163,9503730.0,9460000.0,1320000.0,15327088.222010978,0.0
164,9503730.0,9460000.0,1320000.0,12846534.75890879,0.0
165,9503730.0,9460000.0,1320000.0,9466550.587321304,0.0
166,9503730.0,9460000.0,1320000.0,5684964.636038003,0.0
167,9503730.0,9460000.0,1320000.0,2567469.6934393374,0.0
168,9503730.0,9460000.0,1320000.0,2836454.600868167,0.0
169,9503730.0,9460000.0,1320000.0,2499879.75659992,0.0
170,9503730.0,9460000.0,1320000.0,1560482.3088139193,0.0
171,9503730.0,8641921.234855827,1320000.0,1483624.6839751387,0.0
172,9503730.0,8455808.984475661,1320000.0,1483624.6839751387,0.0
173,9503730.0,9460000.0,1320000.0,1500148.342173514,0.0
174,9503730.0,9460000.0,1320000.0,5445598.485191514,0.0
175,9503730.0,9460000.0,1320000.0,13395557.948276358,0.0
176,9503730.0,9460000.0,1320000.0,16400284.927065685,0.0
177,9503730.0,9460000.0,1320000.0,17592444.86155936,0.0
178,9503730.0,9460000.0,1320000.0,18653948.284670696,0.0
179,9503730.0,9460000.0,1320000.0,19662486.59962892,0.0
180,9503730.0,9460000.0,1320000.0,20532758.379367307,0.0
181,9503730.0,9460000.0,1320000.0,21361878.36367383,0.0
182,9503730.0,9460000.0,1320000.0,21266564.71739832,0.0
183,9503730.0,9460000.0,1320000.0,27226873.81499105,0.0
184,9503730.0,9460000.0,1320000.0,23506171.73659945,0.0
185,9503730.0,9460000.0,1320000.0,23372963.687791254,0.0
186,9503730.0,9460000.0,1320000.0,23020171.33962151,0.0
187,9503730.0,9460000.0,1320000.0,22496941.147178456,0.0
188,9503730.0,9460000.0,1320000.0,19728392.809052203,0.0
189,9503730.0,9460000.0,1320000.0,15634595.210770516,0.0
190,9503730.0,9460000.0,1320000.0,11322491.665999956,0.0
191,9503730.0,9460000.0,1320000.0,8844373.70911602,0.0
192,9503730.0,9460000.0,1320000.0,10554058.945453482,0.0
193,9503730.0,9460000.0,1320000.0,10686145.45573974,0.0
194,9503730.0,9460000.0,1320000.0,10205105.11415072,0.0
195,9503730.0,9460000.0,1320000.0,10098773.111542778,0.0
196,9503730.0,9460000.0,1320000.0,10568635.447998937,0.0
197,9503730.0,9460000.0,1320000.0,10898698.061489498,0.0
198,9503730.0,9460000.0,1320000.0,15248110.701865198,0.0
199,9503730.0,9460000.0,1320000.0,22151636.95897768,0.0
200,9503730.0,9460000.0,1320000.0,24134052.508239523,0.0
201,9503730.0,9460000.0,1320000.0,28269236.24999999,344884.2493188189
202,9503730.0,9460000.0,1320000.0,25915853.231609736,0.0
203,9503730.0,9460000.0,1320000.0,26826037.35988175,0.0
204,9503730.0,9460000.0,1320000.0,27065273.485016964,0.0
205,9503730.0,9460000.0,1320000.0,27371621.4668547,0.0
206,9503730.0,9460000.0,1320000.0,26564322.75603963,0.0
207,9503730.0,9460000.0,1320000.0,27234756.103038516,0.0
208,9503730.0,9460000.0,1320000.0,28269236.24999999,240387.8127395907
209,9503730.0,9460000.0,1320000.0,28269236.24999999,1456361.5349771862
210,9503730.0,9460000.0,1320000.0,28269236.24999999,1094295.3431790338
211,9503730.0,9460000.0,1320000.0,28269236.24999999,735568.3167161033
212,9503730.0,9460000.0,1320000.0,24748073.924753714,0.0
213,9503730.0,9460000.0,1320000.0,19146063.99934935,0.0
214,9503730.0,9460000.0,1320000.0,15527165.166155789,0.0
215,9503730.0,9460000.0,1320000.0,12556309.579284849,0.0
216,9503730.0,9460000.0,1320000.0,13101767.25746962,0.0
217,9503730.0,9460000.0,1320000.0,12569950.81876996,0.0
218,9503730.0,9460000.0,1320000.0,12657672.622030308,0.0
219,9503730.0,9460000.0,1320000.0,12714106.643497922,0.0
220,9503730.0,9460000.0,1320000.0,12768890.978868997,0.0
221,9503730.0,9460000.0,1320000.0,13900418.544773169,0.0
222,9503730.0,9460000.0,1320000.0,17116322.967320953,0.0
