,CCGT,OCGT,Coal,Nuclear,Wind Offshore,Wind Onshore,Solar,Hydro,Biomass,BECCS,Hydrogen,Battery
1,0,0,0,0,0.0,287600.0,0.0,568000,0,0,0,0
2,1180000,0,0,0,0.0,144000.0,0.0,0,0,0,0,0
3,0,0,0,0,0.0,28000.0,0.0,262000,0,0,0,0
4,0,0,2304000,0,0.0,282800.0,0.0,102000,0,0,0,0
5,0,0,0,860000,10000.0,398000.0,0.0,262000,0,0,0,0
6,0,0,0,0,0.0,444900.0,0.0,47000,0,0,0,0
7,123000,0,1152000,1205000,0.0,249500.0,0.0,11000,0,0,0,0
8,0,0,0,0,4000.0,0.0,0.0,14000,0,0,0,0
9,0,0,0,0,180000.0,181200.0,0.0,39000,44000,0,0,0
10,1875000,0,280000,1190000,0.0,3044500.0,0.0,0,38000,0,0,0
11,229000,0,0,2390000,273600.0,32000.0,0.0,0,0,0,0,0
12,1380000,0,0,980000,90000.0,88000.0,0.0,70000,0,0,0,0
13,556000,34000,1980000,0,60000.0,90000.0,0.0,0,0,0,0,0
14,866000,74000,5928000,0,0.0,14500.0,0.0,0,0,0,0,0
15,0,0,2012000,0,0.0,26000.0,0.0,0,0,0,0,0
16,5059000,75000,3870000,0,97000.0,9000.0,0.0,0,0,0,0,0
17,1065000,0,2000000,434000,0.0,25000.0,0.0,0,0,0,0,0
18,0,0,1976000,0,0.0,41000.0,0.0,0,0,0,0,0
19,2425000,0,0,0,97000.0,88000.0,0.0,0,0,0,0,0
20,420000,0,0,1188000,60000.0,179100.0,0.0,0,0,0,0,0
21,665000,0,0,0,0.0,24000.0,111000.0,0,0,0,0,0
22,0,0,1958000,0,0.0,0.0,0.0,0,0,0,0,0
23,0,0,0,0,0.0,2000.0,0.0,0,0,0,0,0
24,1222000,0,0,0,0.0,0.0,0.0,0,0,0,0,0
25,1107000,31000,0,0,0.0,0.0,0.0,0,0,0,0,0
26,2488000,0,1063000,0,0.0,28100.0,0.0,0,0,0,0,0
27,400000,0,1940000,1040000,90000.0,60000.0,0.0,0,0,0,0,0
28,1430000,0,0,0,0.0,0.0,0.0,0,0,0,0,0
29,905000,0,0,860000,563200.0,50400.0,0.0,0,0,0,0,0
30,1605000,0,1949000,0,0.0,138700.0,0.0,49000,0,0,0,0
