,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2
0,32764006.75939165,21911584.054113396,11860354.054113396,11860354.054113396,0
1,33082401.143897045,22262127.12794956,12210897.127949558,12210897.127949558,0
2,31784331.730144285,21211206.667617247,11159976.667617247,11159976.667617247,0
3,30634438.164565183,20204507.042233504,10153277.042233504,10153277.042233504,0
4,29293507.96828284,19052231.185143024,9001001.185143024,9001001.185143024,0
5,29209623.293903545,19216192.62896058,9164962.62896058,9164962.62896058,0
6,30517489.457948778,20985664.158062637,10934434.158062637,10934434.158062637,0
7,30147049.83751462,20678850.73586463,10627620.735864632,10627620.735864632,0
8,31387563.34329909,22691817.183625676,12640587.183625676,12640587.183625676,0
9,34764993.00662939,26238922.29534112,16187692.29534112,16187692.29534112,0
10,38072008.52723255,29255855.072589412,19204625.072589412,19204625.072589412,0
11,40928373.53438191,31987012.701540254,21935782.701540254,21935782.701540254,0
12,42747507.60431561,33875068.06326529,23823838.063265286,23823838.063265286,0
13,42814247.96568308,35250540.32195189,25199310.32195189,25199310.32195189,0
14,42429725.51670349,35062192.056773975,25010962.056773975,25010962.056773975,0
15,42711994.38450538,35535511.80659388,25484281.80659388,25484281.80659388,0
16,46333730.508254245,37971494.56622064,27920264.56622064,27920264.56622064,0
17,48275936.25373716,38672481.3379179,28621251.3379179,28621251.3379179,0
18,46568852.51527363,36955366.3771828,26904136.377182797,26904136.377182797,0
19,44298455.63499284,34348181.91936708,24296951.919367082,24296951.919367082,0
20,41388820.79812817,30927774.481735706,20876544.481735706,20876544.481735706,0
21,38504902.43078123,28425044.533150665,18373814.533150665,18373814.533150665,0
22,35030729.85831275,25260364.423254665,15209134.423254665,15209134.423254665,0
23,32824624.151826337,23158869.256601762,13107639.256601762,13107639.256601762,0
24,32544192.174704276,23387267.540618483,13336037.540618483,13336037.540618483,0
25,32738290.289873913,24190143.4411062,14138913.4411062,14138913.4411062,0
26,32189059.976602107,24435802.63155295,14384572.63155295,14384572.63155295,0
27,32159057.4288314,25443554.062178075,15392324.062178075,15392324.062178075,0
28,31934956.765891064,25718910.18053036,15667680.180530362,15667680.180530362,0
29,32822174.964253213,26893678.991559416,16842448.991559416,16842448.991559416,0
30,36539429.4033537,30402200.333772704,20350970.333772704,20350970.333772704,0
31,41750688.26205642,35467121.42499268,25415891.42499268,25415891.42499268,0
32,45755109.94410502,38648442.69603297,28597212.69603297,28597212.69603297,0
33,49199279.968802795,40966187.02248896,30914957.02248896,30914957.02248896,0
34,50880034.94085532,42425541.23698642,32374311.23698642,32374311.23698642,0
35,51695614.40270375,42736912.79475896,32685682.79475896,32685682.79475896,0
36,52418124.73677368,42050522.03655055,31999292.03655055,31999292.03655055,0
37,52206882.30859221,41497637.500066966,31446407.500066966,31446407.500066966,0
38,51403548.784609385,40491815.62675317,30440585.626753166,30440585.626753166,0
39,51779499.07708305,40968614.22757738,30917384.22757738,30917384.22757738,0
40,54633414.89665928,45117003.92444071,35065773.92444071,35065773.92444071,0
41,56482551.5143637,46897516.18062667,36846286.18062667,36846286.18062667,0
42,55200401.819836214,45965177.550680995,35913947.550680995,35913947.550680995,0
43,52107077.91498765,42496237.34437618,32445007.344376177,32445007.344376177,0
44,48099594.74847263,38172367.192989826,28121137.192989826,28121137.192989826,0
45,43137540.72533473,32812032.00962799,22760802.00962799,22760802.00962799,0
46,37790351.95632393,27728375.478093304,17677145.478093304,17677145.478093304,0
47,33734497.33523983,23749989.172379613,13698759.172379613,13698759.172379613,0
48,33034641.986221243,23016292.86134233,12965062.86134233,12965062.86134233,0
49,32601135.785779275,22378970.071279813,12327740.071279813,12327740.071279813,0
50,32380096.607305337,22004626.12001033,11953396.120010331,11953396.120010331,0
51,31908627.999480043,21658158.44522503,11606928.44522503,11606928.44522503,0
52,31699834.758871697,21296078.009316906,11244848.009316906,11244848.009316906,0
53,32393567.138957493,21911349.167478926,11860119.167478926,11860119.167478926,0
54,36356964.92915638,26089326.253944937,16038096.253944937,16038096.253944937,0
55,42419928.76641102,32282863.138569146,22231633.138569146,22231633.138569146,0
56,46154327.51852332,35469631.96547301,25418401.96547301,25418401.96547301,0
57,48627394.670479655,37068616.93185106,27017386.93185106,27017386.93185106,0
58,49559922.83894448,37461812.588339925,27410582.588339925,27410582.588339925,0
59,49976897.023267895,37582500.63103155,27531270.63103155,27531270.63103155,0
60,50475306.69439751,38098005.579268895,28046775.579268895,28046775.579268895,0
61,50022206.9933706,37801585.515047684,27750355.515047684,27750355.515047684,0
62,49971386.35122838,38151422.50377722,28100192.50377722,28100192.50377722,0
63,50550006.9153776,39501452.212035224,29450222.212035224,29450222.212035224,0
64,53968460.47055764,42619021.87213407,32567791.872134067,32567791.872134067,0
65,56428669.38775509,45199570.37030637,35148340.37030637,35148340.37030637,0
66,55328984.16742494,44255384.33087378,34204154.33087378,34204154.33087378,0
67,53057974.99025087,42300189.54085243,32248959.540852427,32248959.540852427,0
68,49382356.7398934,38665733.15286981,28614503.152869813,28614503.152869813,0
69,44648077.161055505,34048826.24854939,23997596.248549387,23997596.248549387,0
70,39749702.01481866,29601902.361000318,19550672.361000318,19550672.361000318,0
71,36560859.79461847,27019596.869860835,16968366.869860835,16968366.869860835,0
72,36845577.8499935,28190462.42515215,18139232.42515215,18139232.42515215,0
73,36302470.50565448,28145197.979862772,18093967.979862772,18093967.979862772,0
74,35550569.92070712,28433575.97434535,18382345.97434535,18382345.97434535,0
75,35116451.423371896,28838819.29485601,18787589.29485601,18787589.29485601,0
76,34905821.29208372,29647811.421257704,19596581.421257704,19596581.421257704,0
77,36352066.55401014,31244325.313883066,21193095.313883066,21193095.313883066,0
78,40336894.7354738,35405831.941827506,25354601.941827506,25354601.941827506,0
79,46611101.00090991,42125925.236159526,32074695.236159526,32074695.236159526,0
80,49640133.73196412,45107025.76786171,35055795.76786171,35055795.76786171,0
81,51071071.57155855,46132247.75972481,36081017.75972481,36081017.75972481,0
82,51242514.70167684,45908278.37730411,35857048.37730411,35857048.37730411,0
83,51816236.89067982,45720863.34937249,35669633.34937249,35669633.34937249,0
84,52059931.05420512,44098337.204784766,34047107.204784766,34047107.204784766,0
85,51992578.39594437,43148842.610469624,33097612.610469624,33097612.610469624,0
86,51347829.76732093,42673996.35016743,32622766.35016743,32622766.35016743,0
87,51708472.637462646,43210106.11843488,33158876.118434884,33158876.118434884,0
88,54949972.390484855,45858336.892661296,35807106.892661296,35807106.892661296,0
89,57365483.63447289,47971615.21327259,37920385.21327259,37920385.21327259,0
90,56401116.02755751,47285631.029118456,37234401.029118456,37234401.029118456,0
91,54139903.60067593,45462674.655813366,35411444.655813366,35411444.655813366,0
92,50541434.758871704,42328439.146984905,32277209.146984905,32277209.146984905,0
93,46030643.54608086,38182503.85919037,28131273.859190367,28131273.859190367,0
94,41284730.32627064,34621014.21852878,24569784.218528777,24569784.218528777,0
95,37700956.609905116,31810993.177665945,21759763.177665945,21759763.177665945,0
96,37702793.500584945,32636722.97135805,22585492.97135805,22585492.97135805,0
97,37174381.281684645,32840617.647905737,22789387.647905737,22789387.647905737,0
98,36081431.32718054,32283600.71906403,22232370.71906403,22232370.71906403,0
99,35232175.536201745,31531848.897143148,21480618.897143148,21480618.897143148,0
100,34715396.95827375,31407728.955435142,21356498.955435142,21356498.955435142,0
101,35955910.46405823,32594303.441393767,22543073.441393767,22543073.441393767,0
102,40257296.139347464,36679750.45814696,26628520.45814696,26628520.45814696,0
103,46873776.36812686,43117578.15291875,33066348.15291875,33066348.15291875,0
104,50543271.64955152,47203289.94858748,37152059.94858748,37152059.94858748,0
