,Wind Offshore,Wind Onshore,Solar,Hydro
0,7211822.7628125,15924613.163789483,0.0,190267.0
1,7250418.216375001,15753826.078421067,0.0,187572.0
2,7210888.305625001,15135306.578736829,0.0,178678.5
3,7159569.0553125,15066000.26031577,0.0,150920.0
4,7082039.46675,14683757.317894746,0.0,146608.0
5,6973280.983062498,14185006.175052617,0.0,142296.0
6,6877118.2233125,12853438.636315793,711.0769230769228,148494.5
7,6886482.717625,11793335.908421041,0.0,234465.0
8,6479100.177437499,10567259.544947376,977.7307692307688,203203.0
9,5858833.110937499,10215165.850842094,58041.65384615384,274081.5
10,5722304.646750001,10033552.102736847,138037.8076923077,335797.0
11,5533936.102812501,9984816.123578928,228433.46153846147,330676.5
12,5155827.2128125,9982448.590947384,329761.92307692306,291329.5
13,3928211.357500001,9343189.185473697,267098.2692307693,293485.5
14,3821966.8956874995,10156143.902210534,186835.46153846153,258450.5
15,3693249.924375,11212213.826210532,44886.73076923078,272734.0
16,4350004.4608125,12774495.820210535,177.7692307692307,392661.5
17,5801049.503999999,13398223.891684202,88.88461538461534,382690.0
18,5454238.7633125,14259065.15526315,0.0,383498.5
19,6033951.3365625,14516519.931789491,0.0,325825.5
20,6577112.8778125,15433439.725052632,0.0,267344.0
21,6472483.082124999,14947850.783894755,0.0,216408.5
22,6615111.606937501,14067400.591263173,0.0,168707.0
23,6714558.7228125,13478524.8396842,0.0,169785.0
24,6316209.585000001,12802992.594736844,0.0,168437.5
25,6308138.151750001,10855848.975263165,0.0,167898.5
26,6069429.403000001,9027073.988947352,0.0,150381.0
27,5448222.1871875,7280306.813684205,0.0,138253.5
28,5150108.5245624995,6414757.679473679,0.0,134750.0
29,4722278.9226875,6534849.172526321,0.0,132594.0
30,4873437.0968125,6852133.738210532,0.0,132055.0
31,4408216.8745,8388751.998421041,0.0,137984.0
32,4556237.7390625,10024392.310947381,799.9615384615388,206167.5
33,4939922.0655000005,11794801.219157891,8177.38461538462,295911.0
34,4349884.9261875,13877498.879263181,31287.384615384603,276507.0
35,4621767.379437501,14726089.761157915,59908.230769230795,258720.0
36,5615279.415124999,16689646.1406316,85151.46153846155,252521.5
37,6261281.527437499,16336160.721263174,90751.19230769233,236621.0
38,6688097.931062499,16492651.428842131,40620.26923076923,236890.5
39,6795989.314375,16087544.19999998,4888.653846153846,257103.0
40,5787464.298999999,13106497.480631556,1866.5769230769222,385115.5
41,6180104.235437499,12322639.419999996,622.1923076923075,392661.5
42,6122594.7991875,11460943.925052617,0.0,379725.5
43,6338583.431000002,12386178.876842108,0.0,356279.0
44,6637118.310875,13454662.350315802,0.0,278124.0
45,6705916.1796875,14857791.762210513,0.0,249557.0
46,6147736.915312501,15474831.554000013,0.0,236621.0
47,5977597.401687499,15546900.527052611,0.0,245514.5
48,5961926.981562501,15767896.90073685,0.0,237968.5
49,5872829.0976249995,16834652.715263147,0.0,218295.0
50,5995668.0011875,17382522.161789447,0.0,182721.0
51,5931385.884875001,17174547.21757894,0.0,178409.0
52,6298989.009499999,16864573.20873682,0.0,170324.0
53,6661097.336125,16215007.037894715,0.0,173558.0
54,6437621.662562501,15966171.359894738,0.0,182990.5
55,6439278.0709375,15654976.79199999,0.0,171132.5
56,6878886.576812498,15891760.449157879,2933.192307692309,216947.5
57,6983229.868875,16525851.274947368,107372.61538461535,302918.0
58,6948580.9553125,16733715.840947362,251543.46153846147,312620.0
59,7039866.5126249995,17441912.037789486,317318.07692307694,244436.5
60,7100069.2726875,16825561.709894754,357316.15384615376,243628.0
61,7193164.92575,17125096.179578964,272164.6923076922,230422.5
62,7234291.477562501,17140688.301578928,137148.96153846156,232309.0
63,7224297.054750001,15882685.440631595,18132.461538461535,236890.5
64,7180228.623,15745786.065578928,1244.384615384615,379995.0
65,7234441.3701875005,14579568.285578948,888.8461538461537,446561.5
66,7218890.4846875,14342762.23284209,88.88461538461534,423923.5
67,7147338.5760625005,14553032.723894745,0.0,315315.0
68,7214564.469687501,14681237.815263167,0.0,271925.5
69,7187379.829375001,14429661.878210513,0.0,265457.5
70,7083041.28075,13423849.233052634,0.0,244436.5
71,6966289.156187499,11864077.14357894,0.0,231770.0
72,6725326.3259375,9647831.446842114,0.0,224224.0
73,6646522.6500625,8285599.561473676,0.0,218025.5
74,6132191.721937501,6410006.617368425,0.0,191884.0
75,5549077.1553125,5316662.451578942,0.0,169246.0
76,4302140.330375,5041019.265578952,0.0,166820.5
77,4019128.8240625,5109688.909684207,0.0,179756.5
78,3449575.7452500006,5930240.526736846,0.0,177600.5
79,2566596.238875,6402264.145789472,0.0,199160.5
80,2511164.42825,6236437.681157888,11377.230769230764,233387.0
81,2797007.7667500004,5788796.448842104,31998.46153846152,320974.5
82,2381086.090375,7300627.60221052,116883.26923076926,307769.0
83,2881061.4792500003,8710427.697263163,172347.26923076928,232309.0
84,5109939.198437501,9062615.772736834,204434.61538461535,230692.0
85,6214080.529562501,9195842.272842113,232877.69230769217,206437.0
86,6333096.2225,9180520.4974737,158570.15384615393,202933.5
87,6552872.014812499,9137002.688210513,48175.46153846152,214791.5
88,6683266.265625,9491985.412000002,88.88461538461534,395356.5
89,6780806.519624999,9763523.8083158,0.0,443866.5
90,6753759.438999999,9437213.824315805,0.0,391583.5
91,6656665.068125,8940628.653894737,0.0,320974.5
92,6658338.552875001,8124648.934315786,0.0,250096.0
93,6706608.7215625,7037020.440210519,0.0,228536.0
94,5971155.813562499,5408589.904421048,0.0,183799.0
95,5204911.355375,4737378.406526317,0.0,184877.0
96,4272364.8245,4364794.357368419,0.0,179756.5
97,3363357.1278750002,4382080.544947363,0.0,159274.5
98,2862104.805625,3958658.531578955,0.0,148494.5
99,2770496.6945625003,3884521.1668421067,0.0,146338.5
100,2184589.1919375,4055418.630421047,0.0,143104.5
101,2176249.280125,4089779.847263153,0.0,159544.0
102,2394787.9839375,4115571.555789471,0.0,174636.0
103,2468288.4966875,4254195.39042105,0.0,201586.0
104,1792592.4656249997,4144831.379684205,5155.30769230769,235812.5
105,1495607.7411249997,4239524.686526319,88795.73076923075,300223.0
106,1899108.2520624995,4285275.654947364,224878.07692307685,301031.5
107,2118429.6230625,4204136.472421054,335095.0,253060.5
108,2140998.8986875,4434791.739368417,363538.076923077,197004.5
109,2337377.2111875,4638106.8034736775,268698.1923076922,191884.0
110,2492493.3095625,4880003.051368425,187013.23076923072,203203.0
111,2522729.8775624996,5335065.218736848,39109.230769230766,287287.0
112,2536616.7651875,5554010.797263152,888.8461538461537,486178.0
113,2540860.2443750002,6131181.659473689,888.8461538461537,503156.5
114,2666188.5039375005,7135002.697789464,355.5384615384614,443327.5
115,2648866.4188749995,8578208.99821052,0.0,267344.0
116,2026022.7171250004,9489800.243368413,0.0,241472.0
117,1491939.1665625,10405693.039368412,0.0,207245.5
118,1097981.5031875,11799422.706842111,0.0,197004.5
119,887567.359125,12317851.565157881,0.0,208054.0
120,775753.1529999998,13153141.07284211,0.0,171402.0
121,1110132.2926875,13409501.66536842,0.0,147416.5
122,1300646.76775,13521357.98410526,0.0,133672.0
123,1386701.2621875,15468125.677789483,0.0,132324.5
124,1805009.8363124998,16587125.57894738,0.0,134480.5
125,2468550.3344374998,16714302.073368398,0.0,159813.5
126,2601843.7742500007,16633754.773999983,0.0,159813.5
127,2670598.9521250003,16727387.490210507,0.0,193501.0
128,3208542.712125,16194247.136052657,12754.942307692303,330946.0
129,3712662.9166874997,16442482.132631568,81596.07692307697,367059.0
130,4082264.9258750007,15528550.549473682,226655.7692307693,373527.0
131,4592753.669624999,14013292.872526303,317318.07692307694,247401.0
132,4399880.7574375,13547524.018736823,313762.69230769214,211018.5
133,5509747.417624999,13134371.977999976,284164.1153846154,170863.0
134,5905157.5215625,12342478.703578943,163992.11538461535,170593.5
135,6025909.312624999,11971836.67105263,43286.80769230768,184338.0
136,5945431.203312501,11052920.471894722,1066.615384615385,285939.5
137,6075760.943374999,9862435.482421046,177.7692307692307,361669.0
138,6013344.895375001,10075305.46031578,88.88461538461534,353853.5
139,6086894.739875,9574615.500210524,0.0,233656.5
140,5764311.580562499,9105991.210105252,0.0,203472.5
141,5368164.346437501,8157228.102947371,0.0,183799.0
142,5340084.145125,7295071.898947374,0.0,159813.5
143,5346336.9444375,6785034.9839999955,0.0,166281.5
144,5216048.946625001,6579400.377789462,0.0,159274.5
145,5176101.613375,6336133.200526318,0.0,127743.0
146,5107574.1205,6004357.095578948,0.0,124778.5
147,2707433.6416875,4723744.297999992,0.0,121544.5
148,5283223.611125001,5551544.084210528,0.0,118580.0
149,5351566.109937499,5590139.665157895,0.0,117232.5
150,5357867.292312499,5888855.096526312,0.0,128282.0
151,5123583.2220625,5951145.199999999,0.0,140140.0
152,4930780.51275,5735466.1766315745,20710.115384615387,185955.0
153,4842161.716,5644140.205052635,216522.92307692315,255216.5
154,4747109.869312501,5766010.54694737,478199.2307692307,256025.0
155,4592698.64575,5725964.052421056,653301.9230769229,198352.0
156,4737044.2949375,6052515.588736844,741297.6923076925,173019.0
157,4798406.351125,6149840.376105266,579083.2692307691,165203.5
158,4810060.9770625,6272793.70421052,461311.1538461537,166820.5
159,5197790.507000001,6164291.923263162,139459.96153846156,187841.5
160,5334883.44025,6245767.039473685,2755.4230769230767,329329.0
161,5732289.582687501,6327478.908947373,355.5384615384614,392392.0
162,5722490.589499999,6853736.621789478,88.88461538461534,338492.0
163,5610679.2294375,7191273.189578947,0.0,213444.0
164,5532024.4975000005,7866071.179473678,0.0,191075.5
165,5568037.623687499,8552182.136105258,0.0,173827.5
166,5642566.5136875,9070393.437368415,0.0,150920.0
167,5720069.538999999,9336784.049894731,0.0,140409.5
168,5885049.1413125,8929602.030631576,0.0,136906.0
169,6076780.7824375,9731318.965789469,0.0,120466.5
170,6099903.142875001,10717313.123263158,0.0,115076.5
171,6270353.826000001,10670240.815684212,0.0,117232.5
172,6229199.762250001,11302439.215052644,0.0,110495.0
173,6315970.515749999,11335592.67031579,0.0,117771.5
174,6243692.861187499,11237365.661052622,0.0,138792.5
175,6099621.382687501,12360027.239368424,0.0,144991.0
176,5863957.920812501,12458275.044526316,5333.076923076923,155232.0
177,6041207.8472500015,12820297.97852631,88262.42307692303,288634.5
178,6023706.46025,12184769.036631577,193768.4615384615,271386.5
179,5936896.810562499,12287449.566736849,223100.38461538465,215061.0
180,5688701.1868125,12453922.303789465,200879.2307692307,151189.5
181,5122667.738624999,12425708.673368417,186568.80769230778,176253.0
182,4718780.1631875,12924552.59789473,67374.53846153848,188650.0
183,2292068.8448750004,10094149.740315776,8621.80769230769,252521.5
184,4574512.306375,15541874.319263175,0.0,386463.0
185,4828749.172125,15289341.77105264,0.0,418533.5
186,4728558.28525,16374022.047157886,0.0,362208.0
187,4328985.3405625,16828941.84263156,0.0,218834.0
