Busbars,CCGT_Derated_Capacity_kW,OCGT_Derated_Capacity_kW,Coal_Derated_Capacity_kW,Nuclear_Derated_Capacity_kW,Wind Offshore_Derated_Capacity_kW,Wind Onshore_Derated_Capacity_kW,Solar_Derated_Capacity_kW,Hydro_Derated_Capacity_kW,Biomass_Derated_Capacity_kW,BECCS_Derated_Capacity_kW,Hydrogen_Derated_Capacity_kW,Battery_Derated_Capacity_kW,CCGT_Capacity_kW,OCGT_Capacity_kW,Coal_Capacity_kW,Nuclear_Capacity_kW,Wind Offshore_Capacity_kW,Wind Onshore_Capacity_kW,Solar_Capacity_kW,Hydro_Capacity_kW,Biomass_Capacity_kW,BECCS_Capacity_kW,Hydrogen_Capacity_kW,Battery_Capacity_kW
1,1062500.0,920000.0,0,0.0,72000.0,267920.0,0.0,141120.0,12320.0,0.0,0.0,0,1250000.0,1000000.0,0,0.0,300000.0,1576000.0,0.0,168000.0,14000.0,0,0,0
2,425000.0,460000.0,0,0.0,0.0,559130.0000000001,0.0,0.0,0.0,0.0,0.0,0,500000.0,500000.0,0,0.0,0.0,3289000.0,100000.0,0.0,0.0,0,0,0
3,212500.0,460000.0,0,0.0,0.0,13600.0,0.0,25200.0,0.0,0.0,0.0,0,250000.0,500000.0,0,0.0,0.0,80000.0,0.0,30000.0,0.0,0,0,0
4,1062500.0,0.0,0,0.0,0.0,278290.0,0.0,39480.0,24640.0,0.0,0.0,0,1250000.0,0.0,0,0.0,0.0,1637000.0,200000.0,47000.0,28000.0,0,0,0
5,637500.0,920000.0,0,696600.0,2400.0,248710.00000000003,0.0,26880.0,12320.0,0.0,0.0,0,750000.0,1000000.0,0,860000.0,10000.0,1463000.0,200000.0,32000.0,14000.0,0,0,0
6,425000.0,0.0,0,0.0,0.0,524280.00000000006,0.0,21000.0,24640.0,0.0,0.0,0,500000.0,0.0,0,0.0,0.0,3084000.0,0.0,25000.0,28000.0,0,0,0
7,2221050.0,0.0,0,976050.0000000001,36000.0,214030.00000000003,0.0,33600.0,0.0,0.0,0.0,0,2613000.0,0.0,0,1205000.0,150000.0,1259000.0,200000.0,40000.0,0.0,0,0,0
8,637500.0,460000.0,0,0.0,72000.0,112880.00000000001,0.0,25200.0,12320.0,0.0,0.0,0,750000.0,500000.0,0,0.0,300000.0,664000.0,0.0,30000.0,14000.0,0,0,0
9,212500.0,0.0,0,0.0,79200.0,91290.0,0.0,55440.0,38720.0,0.0,0.0,0,250000.0,0.0,0,0.0,330000.0,537000.0,300000.0,66000.0,44000.0,0,0,0
10,1700000.0,0.0,0,963900.0000000001,62904.0,393380.00000000006,0.0,33600.0,82720.0,440000.0,0.0,0,2000000.0,0.0,0,1190000.0,262100.0,2314000.0,0.0,40000.0,94000.0,500000,0,0
