,Wind Onshore,Wind Offshore,Solar,Hydro
0,3587255.6737684207,11148510.650169373,0.0,63187.0
1,3548783.345763158,11208174.044465251,0.0,62292.0
2,3409452.6404105276,11147066.104698751,0.0,59338.5
3,3393840.362647369,11067733.427304376,0.0,50120.0
4,3307734.46168421,10947883.0826385,0.0,48688.0
5,3195383.357857894,10779757.054924875,0.0,47256.0
6,2895427.9894473697,10631102.326920375,34.15384615384615,49314.5
7,2656624.102263159,10645578.57904275,0.0,77865.0
8,2380432.1881421045,10015819.815226126,46.96153846153846,67483.0
9,2301117.853226317,9056970.128503125,2787.8076923076924,91021.5
10,2260206.658610527,8845915.4357985,6630.115384615385,111517.0
11,2249228.155336842,8554722.933249377,10971.923076923076,109816.5
12,2248694.8334421054,7970217.306069376,15838.846153846152,96749.5
13,2104692.156221053,6072487.857165001,12829.038461538461,97465.5
14,2287822.282531578,5908248.170057625,8973.923076923076,85830.5
15,2525717.720731578,5709268.99756125,2155.9615384615386,90574.0
16,2877644.9474315774,6724523.418645375,8.538461538461538,130401.5
17,3018148.960952633,8967644.422848,4.269230769230769,127090.0
18,3212066.2432894735,8431521.536400374,0.0,127358.5
19,3270061.75616842,9327679.416241875,0.0,108205.5
20,3476611.560357894,10167334.303299375,0.0,88784.0
21,3367225.4379842095,10005590.673441749,0.0,71868.5
22,3168890.9530894724,10226075.241655124,0.0,56027.0
23,3036237.942352632,10379807.143689375,0.0,56385.0
24,2884064.2692105277,9764012.80827,0.0,55937.5
25,2445441.244289473,9751535.4551085,0.0,55758.5
26,2033482.5123421052,9382523.748186,0.0,49941.0
27,1639997.2580526317,8422220.716730624,0.0,45913.5
28,1445019.457921053,7961376.981097874,0.0,44750.0
29,1472071.8506789475,7300009.802531624,0.0,44034.0
30,1543544.9123315793,7533680.064477375,0.0,43855.0
31,1889691.0017631585,6814512.002019001,0.0,45824.0
32,2258143.279442105,7043332.404196875,38.42307692307692,68467.5
33,2656954.1852736836,7636456.908261,392.7692307692308,98271.0
34,3126112.771489474,6724338.634148626,1502.7692307692307,91827.0
35,3317270.473373685,7144632.438550125,2877.4615384615386,85920.0
36,3759590.7162947366,8680468.78328775,4089.9230769230767,83861.5
37,3679962.874589474,9679101.398926126,4358.884615384615,78581.0
38,3715214.731126317,10338902.308900874,1951.0384615384614,78670.5
39,3623958.3099999996,10505687.91574125,234.8076923076923,85383.0
40,2952433.253294737,8946643.518138,89.65384615384615,127895.5
41,2775857.5810000002,9553612.194022126,29.884615384615383,130401.5
42,2581747.8703578953,9464710.319474626,0.0,126105.5
43,2790170.787526317,9798599.773122001,0.0,118319.0
44,3030862.562147369,10260094.654124249,0.0,92364.0
45,3346938.305531579,10366446.931265626,0.0,82877.0
46,3485935.6847,9503576.658624375,0.0,78581.0
47,3502170.2914578943,9240563.791829625,0.0,81534.5
