,Nuclear,Biomass,BECCS,CCGT,OCGT
0,8677530.0,4729800.856893141,1320000.0,90779.44521795027,0.0
1,8677530.0,4989986.502837185,1320000.0,90779.44521795027,0.0
2,8677530.0,4000371.864263065,1320000.0,90779.44521795027,0.0
3,8677530.0,3057463.8832718413,1320000.0,90779.44521795027,0.0
4,8677530.0,2046328.2960791532,1320000.0,90779.44521795027,0.0
5,8677530.0,2279134.3063636087,1320000.0,90779.44521795027,0.0
6,8677530.0,3949747.2832131237,1320000.0,90779.44521795027,0.0
7,8677530.0,3790191.973739894,1320000.0,90779.44521795027,0.0
8,8677530.0,5964893.6462855805,1320000.0,90779.44521795027,0.0
9,8677530.0,9092160.0,1320000.0,937199.7178644631,0.0
10,8677530.0,9092160.0,1320000.0,3297799.5270784707,0.0
11,8677530.0,9092160.0,1320000.0,5425841.476728614,0.0
12,8677530.0,9092160.0,1320000.0,7123554.617316144,0.0
13,8677530.0,9092160.0,1320000.0,8883075.543436162,0.0
14,8677530.0,9092160.0,1320000.0,8657232.883889,0.0
15,8677530.0,9092160.0,1320000.0,8851979.199865922,0.0
16,8677530.0,9092160.0,1320000.0,10098659.274190381,0.0
17,8677530.0,9092160.0,1320000.0,9393072.09039369,0.0
18,8677530.0,9092160.0,1320000.0,10390925.952749547,0.0
19,8677530.0,9092160.0,1320000.0,7411960.313133894,0.0
20,8677530.0,9092160.0,1320000.0,3545112.3762836847,0.0
21,8677530.0,9092160.0,1320000.0,1875310.9327284875,0.0
22,8677530.0,8335820.486193866,1320000.0,90779.44521795027,0.0
23,8677530.0,6240362.351946685,1320000.0,90779.44521795027,0.0
24,8677530.0,6865335.5583490655,1320000.0,769511.1395857949,0.0
25,8677530.0,7478756.972023137,1320000.0,769511.1395857949,0.0
26,8677530.0,7813131.238216845,1320000.0,769511.1395857949,0.0
27,8677530.0,9092160.0,1320000.0,948623.7353387331,0.0
28,8677530.0,9092160.0,1320000.0,1374179.3534427625,0.0
29,8677530.0,9092160.0,1320000.0,2641673.5735718347,0.0
30,8677530.0,9092160.0,1320000.0,5105468.5081726,0.0
31,8677530.0,9092160.0,1320000.0,9362579.091683649,0.0
32,8677530.0,9092160.0,1320000.0,11724331.132703397,0.0
33,8677530.0,9092160.0,1320000.0,13319001.7661209,0.0
34,8677530.0,9092160.0,1320000.0,15024849.178875519,0.0
35,8677530.0,9092160.0,1320000.0,15080066.823733656,0.0
36,8677530.0,9092160.0,1320000.0,13844535.051378516,0.0
37,8677530.0,9092160.0,1320000.0,12829164.561272528,0.0
38,8677530.0,9092160.0,1320000.0,11617817.227302264,0.0
39,8677530.0,9092160.0,1320000.0,11795584.901038554,0.0
40,8677530.0,9092160.0,1320000.0,15748415.96781822,0.0
41,8677530.0,9092160.0,1320000.0,16636299.59058811,0.0
42,8677530.0,9092160.0,1320000.0,15948699.315692801,0.0
43,8677530.0,9092160.0,1320000.0,13939140.956825472,0.0
44,8677530.0,9092160.0,1320000.0,10049142.321894683,0.0
45,8677530.0,9092160.0,1320000.0,5853713.695649847,0.0
46,8677530.0,9092160.0,1320000.0,2632974.6195517117,0.0
47,8677530.0,7976370.633076962,1320000.0,769511.1395857949,0.0
48,8677530.0,7313946.417996701,1320000.0,623695.2571969515,0.0
49,8677530.0,6855563.642518712,1320000.0,623695.2571969515,0.0
50,8677530.0,6317567.674560262,1320000.0,623695.2571969515,0.0
51,8677530.0,6047411.831334196,1320000.0,623695.2571969515,0.0
52,8677530.0,5242742.533079473,1320000.0,623695.2571969515,0.0
53,8677530.0,5351185.437923748,1320000.0,623695.2571969515,0.0
54,8677530.0,9092160.0,1320000.0,265592.78256102605,0.0
55,8677530.0,9092160.0,1320000.0,4731675.96912604,0.0
56,8677530.0,9092160.0,1320000.0,7071231.479263743,0.0
57,8677530.0,9092160.0,1320000.0,8461791.809795866,0.0
58,8677530.0,9092160.0,1320000.0,9092008.00283585,0.0
59,8677530.0,9092160.0,1320000.0,9151933.784279045,0.0
60,8677530.0,9092160.0,1320000.0,9499202.321381098,0.0
61,8677530.0,9092160.0,1320000.0,9030852.086375443,0.0
62,8677530.0,9092160.0,1320000.0,8943528.395029837,0.0
63,8677530.0,9092160.0,1320000.0,9542778.004805597,0.0
64,8677530.0,9092160.0,1320000.0,11875178.510644082,0.0
65,8677530.0,9092160.0,1320000.0,13613076.180201685,0.0
66,8677530.0,9092160.0,1320000.0,12941041.286187502,0.0
67,8677530.0,9092160.0,1320000.0,11511807.831569197,0.0
68,8677530.0,9092160.0,1320000.0,8954657.75710875,0.0
69,8677530.0,9092160.0,1320000.0,5844550.392672196,0.0
70,8677530.0,9092160.0,1320000.0,2761718.5655374685,0.0
71,8677530.0,9092160.0,1320000.0,968625.1961423731,0.0
72,8677530.0,9092160.0,1320000.0,2942220.191504406,0.0
73,8677530.0,9092160.0,1320000.0,2894526.2371889637,0.0
74,8677530.0,9092160.0,1320000.0,3424249.206481993,0.0
75,8677530.0,9092160.0,1320000.0,4152546.236909508,0.0
76,8677530.0,9092160.0,1320000.0,5870981.7030423395,0.0
77,8677530.0,9092160.0,1320000.0,7324834.4339884035,0.0
78,8677530.0,9092160.0,1320000.0,10925527.203977907,0.0
79,8677530.0,9092160.0,1320000.0,16545192.124102535,0.0
80,8677530.0,9092160.0,1320000.0,18759488.520078845,0.0
81,8677530.0,9092160.0,1320000.0,19409568.69813813,0.0
82,8677530.0,9092160.0,1320000.0,19866925.098934215,0.0
83,8677530.0,9092160.0,1320000.0,19353627.186830316,0.0
84,8677530.0,9092160.0,1320000.0,16338376.119482927,0.0
85,8677530.0,9092160.0,1320000.0,14725243.792419853,0.0
86,8677530.0,9092160.0,1320000.0,14113394.667527858,0.0
87,8677530.0,9092160.0,1320000.0,14065389.525101062,0.0
88,8677530.0,9092160.0,1320000.0,16048437.112939412,0.0
89,8677530.0,9092160.0,1320000.0,17544601.42154286,0.0
90,8677530.0,9092160.0,1320000.0,16974276.70649911,0.0
91,8677530.0,9092160.0,1320000.0,15750630.365757894,0.0
92,8677530.0,9092160.0,1320000.0,13421297.567472586,0.0
93,8677530.0,9092160.0,1320000.0,10110890.350846946,0.0
94,8677530.0,9092160.0,1320000.0,8014124.03037658,0.0
95,8677530.0,9092160.0,1320000.0,6635432.913885647,0.0
96,8677530.0,9092160.0,1320000.0,9265685.33906683,0.0
97,8677530.0,9092160.0,1320000.0,10229894.566929322,0.0
98,8677530.0,9092160.0,1320000.0,10241201.906266386,0.0
99,8677530.0,9092160.0,1320000.0,9760507.569199925,0.0
100,8677530.0,9092160.0,1320000.0,10220911.8005862,0.0
101,8677530.0,9092160.0,1320000.0,11144108.031408906,0.0
102,8677530.0,9092160.0,1320000.0,13088662.729387859,0.0
103,8677530.0,9092160.0,1320000.0,18647109.359588604,0.0
104,8677530.0,9092160.0,1320000.0,22403285.47201308,0.0
105,8677530.0,9092160.0,1320000.0,24346549.136471484,0.0
106,8677530.0,9092160.0,1320000.0,24516895.281943973,0.0
107,8677530.0,9092160.0,1320000.0,24781242.163055908,0.0
108,8677530.0,9092160.0,1320000.0,24802474.27401416,0.0
109,8677530.0,9092160.0,1320000.0,23803420.853223078,0.0
110,8677530.0,9092160.0,1320000.0,23096414.14087874,0.0
111,8677530.0,9092160.0,1320000.0,22839171.535942312,0.0
112,8677530.0,9092160.0,1320000.0,24576435.373003595,0.0
113,8677530.0,9092160.0,1320000.0,25617237.949999996,412542.63598674384
114,8677530.0,9092160.0,1320000.0,25030706.817081966,0.0
115,8677530.0,9092160.0,1320000.0,23259550.694732755,0.0
116,8677530.0,9092160.0,1320000.0,21517452.521805175,0.0
117,8677530.0,9092160.0,1320000.0,18965910.486059435,0.0
118,8677530.0,9092160.0,1320000.0,15860636.669868395,0.0
119,8677530.0,9092160.0,1320000.0,13108278.16284508,0.0
120,8677530.0,9092160.0,1320000.0,10260693.587995676,0.0
121,8677530.0,9092160.0,1320000.0,9570750.559801413,0.0
122,8677530.0,9092160.0,1320000.0,8854328.683204364,0.0
123,8677530.0,9092160.0,1320000.0,8386334.445520982,0.0
124,8677530.0,9092160.0,1320000.0,7388670.5250833705,0.0
125,8677530.0,9092160.0,1320000.0,6617733.298891413,0.0
126,8677530.0,9092160.0,1320000.0,7425456.309387205,0.0
127,8677530.0,9092160.0,1320000.0,8181958.309055664,0.0
128,8677530.0,9092160.0,1320000.0,9502843.524329951,0.0
129,8677530.0,9092160.0,1320000.0,10902595.073283317,0.0
130,8677530.0,9092160.0,1320000.0,11670245.711064443,0.0
131,8677530.0,9092160.0,1320000.0,11624410.56728241,0.0
132,8677530.0,9092160.0,1320000.0,11876156.342354083,0.0
133,8677530.0,9092160.0,1320000.0,10645960.154043615,0.0
134,8677530.0,9092160.0,1320000.0,9970749.793153362,0.0
135,8677530.0,9092160.0,1320000.0,9986424.855602583,0.0
136,8677530.0,9092160.0,1320000.0,12002653.80867271,0.0
137,8677530.0,9092160.0,1320000.0,13407511.280848403,0.0
138,8677530.0,9092160.0,1320000.0,13032150.69657768,0.0
139,8677530.0,9092160.0,1320000.0,12807115.429320458,0.0
140,8677530.0,9092160.0,1320000.0,11683561.115618492,0.0
141,8677530.0,9092160.0,1320000.0,9737670.22064619,0.0
142,8677530.0,9092160.0,1320000.0,8210793.692853333,0.0
143,8677530.0,9092160.0,1320000.0,6691841.624600321,0.0
144,8677530.0,9092160.0,1320000.0,4707349.663093088,0.0
145,8677530.0,9092160.0,1320000.0,4966017.523156373,0.0
146,8677530.0,9092160.0,1320000.0,4584633.260210204,0.0
147,8677530.0,9092160.0,1320000.0,7636171.507350118,0.0
148,8677530.0,9092160.0,1320000.0,3181185.925111752,0.0
149,8677530.0,9092160.0,1320000.0,2949497.6921969233,0.0
150,8677530.0,9092160.0,1320000.0,3738974.116855199,0.0
151,8677530.0,9092160.0,1320000.0,4593377.7957639275,0.0
152,8677530.0,9092160.0,1320000.0,5420660.059559479,0.0
153,8677530.0,9092160.0,1320000.0,9939279.10423371,0.0
154,8677530.0,9092160.0,1320000.0,12434956.069051716,0.0
155,8677530.0,9092160.0,1320000.0,13907116.768170858,0.0
156,8677530.0,9092160.0,1320000.0,14384844.602916894,0.0
157,8677530.0,9092160.0,1320000.0,13687426.095905202,0.0
158,8677530.0,9092160.0,1320000.0,13916995.60896465,0.0
159,8677530.0,9092160.0,1320000.0,13800710.03707854,0.0
160,8677530.0,9092160.0,1320000.0,16598899.852549518,0.0
161,8677530.0,9092160.0,1320000.0,18288907.670044072,0.0
162,8677530.0,9092160.0,1320000.0,17218958.887217533,0.0
163,8677530.0,9092160.0,1320000.0,15469484.713063674,0.0
164,8677530.0,9092160.0,1320000.0,13100731.094878603,0.0
165,8677530.0,9092160.0,1320000.0,9934494.966092592,0.0
166,8677530.0,9092160.0,1320000.0,6418654.273014069,0.0
167,8677530.0,9092160.0,1320000.0,3535122.7268245863,0.0
168,8677530.0,9092160.0,1320000.0,3802819.8881763536,0.0
169,8677530.0,9092160.0,1320000.0,3520584.2569282753,0.0
170,8677530.0,9092160.0,1320000.0,2610500.9817880923,0.0
171,8677530.0,9092160.0,1320000.0,1984623.889332688,0.0
172,8677530.0,9092160.0,1320000.0,1792878.755333275,0.0
173,8677530.0,9092160.0,1320000.0,2601148.142490606,0.0
174,8677530.0,9092160.0,1320000.0,6463854.367065236,0.0
175,8677530.0,9092160.0,1320000.0,13502796.294469984,0.0
176,8677530.0,9092160.0,1320000.0,16067197.72719914,0.0
177,8677530.0,9092160.0,1320000.0,17207384.000687435,0.0
178,8677530.0,9092160.0,1320000.0,18213924.95410786,0.0
179,8677530.0,9092160.0,1320000.0,19107526.47144762,0.0
180,8677530.0,9092160.0,1320000.0,19811846.294492196,0.0
181,8677530.0,9092160.0,1320000.0,20370994.497770526,0.0
182,8677530.0,9092160.0,1320000.0,20109176.9712906,0.0
183,8677530.0,9092160.0,1320000.0,24871775.014215488,0.0
184,8677530.0,9092160.0,1320000.0,21974270.574931845,0.0
185,8677530.0,9092160.0,1320000.0,21956983.228990655,0.0
186,8677530.0,9092160.0,1320000.0,21537791.913888555,0.0
187,8677530.0,9092160.0,1320000.0,20888808.014336545,0.0
188,8677530.0,9092160.0,1320000.0,18274427.365752324,0.0
189,8677530.0,9092160.0,1320000.0,14442727.583881369,0.0
190,8677530.0,9092160.0,1320000.0,10454178.112005845,0.0
191,8677530.0,9092160.0,1320000.0,8102858.124246459,0.0
192,8677530.0,9092160.0,1320000.0,9350869.647116786,0.0
