,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2,Curtailement,Loss of load
0,29617955.414012738,6291252.487410754,0.0,0.0,0.0,3458777.512589246,0.0
1,29905777.070063695,6713960.775267627,0.0,0.0,0.0,3036069.224732373,0.0
2,28732350.318471335,6207476.934109505,0.0,0.0,0.0,3542553.0658904947,0.0
3,27692871.337579615,5316382.021951344,0.0,0.0,0.0,4211350.0,0.0
4,26480699.363057327,4568294.578412581,0.0,0.0,0.0,4854055.421587419,0.0
5,26404869.426751584,5104286.268636469,0.0,0.0,0.0,4318063.731363531,0.0
6,27587152.22929936,7707389.792747989,0.0,0.0,0.0,2235440.2072520107,0.0
7,27252282.802547768,8337999.176501729,0.0,0.0,0.0,1764830.8234982714,0.0
8,28373680.254777074,11123139.801622964,0.0,0.0,0.0,0.0,0.0
9,31426803.821656056,15020681.706030307,3452891.7060303073,3452891.7060303073,0.0,0.0,0.0
10,34416274.522292994,18186582.965113837,6618792.965113837,6618792.965113837,0.0,0.0,0.0
11,36998366.87898088,20920504.69105099,9352714.691050991,9352714.691050991,0.0,0.0,0.0
12,38642824.840764344,22883457.613927536,11315667.613927536,11315667.613927536,0.0,0.0,0.0
13,38703156.68789809,24871172.375693627,13303382.375693627,13303382.375693627,0.0,0.0,0.0
14,38355556.687898085,23932159.92846159,12364369.928461589,12364369.928461589,0.0,0.0,0.0
15,38610721.65605096,23387637.174696196,11819847.174696196,11819847.174696196,0.0,0.0,0.0
16,41884692.993630566,24367353.443376765,12799563.443376765,12799563.443376765,0.0,0.0,0.0
17,43640405.0955414,24058352.815241817,12490562.815241817,12490562.815241817,0.0,0.0,0.0
18,42097238.216560505,22000435.797984853,10432645.797984853,10432645.797984853,0.0,0.0,0.0
19,40044848.40764331,19168551.63929132,7600761.63929132,7600761.63929132,0.0,0.0,0.0
20,37414601.27388534,15136704.671020206,3568914.671020206,3568914.671020206,0.0,0.0,0.0
21,34807601.27388534,13170858.907865584,1603068.907865584,1603068.907865584,0.0,0.0,0.0
22,31667024.203821648,10815805.005620975,0.0,0.0,0.0,0.0,0.0
23,29672752.22929935,9309883.666802652,0.0,0.0,0.0,952946.3331973478,0.0
24,29419247.770700634,10131608.090963788,0.0,0.0,0.0,360661.90903621167,0.0
25,29594708.28025477,12262822.653241605,695032.6532416046,695032.6532416046,0.0,0.0,0.0
26,29098215.923566867,13851331.531619513,2283541.5316195134,2283541.5316195134,0.0,0.0,0.0
27,29071094.26751592,16204311.766644215,4636521.766644215,4636521.766644215,0.0,0.0,0.0
28,28868512.10191082,17168895.89787464,5601105.897874638,5601105.897874638,0.0,0.0,0.0
29,29670538.21656051,18280816.12134669,6713026.12134669,6713026.12134669,0.0,0.0,0.0
30,33030856.050955404,21173230.215932373,9605440.215932373,9605440.215932373,0.0,0.0,0.0
31,37741721.65605094,24806768.7831299,13238978.7831299,13238978.7831299,0.0,0.0,0.0
32,41361632.48407643,26574034.972528093,15006244.972528093,15006244.972528093,0.0,0.0,0.0
33,44475087.89808916,27436276.228815887,15868486.228815887,15868486.228815887,0.0,0.0,0.0
34,45994454.14012738,27459275.950061318,15891485.950061318,15891485.950061318,0.0,0.0,0.0
