,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2,Curtailement,Loss of load
0,33206387.625113737,12832784.267886754,0.0,0.0,0.0,0.0,0.0
1,33529080.98271156,13300512.958565488,0.0,0.0,0.0,0.0,0.0
2,32213484.98635123,12623986.0507394,0.0,0.0,0.0,0.0,0.0
3,31048065.51410372,11595839.381850451,0.0,0.0,0.0,177890.61814954877,0.0
4,29689030.02729754,10664217.066752795,0.0,0.0,0.0,949512.9332472049,0.0
5,29604012.7388535,11140012.159413386,0.0,0.0,0.0,633717.8405866139,0.0
6,30929537.761601456,13813703.429717392,512453.42971739173,512453.42971739173,0.0,0.0,0.0
7,30554096.451319374,14350522.072423331,1049272.0724233314,1049272.0724233314,0.0,0.0,0.0
8,31811359.417652406,17102287.545500223,3801037.5455002226,3801037.5455002226,0.0,0.0,0.0
9,35234391.26478618,21089598.724670045,7788348.724670045,7788348.724670045,0.0,0.0,0.0
10,38586058.234758876,24508826.45244895,11207576.45244895,11207576.45244895,0.0,0.0,0.0
11,41480989.99090082,27449259.388499778,14148009.388499778,14148009.388499778,0.0,0.0,0.0
12,43324686.07825295,29444854.855098836,16143604.855098836,16143604.855098836,0.0,0.0,0.0
13,43392327.57051865,31008584.10223726,17707334.10223726,17707334.10223726,0.0,0.0,0.0
14,43002613.28480436,30057486.073346708,16756236.073346708,16756236.073346708,0.0,0.0,0.0
15,43288693.35759782,29582783.459569983,16281533.459569983,16281533.459569983,0.0,0.0,0.0
16,46959330.30027298,31216569.50191725,17915319.50191725,17915319.50191725,0.0,0.0,0.0
17,48927759.781619646,31661073.6255816,18359823.6255816,18359823.6255816,0.0,0.0,0.0
18,47197626.93357599,29314652.949975338,16013402.949975338,16013402.949975338,0.0,0.0,0.0
19,44896575.068243854,26468096.021766864,13166846.021766864,13166846.021766864,0.0,0.0,0.0
20,41947654.231119186,22356442.363629054,9055192.363629054,9055192.363629054,0.0,0.0,0.0
21,39024797.08826205,20040962.545792297,6739712.5457922965,6739712.5457922965,0.0,0.0,0.0
