,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2
0,32818796.06835385,23508262.38722033,13897032.38722033,13897032.38722033,0
1,33137722.884940356,23857803.780703396,14246573.780703396,14246573.780703396,0
2,31837482.786549214,22775928.163890593,13164698.163890593,13164698.163890593,0
3,30685666.322031006,21752998.699107222,12141768.699107222,12141768.699107222,0
4,29342493.767560914,20573984.898368467,10962754.898368467,10962754.898368467,0
5,29258468.817806397,20705096.954639744,11093866.954639744,11093866.954639744,0
6,30568522.04901559,22418963.651614267,12807733.651614267,12807733.651614267,0
7,30197462.964333203,22090116.39939374,12478886.399393741,12478886.399393741,0
8,31440050.907418337,24003911.125199374,14392681.125199374,14392681.125199374,0
9,34823128.44643982,27549976.398476444,17938746.398476444,17938746.398476444,0
10,38135674.0933316,30662780.573364574,21051550.573364574,21051550.573364574,0
11,40996815.63059325,33488025.398252603,23876795.398252603,23876795.398252603,0
12,42818991.73074422,35453078.40234066,25841848.402340658,25841848.402340658,0
13,42885843.69806716,36565409.04984204,26954179.049842037,26954179.049842037,0
14,42500678.23495886,36281448.179346144,26670218.179346144,26670218.179346144,0
15,42783419.12427881,36595584.58520334,26984354.585203342,26984354.585203342,0
16,46411211.66295033,39143404.580041215,29532174.580041215,29532174.580041215,0
17,48356665.244128026,40057116.92053549,30445886.92053549,30445886.92053549,0
18,46646726.850583434,38322532.081374176,28711302.081374176,28711302.081374176,0
19,44372533.32000121,35785618.86352019,26174388.86352019,26174388.86352019,0
20,41458032.87304142,32452928.85342527,22841698.85342527,22841698.85342527,0
21,38569291.899729006,29905023.44354581,20293793.44354581,20293793.44354581,0
22,35089309.67412933,26713003.300452825,17101773.300452825,17101773.300452825,0
23,32879514.82766551,24600066.495533045,14988836.495533045,14988836.495533045,0
24,32598613.90074893,24751779.91403156,15140549.914031561,15140549.914031561,0
25,32793036.59470648,25484639.03357035,15873409.03357035,15873409.03357035,0
26,32242887.836094756,25630009.34051928,16018779.34051928,16018779.34051928,0
27,32212835.116839487,26492359.78077827,16881129.78077827,16881129.78077827,0
28,31988359.703626674,26697048.35425281,17085818.35425281,17085818.35425281,0
29,32877061.544460993,27821360.520780355,18210130.520780355,18210130.520780355,0
30,36600532.12810847,31366989.76688274,21755759.76688274,21755759.76688274,0
31,41820505.46650801,36435641.603654794,26824411.603654794,26824411.603654794,0
32,45831623.50588446,39714768.85699763,30103538.85699763,30103538.85699763,0
33,49281553.0122289,42177393.342878625,32566163.342878625,32566163.342878625,0
34,50965118.61132498,43662796.92922228,34051566.92922228,34051566.92922228,0
35,51782061.918427326,44074757.01004226,34463527.01004226,34463527.01004226,0
36,52505780.46375826,43620343.990812466,34009113.990812466,34009113.990812466,0
37,52294184.787369125,43143083.15791777,33531853.157917768,33531853.157917768,0
38,51489507.896289326,42132560.84887339,32521330.84887339,32521330.84887339,0
39,51866086.86818186,42567341.65233004,32956111.65233004,32956111.65233004,0
40,54724775.122239,46502874.939413145,36891644.939413145,36891644.939413145,0
41,56577003.941645235,48309638.97435051,38698408.97435051,38698408.97435051,0
42,55292710.184083425,47333833.33920452,37722603.33920452,37722603.33920452,0
43,52194213.49678528,43916421.314594865,34305191.314594865,34305191.314594865,0
44,48180028.85340319,39648258.35857828,30037028.35857828,30037028.35857828,0
45,43209677.08106269,34333157.51121121,24721927.51121121,24721927.51121121,0
46,37853546.52481277,29187273.882832147,19576043.882832147,19576043.882832147,0
47,33790909.53814157,25184122.48955767,15572892.489557669,15572892.489557669,0
48,33089883.862452373,24453664.48619188,14842434.48619188,14842434.48619188,0
49,32655652.735253833,23838249.92588595,14227019.92588595,14227019.92588595,0
50,32434243.926046643,23492427.490396373,13881197.490396373,13881197.490396373,0
51,31961986.90917818,23128596.18821264,13517366.18821264,13517366.18821264,0
52,31752844.515993554,22801603.583807185,13190373.583807185,13190373.583807185,0
53,32447736.98367146,23442788.21364026,13831558.213640261,13831558.213640261,0
54,36417762.52937236,27591150.174358286,17979920.174358286,17979920.174358286,0
55,42490865.1021408,33781784.083048925,24170554.083048925,24170554.083048925,0
56,46231508.668219864,37052837.760690816,27441607.760690816,27441607.760690816,0
57,48708711.38397544,38842723.61693591,29231493.61693591,29231493.61693591,0
58,49642798.96409322,39428051.23767389,29816821.237673894,29816821.237673894,0
59,50060470.42966132,39658674.11089663,30047444.110896632,30047444.110896632,0
60,50559713.56177944,40212391.51550204,30601161.515502043,30601161.515502043,0
61,50105856.168944776,39825749.389103636,30214519.389103636,30214519.389103636,0
62,50054950.54245119,40007669.350501046,30396439.350501046,30396439.350501046,0
63,50634538.699517034,41160041.91595199,31548811.91595199,31548811.91595199,0
64,54058708.7322141,44277488.20496462,34666258.20496462,34666258.20496462,0
65,56523031.71114601,46839674.397082925,37228444.397082925,37228444.397082925,0
66,55421507.552320294,45877974.863324806,36266744.863324806,36266744.863324806,0
67,53146700.70093691,43896855.92173584,34285625.92173584,34285625.92173584,0
68,49464935.93176613,40261527.74112412,30650297.741124123,30650297.741124123,0
69,44722739.497445226,35623018.594544366,26011788.594544366,26011788.594544366,0
70,39816173.088422045,31114653.300130017,21503423.300130017,21503423.300130017,0
71,36621998.356147945,28454011.86092978,18842781.86092978,18842781.86092978,0
72,36907192.528672405,29513770.94100211,19902540.94100211,19902540.94100211,0
73,36363176.97807197,29407764.23826711,19796534.23826711,19796534.23826711,0
74,35610019.03428691,29556297.75035935,19945067.75035935,19945067.75035935,0
75,35175174.58628722,29841701.52981081,20230471.52981081,20230471.52981081,0
76,34964192.23069923,30477442.263162695,20866212.263162695,20866212.263162695,0
77,36412855.96296333,32044297.71092836,22433067.71092836,22433067.71092836,0
78,40404347.736703694,36166930.435425825,26555700.435425825,26555700.435425825,0
79,46689045.98586128,42803109.456505634,33191879.456505634,33191879.456505634,0
80,49723143.98904097,45797172.95074828,36185942.95074828,36185942.95074828,0
81,51156474.701276876,46889008.77132572,37277778.77132572,37277778.77132572,0
82,51328204.525592685,46771799.941594444,37160569.941594444,37160569.941594444,0
83,51902886.11624953,46758177.683343016,37146947.683343016,37146947.683343016,0
