,Nuclear,Biomass,CCGT,OCGT,Coal
0,8219070.0,3185600.0,10725358.519359427,0.0,0.0
1,8219070.0,3185600.0,11052645.005110005,0.0,0.0
2,8219070.0,3185600.0,9993146.409042496,0.0,0.0
3,8219070.0,3185600.0,9006387.564128146,0.0,0.0
4,8219070.0,3185600.0,7865823.364348248,0.0,0.0
5,8219070.0,3185600.0,7994534.336492217,0.0,0.0
6,8219070.0,3185600.0,9631575.820995405,0.0,0.0
7,8219070.0,3185600.0,9288414.7630428,0.0,0.0
8,8219070.0,3185600.0,11166075.380609265,0.0,0.0
9,8219070.0,3185600.0,14795119.196995823,0.0,0.0
10,8219070.0,3185600.0,17978466.921841834,0.0,0.0
11,8219070.0,3185600.0,20908326.180180833,0.0,0.0
12,8219070.0,3185600.0,23053032.95002051,0.0,0.0
13,8219070.0,3185600.0,24180260.5582772,0.0,0.0
14,8219070.0,3185600.0,23791359.447444223,0.0,0.0
15,8219070.0,3185600.0,23880896.871218238,0.0,0.0
16,8219070.0,3185600.0,25525048.650000002,694291.9914307059,0.0
17,8219070.0,3185600.0,25525048.650000002,1375357.7804975642,0.0
18,8219070.0,3185600.0,25298820.417112213,0.0,0.0
19,8219070.0,3185600.0,22757795.11593728,0.0,0.0
20,8219070.0,3185600.0,19470958.642219935,0.0,0.0
21,8219070.0,3185600.0,17002409.61419007,0.0,0.0
22,8219070.0,3185600.0,13862077.726991236,0.0,0.0
23,8219070.0,3185600.0,11785499.718665963,0.0,0.0
24,8219070.0,3185600.0,11973261.201664167,0.0,0.0
25,8219070.0,3185600.0,12628037.127181852,0.0,0.0
26,8219070.0,3185600.0,12751001.732529884,0.0,0.0
27,8219070.0,3185600.0,13628635.428860718,0.0,0.0
28,8219070.0,3185600.0,13846843.049988452,0.0,0.0
29,8219070.0,3185600.0,15002951.93818204,0.0,0.0
30,8219070.0,3185600.0,18420331.433251258,0.0,0.0
31,8219070.0,3185600.0,23440455.45641562,0.0,0.0
32,8219070.0,3185600.0,25525048.650000002,1120992.196864246,0.0
33,8219070.0,3185600.0,25525048.650000002,3518882.8084006524,0.0
34,8219070.0,3185600.0,25525048.650000002,5146673.230687582,0.0
35,8219070.0,3185600.0,25525048.650000002,5580237.254736074,0.0
36,8219070.0,3185600.0,25525048.650000002,5092642.042339885,0.0
37,8219070.0,3185600.0,25525048.650000002,4531757.294623396,0.0
38,8219070.0,3185600.0,25525048.650000002,3399884.6017183503,0.0
39,8219070.0,3185600.0,25525048.650000002,3727799.5926832473,0.0
40,8219070.0,3185600.0,25525048.650000002,7610502.347711618,0.0
41,8219070.0,3185600.0,25525048.650000002,9275488.282421168,0.0
42,8219070.0,3185600.0,25525048.650000002,8312871.99555898,0.0
43,8219070.0,3185600.0,25525048.650000002,4997167.240809538,0.0
44,8219070.0,3185600.0,25525048.650000002,844572.5793165327,0.0
45,8219070.0,3185600.0,21252905.60164711,0.0,0.0
46,8219070.0,3185600.0,16373979.895802842,0.0,0.0
47,8219070.0,3185600.0,12528620.664707111,0.0,0.0
48,8219070.0,3185600.0,11829697.259171983,0.0,0.0
49,8219070.0,3185600.0,11276248.265351301,0.0,0.0
50,8219070.0,3185600.0,10935258.549039504,0.0,0.0
51,8219070.0,3185600.0,10586555.423073666,0.0,0.0
52,8219070.0,3185600.0,10204786.98712361,0.0,0.0
53,8219070.0,3185600.0,10752169.738864673,0.0,0.0
54,8219070.0,3185600.0,14794382.778082466,0.0,0.0
55,8219070.0,3185600.0,20775093.654355593,0.0,0.0
56,8219070.0,3185600.0,23890601.920673747,0.0,0.0
57,8219070.0,3185600.0,25525048.650000002,303453.68524931226,0.0
58,8219070.0,3185600.0,25525048.650000002,1151648.2136029215,0.0
59,8219070.0,3185600.0,25525048.650000002,1497814.688062316,0.0
60,8219070.0,3185600.0,25525048.650000002,2081676.6121244787,0.0
61,8219070.0,3185600.0,25525048.650000002,1541449.2576604097,0.0
62,8219070.0,3185600.0,25525048.650000002,1459373.8048647924,0.0
63,8219070.0,3185600.0,25525048.650000002,2317996.1307600206,0.0
64,8219070.0,3185600.0,25525048.650000002,5319578.256451794,0.0
65,8219070.0,3185600.0,25525048.650000002,7763214.377690221,0.0
66,8219070.0,3185600.0,25525048.650000002,6824492.789596522,0.0
67,8219070.0,3185600.0,25525048.650000002,4913707.236702376,0.0
68,8219070.0,3185600.0,25525048.650000002,1385009.7443278043,0.0
69,8219070.0,3185600.0,22417476.65844259,0.0,0.0
70,8219070.0,3185600.0,18039615.80769704,0.0,0.0
71,8219070.0,3185600.0,15436730.593944348,0.0,0.0
72,8219070.0,3185600.0,16434806.923953341,0.0,0.0
73,8219070.0,3185600.0,16304664.899121357,0.0,0.0
74,8219070.0,3185600.0,16470306.6484876,0.0,0.0
75,8219070.0,3185600.0,16801502.375341374,0.0,0.0
76,8219070.0,3185600.0,17597592.92496908,0.0,0.0
77,8219070.0,3185600.0,19159981.55227339,0.0,0.0
78,8219070.0,3185600.0,23259191.6703504,0.0,0.0
79,8219070.0,3185600.0,25525048.650000002,4305608.276290632,0.0
80,8219070.0,3185600.0,25525048.650000002,7231276.076847071,0.0
81,8219070.0,3185600.0,25525048.650000002,8278625.430307078,0.0
82,8219070.0,3185600.0,25525048.650000002,8428922.488300782,0.0
83,8219070.0,3185600.0,25525048.650000002,8476860.446445268,0.0
84,8219070.0,3185600.0,25525048.650000002,6972450.503841544,0.0
85,8219070.0,3185600.0,25525048.650000002,6115970.267293566,0.0
86,8219070.0,3185600.0,25525048.650000002,5418755.404683248,0.0
87,8219070.0,3185600.0,25525048.650000002,5588873.951779188,0.0
88,8219070.0,3185600.0,25525048.650000002,8075495.898274059,0.0
