,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2,Curtailement,Loss of load
0,32028096.45131938,12049527.883612134,3613977.8836121336,3613977.8836121336,0.0,0.0,0.0
1,32339339.399454046,12505894.259868506,4070344.2598685063,4070344.2598685063,0.0,0.0,0.0
2,31070425.841674253,11869919.812680848,3434369.812680848,3434369.812680848,0.0,0.0,0.0
3,29946359.96360327,10925166.929132894,2489616.9291328937,2489616.9291328937,0.0,0.0,0.0
4,28635548.316651493,10034543.994954117,1598993.9949541166,1598993.9949541166,0.0,0.0,0.0
5,28553547.770700626,10501553.643111825,2066003.643111825,2066003.643111825,0.0,0.0,0.0
6,29832038.03457688,13073764.473644946,4638214.473644946,4638214.473644946,0.0,0.0,0.0
7,29469918.83530482,13448229.009469304,5012679.009469304,5012679.009469304,0.0,0.0,0.0
8,30682569.24476796,16157505.980472151,7721955.980472151,7721955.980472151,0.0,0.0,0.0
9,33984138.671519555,19939879.39923794,11504329.399237938,11504329.399237938,0.0,0.0,0.0
10,37216875.52320291,23215557.32723833,14780007.327238329,14780007.327238329,0.0,0.0,0.0
11,40009083.8944495,26152656.232078318,17717106.232078318,17717106.232078318,0.0,0.0,0.0
12,41787358.507734306,28246529.630909644,19810979.630909644,19810979.630909644,0.0,0.0,0.0
13,41852599.81801637,29681816.467164133,21246266.467164133,21246266.467164133,0.0,0.0,0.0
14,41476714.10373066,28738236.731168665,20302686.731168665,20302686.731168665,0.0,0.0,0.0
15,41752642.94813466,28106278.663269773,19670728.663269773,19670728.663269773,0.0,0.0,0.0
16,45293031.483166516,29432144.040633358,20996594.040633358,20996594.040633358,0.0,0.0,0.0
17,47191613.46678799,29883584.938638195,21448034.938638195,21448034.938638195,0.0,0.0,0.0
18,45522872.42948136,27614774.187537286,19179224.187537286,19179224.187537286,0.0,0.0,0.0
19,43303470.79162874,24969198.198171485,16533648.198171485,16533648.198171485,0.0,0.0,0.0
20,40459189.0809827,21102780.501643885,12667230.501643885,12667230.501643885,0.0,0.0,0.0
21,37640046.22383984,18956472.265767455,10520922.265767455,10520922.265767455,0.0,0.0,0.0
