,Nuclear,Biomass,BECCS,Hydrogen,CCGT,OCGT
0,8920530.0,8673050.14752401,2135724.664397332,0.0,0.0,0.0
1,8920530.0,8948319.693072267,2135724.664397332,0.0,0.0,0.0
2,8920530.0,7693838.36409308,2135724.664397332,0.0,0.0,0.0
3,8920530.0,6579477.8581476845,2135724.664397332,0.0,0.0,0.0
4,8920530.0,5340023.330382269,2135724.664397332,0.0,0.0,0.0
5,8920530.0,5544872.334918551,2135724.664397332,0.0,0.0,0.0
6,8920530.0,7306984.193841841,2135724.664397332,0.0,0.0,0.0
7,8920530.0,6959059.0873416215,2135724.664397332,0.0,0.0,0.0
8,8920530.0,9353943.871458173,2135724.664397332,0.0,0.0,0.0
9,8920530.0,10120000.0,3080000.0,22.949999999999996,2146952.718318927,0.0
10,8920530.0,10120000.0,3080000.0,22.949999999999996,4937542.170426933,0.0
11,8920530.0,10120000.0,3080000.0,22.949999999999996,7467735.307485959,0.0
12,8920530.0,10120000.0,3080000.0,22.949999999999996,9503269.398271078,0.0
13,8920530.0,10120000.0,3080000.0,22.949999999999996,11594622.490050213,0.0
14,8920530.0,10120000.0,3080000.0,22.949999999999996,11422236.455065254,0.0
15,8920530.0,10120000.0,3080000.0,22.949999999999996,11778793.398898486,0.0
16,8920530.0,10120000.0,3080000.0,22.949999999999996,13395300.90014669,0.0
17,8920530.0,10120000.0,3080000.0,22.949999999999996,12509662.138260033,0.0
18,8920530.0,10120000.0,3080000.0,22.949999999999996,12682088.017777396,0.0
19,8920530.0,10120000.0,3080000.0,22.949999999999996,10729559.470258296,0.0
20,8920530.0,10120000.0,3080000.0,22.949999999999996,6278111.8763703955,0.0
21,8920530.0,10120000.0,3080000.0,22.949999999999996,3746719.009296881,0.0
22,8920530.0,10120000.0,3080000.0,22.949999999999996,884121.0053490812,0.0
23,8920530.0,10107369.15671356,2135724.664397332,0.0,0.0,0.0
24,8920530.0,10120000.0,3080000.0,22.949999999999996,767033.79748882,0.0
25,8920530.0,10120000.0,3080000.0,22.949999999999996,1093026.2041818155,0.0
26,8920530.0,10120000.0,3080000.0,22.949999999999996,1192750.328384487,0.0
27,8920530.0,10120000.0,3080000.0,22.949999999999996,2398694.8519961354,0.0
28,8920530.0,10120000.0,3080000.0,22.949999999999996,2801578.5204008236,0.0
29,8920530.0,10120000.0,3080000.0,22.949999999999996,4297974.066669333,0.0
30,8920530.0,10120000.0,3080000.0,22.949999999999996,7150563.563230763,0.0
31,8920530.0,10120000.0,3080000.0,22.949999999999996,12254224.736679235,0.0
32,8920530.0,10120000.0,3080000.0,22.949999999999996,15125661.380155412,0.0
33,8920530.0,10120000.0,3080000.0,22.949999999999996,17125645.600586146,0.0
34,8920530.0,10120000.0,3080000.0,22.949999999999996,19347402.381999057,0.0
35,8920530.0,10120000.0,3080000.0,22.949999999999996,19490988.64386157,0.0
