,Nuclear,Biomass,BECCS,Hydrogen,CCGT,OCGT
0,9325530.0,9900000.0,2936361.5982568082,0.0,0.0,0.0
1,9325530.0,9900000.0,3147978.446631645,0.0,0.0,0.0
2,9325530.0,9485924.776354216,2500119.2193066147,0.0,0.0,0.0
3,9325530.0,8319689.390341751,2500119.2193066147,0.0,0.0,0.0
4,9325530.0,7017411.672495991,2500119.2193066147,0.0,0.0,0.0
5,9325530.0,7204639.574551664,2500119.2193066147,0.0,0.0,0.0
6,9325530.0,9005391.592187315,2500119.2193066147,0.0,0.0,0.0
7,9325530.0,8644167.147442292,2500119.2193066147,0.0,0.0,0.0
8,9325530.0,9900000.0,3319602.5154152806,0.0,0.0,0.0
9,9325530.0,9900000.0,4400000.0,22.949999999999996,2620783.0201786896,0.0
10,9325530.0,9900000.0,4400000.0,22.949999999999996,5509903.529991269,0.0
11,9325530.0,9900000.0,4400000.0,22.949999999999996,8119257.1463433355,0.0
12,9325530.0,9900000.0,4400000.0,22.949999999999996,10183329.341765216,0.0
13,9325530.0,9900000.0,4400000.0,22.949999999999996,12173011.318958916,0.0
14,9325530.0,9900000.0,4400000.0,22.949999999999996,11978510.05801991,0.0
15,9325530.0,9900000.0,4400000.0,22.949999999999996,12333085.081656972,0.0
16,9325530.0,9900000.0,4400000.0,22.949999999999996,14125098.051572295,0.0
17,9325530.0,9900000.0,4400000.0,22.949999999999996,13427038.067540847,0.0
18,9325530.0,9900000.0,4400000.0,22.949999999999996,12630015.83233172,0.0
19,9325530.0,9900000.0,4400000.0,22.949999999999996,11694380.80339309,0.0
20,9325530.0,9900000.0,4400000.0,22.949999999999996,7263498.048548785,0.0
21,9325530.0,9900000.0,4400000.0,22.949999999999996,4395194.242280287,0.0
22,9325530.0,9900000.0,4400000.0,22.949999999999996,1429448.370078493,0.0
23,9325530.0,9900000.0,3927202.984623004,0.0,0.0,0.0
24,9325530.0,9900000.0,4400000.0,22.949999999999996,1579152.3628826337,0.0
25,9325530.0,9900000.0,4400000.0,22.949999999999996,1906891.5335113658,0.0
26,9325530.0,9900000.0,4400000.0,22.949999999999996,1964672.7745313672,0.0
27,9325530.0,9900000.0,4400000.0,22.949999999999996,3094244.3493482685,0.0
28,9325530.0,9900000.0,4400000.0,22.949999999999996,3455910.493873745,0.0
29,9325530.0,9900000.0,4400000.0,22.949999999999996,4920447.732500235,0.0
30,9325530.0,9900000.0,4400000.0,22.949999999999996,7872054.1000298215,0.0
31,9325530.0,9900000.0,4400000.0,22.949999999999996,13026214.010803064,0.0
32,9325530.0,9900000.0,4400000.0,22.949999999999996,16013260.5064297,0.0
33,9325530.0,9900000.0,4400000.0,22.949999999999996,18128497.32476824,0.0
34,9325530.0,9900000.0,4400000.0,22.949999999999996,20316389.132417224,0.0
35,9325530.0,9900000.0,4400000.0,22.949999999999996,20508703.758116324,0.0
36,9325530.0,9900000.0,4400000.0,22.949999999999996,19399526.055051837,0.0
37,9325530.0,9900000.0,4400000.0,22.949999999999996,18231296.69541024,0.0
38,9325530.0,9900000.0,4400000.0,22.949999999999996,16877209.92893658,0.0
39,9325530.0,9900000.0,4400000.0,22.949999999999996,17045638.4447491,0.0
40,9325530.0,9900000.0,4400000.0,22.949999999999996,21203229.205156513,0.0
41,9325530.0,9900000.0,4400000.0,22.949999999999996,22178919.979527052,0.0
42,9325530.0,9900000.0,4400000.0,22.949999999999996,21419720.80761853,0.0
43,9325530.0,9900000.0,4400000.0,22.949999999999996,20044914.783031527,0.0
44,9325530.0,9900000.0,4400000.0,22.949999999999996,14860675.304843418,0.0
45,9325530.0,9900000.0,4400000.0,22.949999999999996,9950863.140274445,0.0
46,9325530.0,9900000.0,4400000.0,22.949999999999996,6188365.78735927,0.0
47,9325530.0,9900000.0,4400000.0,22.949999999999996,2943006.2373037385,0.0
48,9325530.0,9900000.0,4400000.0,22.949999999999996,2042746.8915585848,0.0
49,9325530.0,9900000.0,4400000.0,22.949999999999996,1752486.9572278336,0.0
50,9325530.0,9900000.0,4400000.0,22.949999999999996,1346561.2739913994,0.0
51,9325530.0,9900000.0,4400000.0,22.949999999999996,1073416.34284998,0.0
52,9325530.0,9900000.0,4400000.0,22.949999999999996,348541.2861592441,0.0
53,9325530.0,9900000.0,4400000.0,22.949999999999996,400084.9401832537,0.0
54,9325530.0,9900000.0,4400000.0,22.949999999999996,2554619.686420575,0.0
55,9325530.0,9900000.0,4400000.0,22.949999999999996,8725051.47869517,0.0
56,9325530.0,9900000.0,4400000.0,22.949999999999996,11396996.571892612,0.0
57,9325530.0,9900000.0,4400000.0,22.949999999999996,13140081.562097115,0.0
58,9325530.0,9900000.0,4400000.0,22.949999999999996,13912851.231866173,0.0
59,9325530.0,9900000.0,4400000.0,22.949999999999996,14071805.347339017,0.0
60,9325530.0,9900000.0,4400000.0,22.949999999999996,14418760.180547846,0.0
61,9325530.0,9900000.0,4400000.0,22.949999999999996,13903172.197860543,0.0
62,9325530.0,9900000.0,4400000.0,22.949999999999996,13803774.648435012,0.0
63,9325530.0,9900000.0,4400000.0,22.949999999999996,14368746.314679421,0.0
64,9325530.0,9900000.0,4400000.0,22.949999999999996,17131792.034375012,0.0
65,9325530.0,9900000.0,4400000.0,22.949999999999996,19072195.054958783,0.0
66,9325530.0,9900000.0,4400000.0,22.949999999999996,18242283.810012713,0.0
