,Wind Offshore,Wind Onshore,Solar,Hydro
0,6651658.125,4092490.4067368414,0.0,380181.0
1,6687255.75,4048599.5755263157,0.0,374796.0
2,6650796.25,3889645.314421052,0.0,357025.5
3,6603463.125,3871834.1788947373,0.0,301560.0
4,6531955.5,3773600.9873684207,0.0,292944.0
5,6431644.624999998,3645426.1773157893,0.0,284328.0
6,6342951.125,3303224.622894737,1018.7692307692299,296713.5
7,6351588.25,3030787.2205263157,0.0,468495.0
8,5975848.375,2715696.002684211,1400.8076923076924,406029.0
9,5403759.375,2625210.9120526314,83157.0384615385,547654.5
10,5277835.500000001,2578537.720421053,197768.57692307705,670971.0
11,5104098.125,2566012.9874736834,327279.61538461526,660739.5
12,4755358.125,2565404.5516842105,472454.2307692306,582118.5
13,3623095.0000000005,2401120.310842105,382675.1923076924,586426.5
14,3525102.8749999995,2610042.772263158,267681.6153846153,516421.5
15,3406383.75,2881443.7782631572,64309.80769230773,544962.0
16,4012126.1250000005,3282936.9892631583,254.69230769230748,784594.5
17,5350464.0,3443229.8091052626,127.34615384615374,764670.0
18,5030591.125000001,3664458.7065789485,0.0,766285.5
19,5565275.625,3730622.398736843,0.0,651046.5
20,6066248.125,3966263.0023157895,0.0,534192.0
21,5969745.25,3841470.7663684203,0.0,432415.5
22,6101295.375,3615202.5405789474,0.0,337101.0
23,6193018.125,3463866.4711052636,0.0,339255.0
24,5825610.0,3290260.418421052,0.0,336562.5
25,5818165.5,2789861.0365789467,0.0,335485.5
26,5597998.0,2319881.3886842104,0.0,300483.0
27,5025041.875,1870977.0521052629,0.0,276250.5
28,4750083.625,1648538.2718421053,0.0,269250.0
29,4355484.875,1679400.766157895,0.0,264942.0
30,4494902.125,1760940.206263158,0.0,263865.0
31,4065816.9999999995,2155838.0555263157,0.0,275712.0
32,4202340.625,2576183.7316842102,1146.1153846153848,411952.5
33,4556223.0,3031163.7929473687,11715.846153846162,591273.0
34,4012015.8750000005,3566399.4125789474,44825.846153846156,552501.0
35,4262780.374999999,3784480.065947368,85831.30769230769,516960.0
36,5179123.249999999,4289097.387789475,121997.61538461545,504574.5
37,5774948.375,4198254.635578948,130020.4230769231,472803.0
38,6168612.624999999,4238471.419052632,58197.192307692276,473341.5
39,6268123.75,4134362.3,7004.038461538465,513729.0
40,5337934.0,3368258.597789474,2674.269230769231,769516.5
41,5700076.375,3166813.7299999995,891.4230769230766,784594.5
42,5647033.875,2945365.3023157893,0.0,758746.5
43,5846246.0,3183142.831052632,0.0,711897.0
44,6121592.749999998,3457734.013894737,0.0,555732.0
45,6185046.875,3818326.362263157,0.0,498651.0
46,5670223.125,3976900.351,0.0,472803.0
47,5513298.875,3995421.465315789,0.0,490573.5
48,5498845.625,4052215.6574210515,0.0,475495.5
49,5416668.25,4326362.846578946,0.0,436185.0
50,5529965.875,4467160.643736843,0.0,365103.0
51,5470676.75,4413712.848473683,0.0,356487.0
52,5809727.0,4334052.159421053,0.0,340332.0
53,6143709.250000001,4167119.1673684213,0.0,346794.0
54,5937591.625,4103170.5103684207,0.0,365641.5
55,5939119.375,4023196.1480000005,0.0,341947.5
56,6344582.124999998,4084047.537947369,4202.42307692308,433492.5
57,6440820.75,4247003.497684211,153834.1538461538,605274.0
58,6408863.125,4300422.926684211,360389.61538461526,624660.0
59,6493058.25,4482423.337736843,454625.7692307694,488419.5
60,6548584.875,4324026.53536842,511931.53846153815,486804.0
61,6634449.5,4401004.351473684,389933.92307692283,460417.5
62,6672381.625000002,4405011.394473684,196495.11538461532,464187.0
63,6663163.500000002,4081715.337789474,25978.615384615365,473341.5
64,6622518.0,4046533.360473685,1782.8461538461531,759285.0
65,6672519.875,3746825.2904736847,1273.461538461539,892294.5
66,6658176.875,3685968.1450526314,127.34615384615374,847060.5
67,6592182.625,3740005.876368421,0.0,630045.0
68,6654186.875,3772953.4965789467,0.0,543346.5
69,6629113.75,3708300.616263157,0.0,530422.5
70,6532879.5,3449815.3043157896,0.0,488419.5
71,6425195.874999998,3048967.1174736843,0.0,463110.0
72,6202949.375,2479410.786052632,0.0,448032.0
73,6130266.625000002,2129328.7548421053,0.0,435646.5
74,5655885.375,1647317.2892105267,0.0,383412.0
75,5118063.125,1366337.119473684,0.0,338178.0
76,3967979.7499999995,1295499.1604736843,0.0,333331.5
77,3706950.625,1313146.676105263,0.0,359179.5
78,3181636.5,1524021.4764210526,0.0,354871.5
79,2367240.75,1645327.5397368423,0.0,397951.5
80,2316114.5,1602711.5459473683,16300.307692307679,466341.0
81,2579755.5,1487671.5490526315,45844.615384615354,641353.5
82,2196139.75,1876199.3222631582,167460.19230769237,614967.0
83,2657280.5,2238505.979578947,246924.1923076924,464187.0
84,4713034.375,2329015.325421053,292896.1538461539,460956.0
85,5731413.625,2363253.4050526316,333646.92307692283,412491.0
86,5841185.0,2359315.8388421056,227185.5384615386,405490.5
87,6043890.125,2348132.131263158,69021.61538461536,429184.5
88,6164156.25,2439359.6780000003,127.34615384615374,789979.5
89,6254120.249999998,2509142.740894737,0.0,886909.5
90,6229173.999999998,2425283.844894737,0.0,782440.5
91,6139621.25,2297665.6713684206,0.0,641353.5
92,6141164.750000002,2087965.809894737,0.0,499728.0
93,6185685.625,1808454.5192631579,0.0,456648.0
94,5507357.625,1389961.6945263157,0.0,367257.0
95,4800629.75,1217466.0371578948,0.0,369411.0
96,3940516.9999999995,1121715.099210526,0.0,359179.5
97,3102114.7499999995,1126157.5026842104,0.0,318253.5
98,2639796.25,1017341.6394736844,0.0,296713.5
99,2555303.625,998288.9660526316,0.0,292405.5
100,2014905.3749999998,1042208.1635263159,0.0,285943.5
101,2007213.2500000002,1051038.7045789477,0.0,318792.0
102,2208777.375,1057666.954736842,0.0,348948.0
103,2276568.875,1093292.1035263157,0.0,402798.0
104,1653356.25,1065186.4811052633,7386.076923076918,471187.5
105,1379439.25,1089521.8571578949,127218.80769230763,599889.0
106,1751598.6249999998,1101279.4676842103,322185.76923076925,601504.5
107,1953884.6250000002,1080427.3865263155,480095.0,505651.5
108,1974700.8750000002,1139703.8322105263,520845.7692307695,393643.5
109,2155825.875,1191954.0778421054,384967.42307692283,383412.0
