,Wind Offshore,Wind Onshore,Solar,Hydro
0,7040590.0779375,16047214.976000007,0.0,210741.0
1,7078269.1469250005,15875113.020000014,0.0,207756.0
2,7039677.807875,15251831.607999986,0.0,197905.5
3,6989577.0474375,15181991.70799998,0.0,167160.0
4,6913888.26945,14796805.92000001,0.0,162384.0
5,6807712.0742875,14294214.947999984,0.0,157608.0
6,6713832.5386375,12952395.820000004,834.1538461538456,164473.5
7,6722974.688674999,11884131.47999999,0.0,259695.0
8,6325264.7664125,10648615.69200001,1146.961538461538,225069.0
9,5719724.9053125,10293811.26799999,68087.80769230769,303574.5
10,5586438.081449999,10110799.296000004,161930.11538461543,371931.0
11,5402542.0339375,10061688.103999982,267971.923076923,366259.5
12,5033410.7079374995,10059302.344000015,386838.84615384607,322678.5
13,3834942.5405000006,9415121.352000013,313329.03846153856,325066.5
14,3731220.6759625003,10234334.916000007,219173.92307692303,286261.5
15,3605559.874125,11298535.404000007,52655.96153846156,302082.0
16,4246720.8711375,12872845.23200001,208.5384615384614,434914.5
17,5663313.2736,13501375.315999992,104.2692307692307,423870.0
18,5324736.974637499,14368844.099999992,0.0,424765.5
19,5890685.2411875,14628280.992000017,0.0,360886.5
20,6420950.3189375,15552260.048,0.0,296112.0
21,6318804.782975,15062932.612000018,0.0,239695.5
22,6458046.831712499,14175703.932000015,0.0,186861.0
23,6555132.7419374995,13582294.491999991,0.0,188055.0
24,6166241.739,12901561.400000002,0.0,186562.5
25,6158361.948449999,10939426.940000007,0.0,185965.5
26,5925320.940199999,9096572.419999985,0.0,166563.0
27,5318863.2520624995,7336357.0799999945,0.0,153130.5
28,5027827.8003875,6464144.179999995,0.0,149250.0
29,4610156.2977625,6585160.244000006,0.0,146862.0
30,4757725.4735375,6904887.548000006,0.0,146265.0
31,4303551.1283,8453336.05999999,0.0,152832.0
32,4448057.4846875,10101568.984000014,938.4230769230774,228352.5
33,4822631.867699999,11885608.071999997,9592.769230769236,327753.0
34,4246604.174662501,13984340.188000023,36702.76923076922,306261.0
35,4512031.233212499,14839464.27600002,70277.46153846156,286560.0
36,5481953.985175001,16818137.85600002,99889.9230769231,279694.5
37,6112617.8564125,16461930.992000017,106458.88461538464,262083.0
38,6529300.2174875,16619626.504000027,47651.03846153845,262381.5
39,6634629.900125,16211400.399999982,5734.807692307693,284769.0
40,5650050.6266,13207402.935999976,2189.6538461538453,426556.5
41,6033367.983612501,12417510.039999997,729.8846153846151,434914.5
42,5977224.012862502,11549180.447999986,0.0,420586.5
43,6188084.3554,12481538.680000002,0.0,394617.0
44,6479531.023225001,13558248.288000014,0.0,308052.0
45,6546695.4015625,14972180.235999987,0.0,276411.0
46,6001769.1714375,15593970.548000012,0.0,262083.0
47,5835669.336362501,15666594.371999979,0.0,271933.5
48,5820370.9841875,15889292.17200001,0.0,263575.5
49,5733388.580675001,16964260.81999999,0.0,241785.0
50,5853310.879662501,17516348.251999974,0.0,202383.0
51,5790555.034824999,17306772.13199999,0.0,197607.0
52,6149430.037300001,16994411.667999975,0.0,188652.0
53,6502940.706575001,16339844.559999976,0.0,192234.0
54,6284771.0895875,16089093.124000002,0.0,202681.5
55,6286388.169312499,15775502.703999989,0.0,189547.5
56,6715558.9055375,16014109.331999984,3440.8846153846175,240292.5
57,6817424.740424999,16653081.952,125957.23076923072,335514.0
58,6783598.507437499,16862546.843999993,295081.923076923,346260.0
59,6872716.641675,17576195.364000015,372241.15384615393,270739.5
60,6931489.9877625,16955099.82400002,419162.3076923075,269844.0
61,7022375.240049999,17256940.376000017,319272.38461538445,255217.5
62,7062525.310587499,17272652.539999977,160887.42307692306,257307.0
63,7052768.18865,16004964.456000015,21270.923076923067,262381.5
64,7009746.0882,15867011.107999982,1459.7692307692303,420885.0
65,7062671.6442625,14691814.748,1042.6923076923076,494614.5
66,7047489.9885625,14453185.551999984,104.2692307692307,469540.5
67,6977636.9604875,14665074.892000007,0.0,349245.0
68,7043266.687562499,14794267.020000009,0.0,301186.5
69,7016727.501125,14540754.227999985,0.0,294022.5
70,6914866.29705,13527197.944000004,0.0,270739.5
71,6800886.2566625,11955417.343999993,0.0,256710.0
72,6565644.6863125,9722109.020000007,0.0,248352.0
73,6488712.072087499,8349389.463999991,0.0,241486.5
74,5986593.0727125,6459356.540000003,0.0,212532.0
75,5417323.5874375,5357594.839999995,0.0,187458.0
76,4199993.194525,5079829.508000004,0.0,184771.5
77,3923701.3236875,5149027.831999998,0.0,199099.5
78,3367671.3313500006,5975896.784000004,0.0,196711.5
79,2505656.6984250005,6451554.459999998,0.0,220591.5
80,2451541.02355,6284451.315999993,13346.46153846153,258501.0
81,2730597.4894499998,5833363.743999998,37536.923076923056,355513.5
82,2324551.1785250003,7356834.315999994,137114.0384615385,340887.0
83,2812655.48695,8777488.304000005,202178.03846153853,257307.0
84,4988612.2278125,9132387.835999992,239819.23076923072,255516.0
85,6066537.567387499,9266640.032000009,273185.38461538445,228651.0
86,6182727.4315,9251200.296000015,186016.3076923078,224770.5
87,6397285.0147375,9207347.447999986,56513.92307692305,237904.5
88,6524583.271875,9565063.144000001,104.2692307692307,437899.5
89,6619807.595475,9838692.08400001,0.0,491629.5
90,6593402.7026,9509869.876000015,0.0,433720.5
91,6498613.675375001,9009461.552000001,0.0,355513.5
92,6500247.4260249995,8187199.695999997,0.0,277008.0
93,6547371.5001875,7091197.671999994,0.0,253128.0
94,5829380.692987502,5450230.031999996,0.0,203577.0
