,27,10,11,29,20,5,7,17,12,22
0,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
1,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
2,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
3,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
4,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
5,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
6,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
7,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
8,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
9,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
10,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
11,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
12,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
13,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
14,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
15,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
16,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,0.98,0.0
17,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.434,1.48,0.5
18,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.0,1.48,0.5
19,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.0,1.48,0.5
20,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.0,1.48,0.5
21,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.0,1.48,0.5
22,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.0,0.5,0.5
23,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.0,0.5,0.5
24,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.0,0.5,0.5
25,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.0,0.5,0.5
26,1.04,1.19,2.3899999999999997,0.86,1.188,0.86,1.2049999999999998,0.0,0.5,0.5
27,1.04,1.19,2.3899999999999997,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
28,1.04,1.19,2.3899999999999997,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
29,1.04,1.19,2.3899999999999997,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
30,1.04,1.19,2.3899999999999997,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
31,1.04,1.19,2.3899999999999997,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
32,1.04,1.19,2.3899999999999997,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
33,1.04,1.19,2.3899999999999997,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
34,0.0,1.19,2.3899999999999997,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
35,0.0,0.0,1.23,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
36,0.0,0.0,1.23,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
37,0.0,0.0,1.23,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
38,0.0,0.0,1.23,0.0,1.188,0.0,1.2049999999999998,0.0,0.5,0.5
39,0.0,0.0,0.0,0.0,1.188,0.0,0.0,0.0,0.5,0.5
40,0.0,0.0,0.0,0.0,1.188,0.0,0.0,0.0,0.5,0.5
