,Year,Wind Onshore,Wind Offshore,Solar,Hydro,Hydrogen,Biomass,BECCS,Nuclear,CCGT,Coal,OCGT
30,2040,3166.589464281445,4406.385013127851,983.1705349929636,3658.7562785388127,3874562488.607471,2839.504500660342,13852.694267042238,0.021825107829913384,2235.1297906107025,0.0,9.929254892350764
31,2041,3166.589464281445,4406.385013127851,983.1705349929636,3658.7562785388127,3881958430.8772807,3165.707175330523,12469.779831907495,0.021835461296625863,2134.9632674713625,0.0,4.866619641591016
32,2042,3166.589464281445,4406.38501312785,983.1705349929636,3658.7562785388127,3901975119.981723,3536.1382214977693,11373.510273619024,0.022429060054808204,2130.4231015467494,0.0,2.3873025241549475
33,2043,3166.589464281445,4406.385013127852,983.1705349929636,3658.7562785388127,3871824026.9386563,3753.6533136117205,10344.124202447734,0.021165937115885318,1966.3339065571208,0.0,2.314563562552664
34,2044,3166.589464281445,4406.385013127852,983.1705349929636,3658.7562785388127,3731515536.7526665,4274.47877631905,8346.252556940419,0.02563944048374454,2208.1056222382135,0.0,5.168554460910691
35,2045,3166.589464281445,4406.38501312785,983.1705349929636,3658.7562785388127,0.0,4734.727992919934,5196.94766088447,0.0,2764.816090415635,0.0,13.029255993148498
36,2046,3166.589464281445,4406.385013127852,983.1705349929636,3658.7562785388127,0.0,4944.417137232902,4814.738361211141,0.0,2556.538526198455,0.0,11.667978252673272
37,2047,3166.589464281445,4406.385013127852,983.1705349929636,3658.7562785388127,0.0,5536.374514556819,4519.737099777696,0.0,2620.9456246121495,0.0,13.38028161919643
38,2048,3166.589464281446,4406.38501312785,983.1705349929636,3658.7562785388127,0.0,5934.791950598531,4260.823811033522,0.0,2659.8458223836824,0.0,13.46885228208691
39,2049,3166.5894642814465,4406.38501312785,983.1705349929636,3658.7562785388127,0.0,6185.317402771865,1904.0174945660594,0.0,2907.1686167809753,0.0,23.53746192904882
40,2050,3166.5894642814474,4406.38501312785,983.1705349929636,3658.7562785388127,0.0,6749.489584594242,1798.4195149265631,0.0,2844.86173383713,0.0,24.289939868004534
