,2043
0,-0.01
1,-0.01
2,-0.01
3,-0.01
4,-0.01
5,-0.01
6,-0.01
7,-0.01
8,-0.01
9,-0.01
10,-0.01
11,-0.01
12,0.07754405180186134
13,0.08109221661380266
14,0.08109221661380266
15,0.08109221661380266
16,0.08109221661380266
17,0.08109221661380266
18,0.08109221661380266
19,0.08109221661380266
20,-0.01
21,-0.01
22,-0.01
23,-0.01
24,-0.01
25,-0.01
26,-0.01
27,-0.01
28,-0.01
29,-0.01
30,0.0784310088348876
31,0.08109221661380266
32,0.08109221661380266
33,0.08109221661380266
34,0.08109221661380266
35,0.08109221661380266
36,0.08109221661380266
37,0.08109221661380266
38,0.08109221661380266
39,0.08109221661380266
40,0.08109221661380266
41,0.08109221661380266
42,0.08109221661380266
43,0.08109221661380266
44,0.08109221661380266
45,0.0784310088348876
46,-0.01
47,-0.01
48,-0.01
49,-0.01
50,-0.01
51,-0.01
52,-0.01
53,-0.01
54,-0.01
55,0.0784310088348876
56,0.08109221661380266
57,0.08109221661380266
58,0.0784310088348876
59,0.0784310088348876
60,0.0784310088348876
61,0.0784310088348876
62,0.08109221661380266
63,0.08109221661380266
64,0.08109221661380266
65,0.08109221661380266
66,0.08109221661380266
67,0.08109221661380266
68,0.08109221661380266
69,0.0784310088348876
70,-0.01
71,-0.01
72,-0.01
73,-0.01
74,-0.01
75,-0.01
76,0.0784310088348876
77,0.08109221661380266
78,0.08109221661380266
79,0.08109221661380266
80,0.08109221661380266
81,0.08109221661380266
82,0.08109221661380266
83,0.08109221661380266
84,0.08109221661380266
85,0.08109221661380266
86,0.08109221661380266
87,0.08109221661380266
88,0.08109221661380266
89,0.08109221661380266
90,0.08109221661380266
91,0.08109221661380266
92,0.08109221661380266
93,0.08109221661380266
94,0.08109221661380266
95,0.0784310088348876
96,0.08109221661380266
97,0.08109221661380266
98,0.08109221661380266
99,0.08109221661380266
100,0.08109221661380266
101,0.08109221661380266
102,0.08109221661380266
103,0.08109221661380266
104,0.08109221661380266
105,0.08109221661380266
106,0.08109221661380266
107,0.08109221661380266
108,0.08109221661380266
109,0.08109221661380266
110,0.08109221661380266
111,0.08109221661380266
112,0.08109221661380266
113,0.08109221661380266
114,0.08109221661380266
115,0.08109221661380266
116,0.08109221661380266
117,0.08109221661380266
118,0.08109221661380266
119,0.08109221661380266
120,0.08109221661380266
121,0.08109221661380266
122,0.08109221661380266
123,0.08109221661380266
124,0.08109221661380266
125,0.08109221661380266
126,0.08109221661380266
127,0.08109221661380266
128,0.08109221661380266
129,0.08109221661380266
130,0.08109221661380266
131,0.08109221661380266
132,0.08109221661380266
133,0.08109221661380266
134,0.08109221661380266
135,0.08109221661380266
136,0.08109221661380266
137,0.08109221661380266
138,0.08109221661380266
139,0.08109221661380266
140,0.08109221661380266
141,0.08109221661380266
142,0.08109221661380266
143,0.0784310088348876
144,0.07754405180186134
145,0.07754405180186134
146,-0.01
147,0.08109221661380266
148,-0.01
149,-0.01
150,-0.01
151,0.07754405180186134
152,0.0784310088348876
153,0.08109221661380266
154,0.08109221661380266
155,0.08109221661380266
156,0.0784310088348876
157,0.08109221661380266
158,0.08109221661380266
