,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2
0,33805003.629673325,29112675.28702859,20821445.28702859,20821445.28702859,0.0
1,34133514.223719865,29472750.07780934,21181520.07780934,21181520.07780934,0.0
2,32794201.80183783,28277146.98896941,19985916.98896941,19985916.98896941,0.0
3,31607773.15641592,27185810.754508026,18894580.754508026,18894580.754508026,0.0
4,30224238.154566083,25897342.941818714,17606112.941818714,17606112.941818714,0.0
5,30137688.248057682,25932707.203381367,17641477.203381367,17641477.203381367,0.0
6,31487108.688218065,27526471.175664015,19235241.175664015,19235241.175664015,0.0
7,31104899.247067764,27109578.01415724,18818348.01415724,18818348.01415724,0.0
8,32384827.06156446,28768491.165902313,20477261.165902313,20477261.165902313,0.0
9,35869566.363027334,32237301.006663974,23946071.006663974,23946071.006663974,0.0
10,39281654.28311452,35539872.29056148,27248642.290561482,27248642.290561482,0.0
11,42228773.36239737,38538387.370780975,30247157.370780975,30247157.370780975,0.0
12,44105706.00645942,40581657.08208189,32290427.08208189,32290427.08208189,0.0
13,44174566.880980715,40981797.769782335,32690567.769782335,32690567.769782335,0.0
14,43777827.16355528,40551426.97952309,32260196.979523093,32260196.979523093,0.0
15,44069064.44020039,40641166.05805667,32349936.058056667,32349936.058056667,0.0
16,47805872.447479725,43661226.085362926,35369996.085362926,35369996.085362926,0.0
17,49809787.0711636,45320882.25469073,37029652.25469073,37029652.25469073,0.0
18,48048464.88616024,43461128.27397866,35169898.27397866,35169898.27397866,0.0
19,45705931.65015148,41121387.18650675,32830157.18650675,32830157.18650675,0.0
20,42703850.221480064,38009969.846203744,29718739.846203744,29718739.846203744,0.0
21,39728302.34078933,35276373.01594196,26985143.015941963,26985143.015941963,0.0
22,36143746.35882771,31953813.396346133,23662583.396346133,23662583.396346133,0.0
23,33867546.99277065,29764992.98717854,21473762.98717854,21473762.98717854,0.0
24,33578204.96955274,29673270.94618432,21382040.94618432,21382040.94618432,0.0
25,33778470.08169265,30232835.29926107,21941605.29926107,21941605.29926107,0.0
26,33211789.306962375,30089398.64068869,21798168.64068869,21798168.64068869,0.0
27,33180833.500984907,30520028.700892802,22228798.700892802,22228798.700892802,0.0
28,32949612.582867537,30509195.325580694,22217965.325580694,22217965.325580694,0.0
29,33865019.98820106,31483919.608887903,23192689.608887903,23192689.608887903,0.0
30,37700381.17369437,35235909.56043911,26944679.56043911,26944679.56043911,0.0
31,43077215.14663681,40397995.14522628,32106765.145226277,32106765.145226277,0.0
32,47208867.61791438,44023890.94961377,35732660.94961377,35732660.94961377,0.0
33,50762467.79389857,46948141.53028885,38656911.53028885,38656911.53028885,0.0
34,52496624.679778814,48455458.77226646,40164228.77226646,40164228.77226646,0.0
35,53338117.20145187,49139177.00048446,40847947.00048446,40847947.00048446,0.0
36,54083583.54948055,49364782.15738784,41073552.15738784,41073552.15738784,0.0
37,53865629.40535351,49139116.86345655,40847886.86345655,40847886.86345655,0.0
38,53036771.906528406,48207881.56869581,39916651.56869581,39916651.56869581,0.0
39,53424667.10796029,48599186.589767985,40307956.589767985,40307956.589767985,0.0
40,56369259.182673566,51929665.88011162,43638435.88011162,43638435.88011162,0.0
41,58277147.63271306,53891786.594647676,45600556.594647676,45600556.594647676,0.0
42,56954260.74053337,52771012.61555705,44479782.61555705,44479782.61555705,0.0
43,53762653.96914277,49433805.02712172,41142575.02712172,41142575.02712172,0.0
44,49627842.74215321,45257118.16409532,36965888.16409532,36965888.16409532,0.0
45,44508131.48416642,39943860.792811155,31652630.792811155,31652630.792811155,0.0
46,38991048.75761181,34446637.48286181,26155407.48286181,26155407.48286181,0.0
47,34806329.19037287,30255295.47939655,21964065.47939655,21964065.47939655,0.0
48,34084237.63461289,29515453.029494468,21224223.029494468,21224223.029494468,0.0
49,33636957.82579568,28940611.4764641,20649381.4764641,20649381.4764641,0.0
50,33408895.663390294,28684531.167845555,20393301.167845555,20393301.167845555,0.0
51,32922447.283744466,28258906.986654993,19967676.986654993,19967676.986654993,0.0
52,32707020.144187022,28056622.4196186,19765392.4196186,19765392.4196186,0.0
53,33422794.188523028,28818772.63727566,20527542.63727566,20527542.63727566,0.0
54,37512119.33326,32968222.38696263,24676992.38696263,24676992.38696263,0.0
55,43767719.14527692,39311825.52102692,31020595.521026917,31020595.521026917,0.0
56,47620769.362757355,42922661.99541302,34631431.99541302,34631431.99541302,0.0
57,50172412.22689959,45107642.97495667,36816412.97495667,36816412.97495667,0.0
58,51134569.2167705,46005314.15746989,37714084.15746989,37714084.15746989,0.0
59,51564791.74474298,46466737.54030209,38175507.54030209,38175507.54030209,0.0
60,52079037.17465428,47083389.51396461,38792159.51396461,38792159.51396461,0.0
61,51611541.32928036,46583586.4166755,38292356.4166755,38292356.4166755,0.0
62,51559105.98446139,46522529.90624499,38231299.90624499,38231299.90624499,0.0
63,52156110.81402674,47345206.51003403,39053976.51003403,39053976.51003403,0.0
64,55683177.44203022,50527861.104209974,42236631.104209974,42236631.104209974,0.0
65,58221553.5321821,53094300.592034936,44803070.592034936,44803070.592034936,0.0
66,57086928.48043677,52065620.37753495,43774390.37753495,43774390.37753495,0.0
67,54743763.49328559,49983547.52738822,41692317.52738822,41692317.52738822,0.0
68,50951361.385475285,46270427.867593706,37979197.867593706,37979197.867593706,0.0
69,46066661.5524603,41453674.15185504,33162444.151855037,33162444.151855037,0.0
70,41012652.41328279,36657766.018556476,28366536.018556476,28366536.018556476,0.0
71,37722492.46367826,33707237.946238786,25416007.946238786,25416007.946238786,0.0
72,38016256.74489296,34469232.01622191,26178002.01622191,26178002.01622191,0.0
73,37455893.48158666,34188544.269499816,25897314.269499816,25897314.269499816,0.0
74,36680103.078722924,33916059.94718871,25624829.947188713,25624829.947188713,0.0
75,36232191.51876331,33831153.388223834,25539923.388223834,25539923.388223834,0.0
76,36014869.12577867,33891054.885889195,25599824.885889195,25599824.885889195,0.0
