,Nuclear,Biomass,BECCS,CCGT,OCGT,Coal
126,8219070.0,7552160.0,440000.0,10002683.327257179,0.0,0.0
127,8219070.0,7552160.0,440000.0,10885061.190452367,0.0,0.0
128,8219070.0,7552160.0,440000.0,12476852.424004724,0.0,0.0
129,8219070.0,7552160.0,440000.0,14166597.72147014,0.0,0.0
130,8219070.0,7552160.0,440000.0,15118576.846848508,0.0,0.0
131,8219070.0,7552160.0,440000.0,15207176.67944605,0.0,0.0
132,8219070.0,7552160.0,440000.0,15480760.0482019,0.0,0.0
133,8219070.0,7552160.0,440000.0,14268629.033726772,0.0,0.0
134,8219070.0,7552160.0,440000.0,13565129.559405193,0.0,0.0
135,8219070.0,7552160.0,440000.0,13602496.35265733,0.0,0.0
136,8219070.0,7552160.0,440000.0,15885008.361832432,0.0,0.0
137,8219070.0,7552160.0,440000.0,17509989.24586856,0.0,0.0
138,8219070.0,7552160.0,440000.0,17068070.78778628,0.0,0.0
139,8219070.0,7552160.0,440000.0,15845688.022126552,0.0,0.0
140,8219070.0,7552160.0,440000.0,15321314.741422689,0.0,0.0
141,8219070.0,7552160.0,440000.0,13251037.177139753,0.0,0.0
142,8219070.0,7552160.0,440000.0,11468574.110511076,0.0,0.0
143,8219070.0,7552160.0,440000.0,9699806.38059739,0.0,0.0
144,8219070.0,7552160.0,440000.0,8294175.134163772,0.0,0.0
145,8219070.0,7552160.0,440000.0,8566108.37867754,0.0,0.0
146,8219070.0,7552160.0,440000.0,8166765.600062721,0.0,0.0
147,8219070.0,7552160.0,440000.0,10778151.482579509,0.0,0.0
148,8219070.0,7552160.0,440000.0,6779234.757070425,0.0,0.0
149,8219070.0,7552160.0,440000.0,6557523.565593063,0.0,0.0
150,8219070.0,7552160.0,440000.0,7357208.43822505,0.0,0.0
151,8219070.0,7552160.0,440000.0,8610719.163012054,0.0,0.0
152,8219070.0,7552160.0,440000.0,9505651.46965355,0.0,0.0
153,8219070.0,7552160.0,440000.0,13507403.662753083,0.0,0.0
154,8219070.0,7552160.0,440000.0,16067127.335512044,0.0,0.0
155,8219070.0,7552160.0,440000.0,17568091.943722013,0.0,0.0
156,8219070.0,7552160.0,440000.0,18095337.672950543,0.0,0.0
157,8219070.0,7552160.0,440000.0,17395506.56934151,0.0,0.0
158,8219070.0,7552160.0,440000.0,17631320.69983056,0.0,0.0
159,8219070.0,7552160.0,440000.0,17587396.826554704,0.0,0.0
160,8219070.0,7552160.0,440000.0,20425953.538885433,0.0,0.0
161,8219070.0,7552160.0,440000.0,22216266.759014547,0.0,0.0
162,8219070.0,7552160.0,440000.0,21133345.150930986,0.0,0.0
163,8219070.0,7552160.0,440000.0,19363772.45360443,0.0,0.0
164,8219070.0,7552160.0,440000.0,16919577.10661762,0.0,0.0
165,8219070.0,7552160.0,440000.0,13677570.35090474,0.0,0.0
166,8219070.0,7552160.0,440000.0,10109156.558712345,0.0,0.0
167,8219070.0,7552160.0,440000.0,7181188.325986607,0.0,0.0
168,8219070.0,7552160.0,440000.0,7490171.414825612,0.0,0.0
169,8219070.0,7552160.0,440000.0,7247589.140162125,0.0,0.0
170,8219070.0,7552160.0,440000.0,6325881.845066776,0.0,0.0
171,8219070.0,7552160.0,440000.0,5734609.487432716,0.0,0.0
172,8219070.0,7552160.0,440000.0,5526801.295068548,0.0,0.0
173,8219070.0,7552160.0,440000.0,6357538.73671127,0.0,0.0
174,8219070.0,7552160.0,440000.0,10503663.595452903,0.0,0.0
175,8219070.0,7552160.0,440000.0,17321417.008412804,0.0,0.0
176,8219070.0,7552160.0,440000.0,19789220.787773687,0.0,0.0
177,8219070.0,7552160.0,440000.0,20917857.64439232,0.0,0.0
178,8219070.0,7552160.0,440000.0,21946624.211149976,0.0,0.0
179,8219070.0,7552160.0,440000.0,22853621.229528986,0.0,0.0
180,8219070.0,7552160.0,440000.0,23535199.412098635,0.0,0.0
181,8219070.0,7552160.0,440000.0,23883640.84999999,77020.18502473549,0.0
182,8219070.0,7552160.0,440000.0,23592462.790252373,0.0,0.0
183,8219070.0,7552160.0,440000.0,23883640.84999999,3976649.6443234365,0.0
184,8219070.0,7552160.0,440000.0,23883640.84999999,1439938.1731558982,0.0
185,8219070.0,7552160.0,440000.0,23883640.84999999,1469239.7705249551,0.0
186,8219070.0,7552160.0,440000.0,23883640.84999999,1034230.3188339125,0.0
187,8219070.0,7552160.0,440000.0,23883640.84999999,345496.11045529845,0.0
188,8219070.0,7552160.0,440000.0,21567804.92086941,0.0,0.0
189,8219070.0,7552160.0,440000.0,17666777.956487887,0.0,0.0
190,8219070.0,7552160.0,440000.0,13641085.483040806,0.0,0.0
191,8219070.0,7552160.0,440000.0,11212746.572647866,0.0,0.0
192,8219070.0,7552160.0,440000.0,12205844.528046869,0.0,0.0
193,8219070.0,7552160.0,440000.0,12271092.092441095,0.0,0.0
194,8219070.0,7552160.0,440000.0,11817835.628494792,0.0,0.0
195,8219070.0,7552160.0,440000.0,11759490.264659096,0.0,0.0
196,8219070.0,7552160.0,440000.0,12073863.86485213,0.0,0.0
197,8219070.0,7552160.0,440000.0,12596103.38918532,0.0,0.0
198,8219070.0,7552160.0,440000.0,16604920.414583327,0.0,0.0
199,8219070.0,7552160.0,440000.0,22817572.742310606,0.0,0.0
200,8219070.0,7552160.0,440000.0,23883640.84999999,897729.2359172942,0.0
201,8219070.0,7552160.0,440000.0,23883640.84999999,4426408.44551342,0.0
202,8219070.0,7552160.0,440000.0,23883640.84999999,2411983.3365088226,0.0
203,8219070.0,7552160.0,440000.0,23883640.84999999,3138987.766967738,0.0
204,8219070.0,7552160.0,440000.0,23883640.84999999,3292002.3343433943,0.0
205,8219070.0,7552160.0,440000.0,23883640.84999999,3440694.525037335,0.0
206,8219070.0,7552160.0,440000.0,23883640.84999999,2779180.424658482,0.0
207,8219070.0,7552160.0,440000.0,23883640.84999999,3314986.2654409427,0.0
208,8219070.0,7552160.0,440000.0,23883640.84999999,4348032.9307919685,0.0
209,8219070.0,7552160.0,440000.0,23883640.84999999,5314918.822219578,0.0
210,8219070.0,7552160.0,440000.0,23883640.84999999,5091653.199601968,0.0
211,8219070.0,7552160.0,440000.0,23883640.84999999,4285947.63051222,0.0
212,8219070.0,7552160.0,440000.0,23883640.84999999,1389696.71984688,0.0
213,8219070.0,7552160.0,440000.0,20335668.20915804,0.0,0.0
214,8219070.0,7552160.0,440000.0,16731305.901237786,0.0,0.0
215,8219070.0,7552160.0,440000.0,14067230.316683719,0.0,0.0
216,8219070.0,7552160.0,440000.0,14446678.304626646,0.0,0.0
217,8219070.0,7552160.0,440000.0,14119748.628011376,0.0,0.0
218,8219070.0,7552160.0,440000.0,14154697.169239463,0.0,0.0
219,8219070.0,7552160.0,440000.0,14080533.878245616,0.0,0.0
220,8219070.0,7552160.0,440000.0,14165221.830049267,0.0,0.0
221,8219070.0,7552160.0,440000.0,15342341.424023049,0.0,0.0
222,8219070.0,7552160.0,440000.0,18685936.98737277,0.0,0.0
223,8219070.0,7552160.0,440000.0,23883640.84999999,2045866.8212302004,0.0
224,8219070.0,7552160.0,440000.0,23883640.84999999,4045204.9151189653,0.0
225,8219070.0,7552160.0,440000.0,23883640.84999999,5480753.702415371,0.0
226,8219070.0,7552160.0,440000.0,23883640.84999999,6351506.368301119,0.0
227,8219070.0,7552160.0,440000.0,23883640.84999999,7090449.848801004,0.0
228,8219070.0,7552160.0,440000.0,23883640.84999999,7588737.453029882,0.0
229,8219070.0,7552160.0,440000.0,23883640.84999999,6905650.72356007,0.0
230,8219070.0,7552160.0,440000.0,23883640.84999999,6745160.549217423,0.0
231,8219070.0,7552160.0,440000.0,23883640.84999999,7111322.323662736,0.0
232,8219070.0,7552160.0,440000.0,23883640.84999999,8769425.847375687,0.0
233,8219070.0,7552160.0,440000.0,23883640.84999999,10094706.508482862,0.0
234,8219070.0,7552160.0,440000.0,23883640.84999999,10021980.387707312,0.0
235,8219070.0,7552160.0,440000.0,23883640.84999999,9331107.461473357,0.0
236,8219070.0,7552160.0,440000.0,23883640.84999999,6859925.646046725,0.0
237,8219070.0,7552160.0,440000.0,23883640.84999999,2942170.9724607226,0.0
238,8219070.0,7552160.0,440000.0,22208514.038792968,0.0,0.0
239,8219070.0,7552160.0,440000.0,19409646.79678542,0.0,0.0
240,8219070.0,7552160.0,440000.0,19724119.49836765,0.0,0.0
241,8219070.0,7552160.0,440000.0,19137889.40418872,0.0,0.0
242,8219070.0,7552160.0,440000.0,18233121.22037614,0.0,0.0
243,8219070.0,7552160.0,440000.0,17691394.016345695,0.0,0.0
244,8219070.0,7552160.0,440000.0,17294928.532257732,0.0,0.0
245,8219070.0,7552160.0,440000.0,18277010.77445702,0.0,0.0
246,8219070.0,7552160.0,440000.0,22428366.111910608,0.0,0.0
247,8219070.0,7552160.0,440000.0,23883640.84999999,4915349.105658852,0.0
248,8219070.0,7552160.0,440000.0,23883640.84999999,7142628.232386557,0.0
249,8219070.0,7552160.0,440000.0,23883640.84999999,8697032.925542502,0.0
250,8219070.0,7552160.0,440000.0,23883640.84999999,8958661.335543394,0.0
251,8219070.0,7552160.0,440000.0,23883640.84999999,9443308.41863646,0.0
252,8219070.0,7552160.0,440000.0,23883640.84999999,9617579.191226136,0.0
253,8219070.0,7552160.0,440000.0,23883640.84999999,9213485.793475267,0.0
254,8219070.0,7552160.0,440000.0,23883640.84999999,8998859.531977117,0.0
255,8219070.0,7552160.0,440000.0,23883640.84999999,8717906.046967681,0.0
256,8219070.0,7552160.0,440000.0,23883640.84999999,10373059.176017743,0.0
257,8219070.0,7552160.0,440000.0,23883640.84999999,11091464.075782567,0.0
258,8219070.0,7552160.0,440000.0,23883640.84999999,10732622.975628719,0.0
259,8219070.0,7552160.0,440000.0,23883640.84999999,10171411.421006007,0.0
260,8219070.0,7552160.0,440000.0,23883640.84999999,8540616.220958095,0.0
261,8219070.0,7552160.0,440000.0,23883640.84999999,3711733.3400484268,0.0
262,8219070.0,7552160.0,440000.0,23193966.553678993,0.0,0.0
263,8219070.0,7552160.0,440000.0,19328308.47549095,0.0,0.0
264,8219070.0,7552160.0,440000.0,18457371.826075047,0.0,0.0
265,8219070.0,7552160.0,440000.0,18711023.477178566,0.0,0.0
266,8219070.0,7552160.0,440000.0,17964172.210500177,0.0,0.0
267,8219070.0,7552160.0,440000.0,17005109.52888166,0.0,0.0
268,8219070.0,7552160.0,440000.0,16119723.599720282,0.0,0.0
269,8219070.0,7552160.0,440000.0,16855062.3931569,0.0,0.0
270,8219070.0,7552160.0,440000.0,20042451.8415367,0.0,0.0
271,8219070.0,7552160.0,440000.0,23883640.84999999,1450512.5381475408,0.0
272,8219070.0,7552160.0,440000.0,23883640.84999999,2792412.7678672383,0.0
273,8219070.0,7552160.0,440000.0,23883640.84999999,3133462.470000731,0.0
274,8219070.0,7552160.0,440000.0,23883640.84999999,3209406.4661800917,0.0
275,8219070.0,7552160.0,440000.0,23883640.84999999,3095949.800423952,0.0
276,8219070.0,7552160.0,440000.0,23883640.84999999,2806996.6286362647,0.0
277,8219070.0,7552160.0,440000.0,23883640.84999999,2476948.439123588,0.0
278,8219070.0,7552160.0,440000.0,23883640.84999999,1386458.856352156,0.0
279,8219070.0,7552160.0,440000.0,23883640.84999999,1137698.76221016,0.0
280,8219070.0,7552160.0,440000.0,23883640.84999999,2932853.1375152376,0.0
281,8219070.0,7552160.0,440000.0,23883640.84999999,5753389.717795544,0.0
282,8219070.0,7552160.0,440000.0,23883640.84999999,3289507.7519625593,0.0
283,8219070.0,7552160.0,440000.0,23883640.84999999,737528.5914810596,0.0
284,8219070.0,7552160.0,440000.0,21498882.3612481,0.0,0.0
285,8219070.0,7552160.0,440000.0,18157463.327266186,0.0,0.0
286,8219070.0,7552160.0,440000.0,14568776.333930477,0.0,0.0
287,8219070.0,7552160.0,440000.0,11598540.51070229,0.0,0.0
288,8219070.0,7552160.0,440000.0,8625575.930719584,0.0,0.0
289,8219070.0,7552160.0,440000.0,8086484.595950735,0.0,0.0
290,8219070.0,7552160.0,440000.0,7761254.96723722,0.0,0.0
291,8219070.0,7552160.0,440000.0,7169189.580224562,0.0,0.0
292,8219070.0,7552160.0,440000.0,6875037.025284678,0.0,0.0
293,8219070.0,7552160.0,440000.0,5526887.669240874,0.0,0.0
294,8219070.0,7552160.0,440000.0,5662572.451410218,0.0,0.0
295,8219070.0,7552160.0,440000.0,7273543.051152805,0.0,0.0
296,8219070.0,7552160.0,440000.0,10440544.486053815,0.0,0.0
297,8219070.0,7552160.0,440000.0,13526694.08461314,0.0,0.0
298,8219070.0,7552160.0,440000.0,14258905.560071496,0.0,0.0
299,8219070.0,7552160.0,440000.0,15105111.77729635,0.0,0.0
300,8219070.0,7552160.0,440000.0,15448651.491297536,0.0,0.0
301,8219070.0,7552160.0,440000.0,15638837.132164905,0.0,0.0
302,8219070.0,7552160.0,440000.0,15571859.888155866,0.0,0.0
303,8219070.0,7552160.0,440000.0,16161256.304424547,0.0,0.0
304,8219070.0,7552160.0,440000.0,18206665.029343992,0.0,0.0
305,8219070.0,7552160.0,440000.0,20205187.209216435,0.0,0.0
306,8219070.0,7552160.0,440000.0,19424481.95738564,0.0,0.0
307,8219070.0,7552160.0,440000.0,17971744.99886997,0.0,0.0
308,8219070.0,7552160.0,440000.0,15798429.998981742,0.0,0.0
309,8219070.0,7552160.0,440000.0,13699951.801005414,0.0,0.0
310,8219070.0,7552160.0,440000.0,11387304.753626099,0.0,0.0
311,8219070.0,7552160.0,440000.0,9761476.51990509,0.0,0.0
312,8219070.0,7552160.0,440000.0,10024645.604771623,0.0,0.0
313,8219070.0,7552160.0,440000.0,9799582.93400596,0.0,0.0
314,8219070.0,7552160.0,440000.0,9434389.523878895,0.0,0.0
315,8219070.0,7552160.0,440000.0,11125168.277826296,0.0,0.0
316,8219070.0,7552160.0,440000.0,7747659.376207376,0.0,0.0
317,8219070.0,7552160.0,440000.0,7485716.915413143,0.0,0.0
318,8219070.0,7552160.0,440000.0,7873592.94869335,0.0,0.0
319,8219070.0,7552160.0,440000.0,8383795.677120111,0.0,0.0
320,8219070.0,7552160.0,440000.0,9863932.294344679,0.0,0.0
321,8219070.0,7552160.0,440000.0,12973373.430224381,0.0,0.0
322,8219070.0,7552160.0,440000.0,15242615.411143664,0.0,0.0
323,8219070.0,7552160.0,440000.0,16542255.87801834,0.0,0.0
324,8219070.0,7552160.0,440000.0,17228469.546777405,0.0,0.0
325,8219070.0,7552160.0,440000.0,17016993.94020284,0.0,0.0
326,8219070.0,7552160.0,440000.0,16674382.65596266,0.0,0.0
327,8219070.0,7552160.0,440000.0,17220832.52434047,0.0,0.0
328,8219070.0,7552160.0,440000.0,21997669.01937032,0.0,0.0
329,8219070.0,7552160.0,440000.0,20714646.130358472,0.0,0.0
330,8219070.0,7552160.0,440000.0,20520754.993282348,0.0,0.0
331,8219070.0,7552160.0,440000.0,17365225.136101216,0.0,0.0
332,8219070.0,7552160.0,440000.0,13610507.278477408,0.0,0.0
333,8219070.0,7552160.0,440000.0,9517196.627044743,0.0,0.0
334,8219070.0,7552160.0,440000.0,5820568.754874061,0.0,0.0
335,8219070.0,7552160.0,440000.0,2755715.078853191,0.0,0.0
336,8219070.0,7552160.0,440000.0,3012085.3778437227,0.0,0.0
337,8219070.0,7552160.0,440000.0,3216978.95922749,0.0,0.0
338,8219070.0,7552160.0,440000.0,1624019.2828917122,0.0,0.0
339,8219070.0,6105372.2442091,440000.0,1473374.0984934182,0.0,0.0
340,8219070.0,5727047.881222598,440000.0,1473374.0984934182,0.0,0.0
341,8219070.0,7343940.838046467,424454.821985882,0.0,0.0,0.0
342,8219070.0,7552160.0,440000.0,5425714.618202343,0.0,0.0
343,8219070.0,7552160.0,440000.0,12733205.652844595,0.0,0.0
344,8219070.0,7552160.0,440000.0,14560125.407223614,0.0,0.0
345,8219070.0,7552160.0,440000.0,15734519.675911488,0.0,0.0
346,8219070.0,7552160.0,440000.0,17057083.64703781,0.0,0.0
347,8219070.0,7552160.0,440000.0,17795245.002413567,0.0,0.0
348,8219070.0,7552160.0,440000.0,16761288.45904909,0.0,0.0
349,8219070.0,7552160.0,440000.0,15442602.546978027,0.0,0.0
350,8219070.0,7552160.0,440000.0,14565549.990617821,0.0,0.0
351,8219070.0,7552160.0,440000.0,14551932.56605946,0.0,0.0
352,8219070.0,7552160.0,440000.0,16411865.644860825,0.0,0.0
353,8219070.0,7552160.0,440000.0,19375086.290301032,0.0,0.0
354,8219070.0,7552160.0,440000.0,18987563.003425755,0.0,0.0
355,8219070.0,7552160.0,440000.0,17182046.8639263,0.0,0.0
356,8219070.0,7552160.0,440000.0,15087486.896798193,0.0,0.0
357,8219070.0,7552160.0,440000.0,15353958.336900378,0.0,0.0
358,8219070.0,7552160.0,440000.0,5735515.187333813,0.0,0.0
359,8219070.0,7552160.0,440000.0,1771748.7309318555,0.0,0.0
360,8219070.0,7552160.0,440000.0,1678721.1184184898,0.0,0.0
361,8219070.0,7552160.0,440000.0,2379629.9200605224,0.0,0.0
362,8219070.0,7423751.633613385,440000.0,1458854.0161898443,0.0,0.0
363,8219070.0,6491820.4095376525,440000.0,1458854.0161898443,0.0,0.0
364,8219070.0,6207429.212332994,440000.0,1458854.0161898443,0.0,0.0
365,8219070.0,7479201.9378967825,440000.0,1458854.0161898443,0.0,0.0
366,8219070.0,7552160.0,440000.0,5363216.693626407,0.0,0.0
367,8219070.0,7552160.0,440000.0,11580951.913362773,0.0,0.0
368,8219070.0,7552160.0,440000.0,13400592.71401654,0.0,0.0
369,8219070.0,7552160.0,440000.0,14092522.253349394,0.0,0.0
370,8219070.0,7552160.0,440000.0,14327008.056593558,0.0,0.0
371,8219070.0,7552160.0,440000.0,14554530.3614971,0.0,0.0
372,8219070.0,7552160.0,440000.0,14558073.820198119,0.0,0.0
373,8219070.0,7552160.0,440000.0,19602561.203277886,0.0,0.0
374,8219070.0,7552160.0,440000.0,19456457.651951715,0.0,0.0
375,8219070.0,7552160.0,440000.0,14448274.437967375,0.0,0.0
376,8219070.0,7552160.0,440000.0,17044178.178417552,0.0,0.0
377,8219070.0,7552160.0,440000.0,19194805.424886234,0.0,0.0
378,8219070.0,7552160.0,440000.0,18601840.30856742,0.0,0.0
379,8219070.0,7552160.0,440000.0,17293636.79924659,0.0,0.0
380,8219070.0,7552160.0,440000.0,14415518.29764477,0.0,0.0
381,8219070.0,7552160.0,440000.0,10501084.227882857,0.0,0.0
382,8219070.0,7552160.0,440000.0,6341520.245486101,0.0,0.0
383,8219070.0,7552160.0,440000.0,2885539.694042491,0.0,0.0
384,8219070.0,7552160.0,440000.0,2649865.2479253053,0.0,0.0
385,8219070.0,7552160.0,440000.0,2926816.0905323713,0.0,0.0
