,CCGT,OCGT,Coal,Nuclear,Wind Offshore,Wind Onshore,Solar,Hydro,Biomass,BECCS,Hydrogen,Battery
1,0.0,0.0,0.0,0.0,0.0,367600.0,0.0,542000.0,0.0,0,0,786981.5668202749
2,588235.0,1000000.0,0.0,0.0,0.0,206400.0,0.0,0.0,0.0,0,0,786981.5668202749
3,0.0,750000.0,0.0,0.0,0.0,28000.0,0.0,200000.0,0.0,0,0,524654.3778801833
4,235294.0,0.0,2304000.0,0.0,0.0,463800.0,0.0,24000.0,0.0,0,0,1049308.7557603666
5,235294.0,1250000.0,0.0,860000.0,10000.0,436800.0,0.0,104000.0,250000.0,0,0,786981.5668202749
6,235294.0,250000.0,0.0,0.0,0.0,939500.0,0.0,47000.0,500000.0,0,0,524654.3778801833
7,1598294.0,0.0,1152000.0,1205000.0,563200.0,314900.0,0.0,0.0,250000.0,0,0,1049308.7557603666
8,235294.0,250000.0,0.0,0.0,4000.0,48000.0,0.0,0.0,250000.0,0,0,262327.18894009164
9,235294.0,680000.0,0.0,0.0,330000.0,181200.0,0.0,6000.0,544000.0,0,0,1049308.7557603666
10,235294.0,1292000.0,0.0,1190000.0,62100.0,118900.0,0.0,0.0,38000.0,0,0,1311635.944700458
11,235294.0,250000.0,0.0,2390000.0,457200.0,43300.0,0.0,0.0,0.0,0,0,1049308.7557603666
12,1732941.0,500000.0,0.0,980000.0,1232856.0,88000.0,0.0,70000.0,0.0,0,0,262327.18894009164
13,173647.0,1733000.0,1980000.0,0.0,345714.0,108000.0,0.0,0.0,0.0,0,0,262327.18894009164
14,1336588.0,324000.0,5928000.0,0.0,0.0,18100.0,0.0,0.0,250000.0,0,0,262327.18894009164
15,235294.0,500000.0,0.0,0.0,857142.0,19000.0,0.0,0.0,250000.0,0,0,524654.3778801833
16,2485000.0,500000.0,3870000.0,0.0,379000.0,63000.0,111000.0,0.0,250000.0,0,0,262327.18894009164
17,802941.0,1800000.0,0.0,434000.0,0.0,25000.0,0.0,0.0,250000.0,0,0,262327.18894009164
18,470588.0,250000.0,0.0,0.0,0.0,34000.0,0.0,0.0,0.0,0,0,1311635.944700458
19,2372941.0,250000.0,0.0,0.0,699714.0,104000.0,0.0,0.0,250000.0,0,0,524654.3778801833
20,772941.0,500000.0,0.0,1188000.0,992571.0,177100.0,0.0,0.0,0.0,0,0,524654.3778801833
21,900294.0,767000.0,0.0,0.0,0.0,50000.0,0.0,0.0,538000.0,0,0,262327.18894009164
22,235294.0,600000.0,1958000.0,0.0,0.0,27500.0,0.0,0.0,500000.0,0,0,524654.3778801833
23,117647.0,250000.0,0.0,0.0,0.0,2000.0,0.0,0.0,250000.0,0,0,262327.18894009164
24,1457294.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,262327.18894009164
25,627294.0,688000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,524654.3778801833
26,1958588.0,373000.0,1063000.0,0.0,0.0,28100.0,0.0,0.0,250000.0,0,0,262327.18894009164
27,988235.0,1294000.0,1940000.0,1040000.0,720000.0,3011000.0,0.0,0.0,750000.0,0,0,0.0
28,2507294.0,958000.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0,0,0.0
29,1257941.0,695000.0,0.0,860000.0,0.0,93400.0,0.0,0.0,0.0,0,0,786981.5668202749
30,1840294.0,321000.0,1949000.0,0.0,0.0,92100.0,0.0,49000.0,250000.0,0,0,0.0
