,Strike_Price_GBP/kWh,Busbar,Capacity_kW,Start_Year,Generation_Company,Cumulative_Capacity_kW,Cumulative_capacity_kW
BECCS,0.07139047003780043,22,500000,2051,International Power/Mitsui,500000,500000
Nuclear,0.07918273109359762,5,1000000,2057,British Energy,1000000,1500000
