,CCGT_DerCap,CCGT_Cap,OCGT_DerCap,OCGT_Cap,Coal_DerCap,Coal_Cap,Nuclear_DerCap,Nuclear_Cap,Wind Offshore_DerCap,Wind Offshore_Cap,Wind Onshore_DerCap,Wind Onshore_Cap,Solar_DerCap,Solar_Cap,Hydro_DerCap,Hydro_Cap,Biomass_DerCap,Biomass_Cap,BECCS_DerCap,BECCS_Cap,Hydrogen_DerCap,Hydrogen_Cap
2010,21773600.0,25616000.0,196880.0,214000.0,25002560.0,28412000.0,8219070.0,10147000.0,321888.0,1341200.0,945880.0,5564000.0,1332.0,111000.0,1196160.0,1424000.0,72160.0,82000.0,0.0,0.0,0.0,0.0
2011,21773600.0,25616000.0,196880.0,214000.0,25002560.0,28412000.0,8219070.0,10147000.0,365952.0,1524800.0,1012571.0,5956300.0,19212.0,1601000.0,1196160.0,1424000.0,72160.0,82000.0,0.0,0.0,0.0,0.0
2012,21773600.0,25616000.0,1116880.0,1214000.0,25002560.0,28412000.0,8219070.0,10147000.0,643056.0,2679400.0,1319829.0,7763700.0,37092.0,3091000.0,1238160.0,1474000.0,952160.0,1082000.0,0.0,0.0,0.0,0.0
2013,23473599.149999995,27615999.0,1806880.0,1964000.0,25002560.0,28412000.0,8219070.0,10147000.0,1116839.7599999998,4653499.0,1411629.0,8303700.0,54972.0,4581000.0,1280160.0,1524000.0,1392160.0,1582000.0,0.0,0.0,0.0,0.0
