,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2
0,33147531.922127005,22595686.47579612,12984456.475796118,12984456.475796118,0
1,33469653.331200194,22946672.25735797,13335442.25735797,13335442.25735797,0
2,32156389.12497875,21868742.97613592,12257512.97613592,12257512.97613592,0
3,30993035.266825993,20844776.71607326,11233546.71607326,11233546.71607326,0
4,29636408.563229308,19669613.169563174,10058383.169563174,10058383.169563174,0
5,29551541.961223483,19823331.541543674,10212101.541543674,10212101.541543674,0
6,30874717.595416408,21585488.488647677,11974258.488647677,11974258.488647677,0
7,30499941.72524473,21263020.865700006,11651790.865700006,11651790.865700006,0
8,31754976.292133704,23266455.471812516,13655225.471812516,13655225.471812516,0
9,35171941.08530232,26890206.7213015,17278976.7213015,17278976.7213015,0
10,38517667.4899259,29999925.635120817,20388695.635120817,20388695.635120817,0
11,41407468.20786129,32821460.022145137,23210230.022145137,23210230.022145137,0
12,43247896.48931595,34792448.30146401,25181218.301464006,25181218.301464006,0
13,43315418.09237169,36117142.37139353,26505912.37139353,26505912.37139353,0
14,42926394.544491,35883737.65484489,26272507.654844888,26272507.654844888,0
15,43211967.56291933,36288929.01067585,26677699.010675848,26677699.010675848,0
16,46876098.591126785,38777362.44553042,29166132.445530422,29166132.445530422,0
17,48841039.186473206,39511183.32676731,29899953.32676731,29899953.32676731,0
18,47113972.86244237,37789397.75066732,28178167.75066732,28178167.75066732,0
19,44816999.4300513,35154860.85337291,25543630.85337291,25543630.85337291,0
20,41873305.32252098,31711259.75139167,22100029.75139167,22100029.75139167,0
21,38955628.71341579,29161419.265258905,19550189.265258905,19550189.265258905,0
22,35440788.56902878,25936003.920286488,16324773.920286488,16324773.920286488,0
23,33208858.882700548,23798322.415897027,14187092.415897027,14187092.415897027,0
24,32925144.257016867,24011311.096615285,14400081.096615285,14400081.096615285,0
25,33121514.423701867,24781814.801249947,15170584.801249947,15170584.801249947,0
26,32565854.99305062,24986928.642738305,15375698.642738305,15375698.642738305,0
27,32535501.24488796,25962169.64665569,16350939.64665569,16350939.64665569,0
28,32308777.330040295,26219199.59204801,16607969.592048012,16607969.592048012,0
29,33206381.025707692,27406287.525645472,17795057.525645472,17795057.525645472,0
30,36967148.4766371,30963908.968108743,21352678.968108743,21352678.968108743,0
31,42239408.693217605,36117681.99825913,26506451.998259127,26506451.998259127,0
32,46290704.87656109,39381778.41245665,29770548.412456647,29770548.412456647,0
33,49775191.272785425,41784374.90995337,32173144.90995337,32173144.90995337,0
34,51475620.634142935,43313506.10428214,33702276.10428214,33702276.10428214,0
35,52300747.01276885,43666304.28522892,34055074.28522892,34055074.28522892,0
36,53031714.825665675,43038957.23783121,33427727.237831213,33427727.237831213,0
37,52817999.66003058,42479455.09166728,32868225.09166728,32868225.09166728,0
