,CCGT,OCGT,Coal,Nuclear,Biomass,BECCS,Hydrogen
0,1303677.780706711,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
1,1760161.4381233864,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
2,1144646.0615413263,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
3,210395.36949284375,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
4,0.0,0.0,0.0,8219070.0,290400.0,440000.0,611819.3102857657
5,0.0,0.0,0.0,8219070.0,290400.0,440000.0,1087456.7924742252
6,2395089.7392843813,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
7,2789555.6184612066,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
8,5508090.72870619,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
9,9261058.168464988,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
10,12502213.96158437,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
11,15405008.108463041,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
12,17470896.845359676,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
13,18923952.492882878,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
14,17980989.19490476,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
15,17348333.888721578,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
16,18625523.11741095,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
17,19051168.754786678,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
18,16782614.021774136,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
19,14151495.14207955,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
20,10294257.855100915,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
21,8179253.66105907,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
22,5708832.329537649,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
23,4069833.2121638022,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
24,4692910.63273048,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
25,6751540.912822526,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
26,8168245.640707165,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
27,10228257.867766049,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
28,11032793.388374336,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
29,12046612.914805137,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
30,15255188.881272443,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
31,19103464.72441151,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
32,21125428.880054593,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
33,22263476.48856838,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
34,22307471.889032513,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
35,22158211.434459914,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
36,20376090.413881022,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
37,20158227.10114257,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
38,18991296.456096444,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
39,19634397.427175365,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
40,25493405.782416776,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
41,27773647.459058687,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
42,27429700.338215463,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
43,23482787.383769304,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
44,18624786.35685843,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
45,12514408.705969803,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
46,7121102.701439071,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
47,3198362.674673613,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
48,2340459.970899537,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
49,1012246.2327055037,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
50,304069.5817703344,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
51,98377.03316527978,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
52,0.0,0.0,0.0,8219070.0,290400.0,440000.0,1266370.396427948
53,1054004.6717297211,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
54,5243141.199938238,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
55,11452537.026064336,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
56,14438575.14215096,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
57,15858866.185458522,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
58,16486909.927858282,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
59,16328495.084116153,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
60,17347908.467295334,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
61,16645108.921576247,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
62,16614996.704966005,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
63,18429839.64328969,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
64,21483896.994307443,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
65,24753950.573413417,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
66,23991926.353837617,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
67,21956325.007732138,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
68,18358483.588105217,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
69,14045975.70868903,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
70,10387015.733654767,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
71,8898251.589616206,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
72,11465976.033497877,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
73,12310282.746269241,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
74,13770004.561283499,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
75,14820705.605879731,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
76,15652167.54280267,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
77,17123405.674576215,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
78,20556316.287437692,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
79,26663705.09485717,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
80,29625050.0,60299.123761191964,0.0,8219070.0,290400.0,440000.0,1275000.0
81,29625050.0,1430082.4453037009,0.0,8219070.0,290400.0,440000.0,1275000.0
82,29625050.0,402568.4562342763,0.0,8219070.0,290400.0,440000.0,1275000.0
83,29125554.18721901,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
84,27647397.309225053,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
85,26836077.55909334,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
86,26198921.80361046,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
87,26473202.675886236,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
88,28681416.140148073,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
89,29625050.0,933822.5390046984,0.0,8219070.0,290400.0,440000.0,1275000.0
90,29625050.0,483533.5288653597,0.0,8219070.0,290400.0,440000.0,1275000.0
91,28661661.01007001,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
92,26164434.601631872,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
93,22867536.33138779,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
94,20409919.333874937,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
95,18045071.55101301,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
96,18990541.130474433,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
97,19080078.911897667,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
98,18765359.000912983,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
99,18075673.921784602,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
100,17780006.023255166,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
101,18905816.16690249,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
102,22871833.371215936,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
103,29027656.035113,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
104,29625050.0,3374349.1473792195,0.0,8219070.0,290400.0,440000.0,1275000.0
105,29625050.0,5333854.403001651,0.0,8219070.0,290400.0,440000.0,1275000.0
106,29625050.0,5376480.0,631104.5994944423,8219070.0,290400.0,440000.0,1275000.0
107,29625050.0,5376480.0,1419051.3497106805,8219070.0,290400.0,440000.0,1275000.0
108,29625050.0,5376480.0,1444394.9215379953,8219070.0,290400.0,440000.0,1275000.0
109,29625050.0,5376480.0,259521.63321822134,8219070.0,290400.0,440000.0,1275000.0
110,29625050.0,4714257.840246119,0.0,8219070.0,290400.0,440000.0,1275000.0
111,29625050.0,3915980.88997487,0.0,8219070.0,290400.0,440000.0,1275000.0
112,29625050.0,5376480.0,241949.57084649056,8219070.0,290400.0,440000.0,1275000.0
113,29625050.0,5376480.0,1747538.6430432945,8219070.0,290400.0,440000.0,1275000.0
114,29625050.0,5362374.8396267295,0.0,8219070.0,290400.0,440000.0,1275000.0
115,29625050.0,2350114.8601025864,0.0,8219070.0,290400.0,440000.0,1275000.0
116,28189523.93386309,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
117,23461494.9360971,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
118,17890242.301763795,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
119,13608354.934539735,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
120,11823651.425312523,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
121,10764404.505823772,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
122,9533225.97767919,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
123,7287337.06515792,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
124,5016060.96810073,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
125,4191285.4191020057,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
126,6050375.67863537,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
127,7504583.43383532,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
128,10897363.26974909,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
129,14055913.075421724,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
130,16664077.053814538,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
131,18653853.374422632,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
132,19335671.0961486,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
133,18787300.461396307,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
134,18601746.9787975,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
135,19080665.280162565,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
136,23407541.849615358,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
137,27047368.782645896,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
138,26082521.84543726,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
139,24650457.818954274,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
140,22554892.156122383,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
141,20516107.809881102,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
142,18105003.212979775,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
143,15417871.194704458,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
144,14793688.328333732,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
145,15353812.21298661,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
146,14993381.647908788,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
147,16899847.351782933,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
148,13662619.881098263,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
149,13413279.00229045,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
150,14249767.513831645,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
151,15608444.68278826,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
152,17373951.36926592,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
153,21798773.543683268,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
154,24919389.960420832,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
155,26878921.480684757,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
156,27529419.29402165,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
157,26654671.202081457,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
158,26947846.89922706,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
159,27464074.514278203,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
160,29625050.0,1563076.8132692575,0.0,8219070.0,290400.0,440000.0,1275000.0
161,29625050.0,4231890.837510504,0.0,8219070.0,290400.0,440000.0,1275000.0
162,29625050.0,2479069.235118948,0.0,8219070.0,290400.0,440000.0,1275000.0
163,29589981.874645546,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
164,25736775.964171134,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
165,20904007.12312933,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
166,15893399.567882925,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
167,11900658.007482547,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
168,12561172.001002438,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
169,11917981.561002582,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
170,10095770.841766689,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
171,9563381.436052721,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
172,8822456.40483265,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
173,9912438.215774156,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
174,15787703.406300992,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
175,22684706.760796472,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
176,25403907.259379797,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
177,26460408.605109863,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
178,28201309.68447397,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
179,29299785.769258596,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
180,29625050.0,309315.5453771427,0.0,8219070.0,290400.0,440000.0,1275000.0
181,29625050.0,238189.107195355,0.0,8219070.0,290400.0,440000.0,1275000.0
182,28641190.12276496,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
183,29625050.0,3860084.6238782033,0.0,8219070.0,290400.0,440000.0,1275000.0
184,28451016.145384043,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
185,28867593.930895776,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
186,27547877.45483966,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
187,26222459.75023835,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
188,22806853.016677327,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
189,17674488.85366871,0.0,0.0,8219070.0,290400.0,440000.0,1275000.0
