,GB Electricity Demand,Demand - Renewables,Demand - Renewables - Battery,Peak: 72.47 GW,Peak - Renewables: 47.25 GW,Peak - Renewables - Battery: 43.73 GW,Battery Charge/Discharge
116,60385091.53776161,30985858.080573253,29194983.806628592,72472400.00000001,47249160.88804497,43727771.03722904,1790874.273944661
117,55158852.411283,27431464.922587767,26841167.446534738,72472400.00000001,47249160.88804497,43727771.03722904,590297.4760530293
118,49653619.65423112,22963173.98472622,23758570.739510726,72472400.00000001,47249160.88804497,43727771.03722904,-795396.7547845058
119,44914351.22838946,18770375.069433734,20790685.54277059,72472400.00000001,47249160.88804497,43727771.03722904,-2020310.4733368568
120,43494744.676979065,17664614.128638543,14845985.7539662,72472400.00000001,47249160.88804497,43727771.03722904,2818628.374672344
121,42664285.71428572,15764873.193354234,15764873.193354234,72472400.00000001,47249160.88804497,43727771.03722904,0.0
122,41384538.30755233,13883174.707298517,13883174.707298517,72472400.00000001,47249160.88804497,43727771.03722904,0.0
123,40977280.07279346,12798894.413161717,12908761.797845613,72472400.00000001,47249160.88804497,43727771.03722904,-109867.38468389586
124,39833043.85805277,10048432.8143153,12353076.343811102,72472400.00000001,47249160.88804497,43727771.03722904,-2304643.529495802
125,39563470.79162876,7497987.7174297795,11851750.96681076,72472400.00000001,47249160.88804497,43727771.03722904,-4353763.24938098
126,41838899.36305733,9353571.790964834,12216491.76689964,72472400.00000001,47249160.88804497,43727771.03722904,-2862919.9759348053
127,43897654.95905369,11058385.918304808,12551596.641789086,72472400.00000001,47249160.88804497,43727771.03722904,-1493210.7234842777
128,48326407.09736123,13173755.268186443,12977444.436239658,72472400.00000001,47249160.88804497,43727771.03722904,196310.83194678463
129,53021833.66696997,14892980.778836548,13403270.557795297,72472400.00000001,47249160.88804497,43727771.03722904,1489710.221041251
130,55523355.77797998,13912423.845466271,13158371.84680497,72472400.00000001,47249160.88804497,43727771.03722904,754051.9986613002
131,56158881.52866243,12074061.406813439,12751241.753855364,72472400.00000001,47249160.88804497,43727771.03722904,-677180.3470419254
132,56168302.092811674,12988706.5063252,12935938.633323394,72472400.00000001,47249160.88804497,43727771.03722904,52767.87300180644
133,55683505.36851685,9583472.203296367,12261681.8833328,72472400.00000001,47249160.88804497,43727771.03722904,-2678209.680036433
134,54755942.12920837,9545107.86414129,12254140.840079693,72472400.00000001,47249160.88804497,43727771.03722904,-2709032.975938404
135,54976963.05732485,11431391.754275825,12624916.115150752,72472400.00000001,47249160.88804497,43727771.03722904,-1193524.3608749267
136,59469847.49772521,16755554.263411686,13868457.055359915,72472400.00000001,47249160.88804497,43727771.03722904,2887097.208051771
137,62894584.89535943,19766529.819433868,14620462.37743617,72472400.00000001,47249160.88804497,43727771.03722904,5146067.441997698
138,61890207.82529573,18949717.07120727,14416459.547663078,72472400.00000001,47249160.88804497,43727771.03722904,4533257.523544192
139,59174911.37397635,16489060.089299962,14111158.611163083,72472400.00000001,47249160.88804497,43727771.03722904,2377901.4781368785
140,55717564.33121021,14282232.405890778,13678643.474899184,72472400.00000001,47249160.88804497,43727771.03722904,603588.9309915937
141,51751506.824385814,11871902.401772097,12711504.596000005,72472400.00000001,47249160.88804497,43727771.03722904,-839602.1942279078
142,47691968.334849864,8159350.787886776,11981751.056220973,72472400.00000001,47249160.88804497,43727771.03722904,-3822400.268334197
143,43843305.55050045,4373881.805043571,11237664.59567947,72472400.00000001,47249160.88804497,43727771.03722904,-6863782.790635899
144,42717910.46405824,3740048.0835696235,6215130.777329855,72472400.00000001,47249160.88804497,43727771.03722904,-2475082.693760231
145,42972990.35486806,4278461.726177737,6544071.7082985155,72472400.00000001,47249160.88804497,43727771.03722904,-2265609.9821207784
146,42083109.37215651,3690690.5219567716,6184976.039443522,72472400.00000001,47249160.88804497,43727771.03722904,-2494285.51748675
147,41105544.676979095,10844235.923599724,10535232.89547369,72472400.00000001,47249160.88804497,43727771.03722904,309003.028126033
148,40038122.29299364,1183790.607854765,4653398.964993032,72472400.00000001,47249160.88804497,43727771.03722904,-3469608.357138267
149,39825072.61146498,743459.8284636326,4384381.233931379,72472400.00000001,47249160.88804497,43727771.03722904,-3640921.405467747
150,41240331.21019109,2040804.9987988956,5171106.670105903,72472400.00000001,47249160.88804497,43727771.03722904,-3130301.671307008
151,42839653.13921747,4355758.6787093505,5321568.1068584025,72472400.00000001,47249160.88804497,43727771.03722904,-965809.428149052
152,44777390.7188353,6471726.09873068,6471726.09873068,72472400.00000001,47249160.88804497,43727771.03722904,0.0
153,50373205.82347588,8859150.247698884,8859150.247698884,72472400.00000001,47249160.88804497,43727771.03722904,0.0
154,54411004.54959055,8781353.295384623,8781353.295384623,72472400.00000001,47249160.88804497,43727771.03722904,0.0
155,56534254.77707006,8662310.192703456,8662310.192703456,72472400.00000001,47249160.88804497,43727771.03722904,0.0
156,57777769.24476798,7969329.5904065,7969329.5904065,72472400.00000001,47249160.88804497,43727771.03722904,0.0
157,56745855.1410373,9469019.25256319,9469019.25256319,72472400.00000001,47249160.88804497,43727771.03722904,0.0
158,57192969.60873524,11827380.320932172,11109821.027888745,72472400.00000001,47249160.88804497,43727771.03722904,717559.2930434272
159,57874148.86260236,16603814.528739646,13901356.45087854,72472400.00000001,47249160.88804497,43727771.03722904,2702458.077861106
160,63052560.50955415,23154440.030079387,17729798.82737767,72472400.00000001,47249160.88804497,43727771.03722904,5424641.202701718
161,66931658.96269336,25550846.596044064,19130352.78158914,72472400.00000001,47249160.88804497,43727771.03722904,6420493.814454924
162,65203347.77070065,23926455.88572751,18180995.162214387,72472400.00000001,47249160.88804497,43727771.03722904,5745460.723513123
163,61990210.73703368,21418495.923832066,16715245.029693473,72472400.00000001,47249160.88804497,43727771.03722904,4703250.894138593
164,57934295.54140128,17554336.08455786,14456878.515653284,72472400.00000001,47249160.88804497,43727771.03722904,3097457.568904577
165,52800088.0800728,12217494.371947113,11337818.9746906,72472400.00000001,47249160.88804497,43727771.03722904,879675.397256514
166,47260796.36032758,6402361.438986104,7841656.861287955,72472400.00000001,47249160.88804497,43727771.03722904,-1439295.4223018512
167,42717185.80527753,1584530.5466138422,4898228.8840366695,72472400.00000001,47249160.88804497,43727771.03722904,-3313698.3374228273
168,43158503.002729766,1580728.1865212545,5377963.804203508,72472400.00000001,47249160.88804497,43727771.03722904,-3797235.617682254
169,43394017.10646043,1077445.4840761982,4992600.105482469,72472400.00000001,47249160.88804497,43727771.03722904,-3915154.621406271
170,42319348.13466789,0.0,4167599.812611854,72472400.00000001,47249160.88804497,43727771.03722904,-4167599.812611854
171,41749766.33303003,0.0,4167599.812611854,72472400.00000001,47249160.88804497,43727771.03722904,-4167599.812611854
172,41528745.40491356,0.0,4167599.812611854,72472400.00000001,47249160.88804497,43727771.03722904,-4167599.812611854
173,42989657.5068244,0.0,4167599.812611854,72472400.00000001,47249160.88804497,43727771.03722904,-4167599.812611854
174,50070298.45313922,6838450.765401699,7393664.488015023,72472400.00000001,47249160.88804497,43727771.03722904,-555213.7226133244
175,59717680.80072794,16706842.270896457,16706842.270896457,72472400.00000001,47249160.88804497,43727771.03722904,0.0
176,63016327.570518665,20633860.29429531,19883837.519678995,72472400.00000001,47249160.88804497,43727771.03722904,750022.774616316
177,65395382.34758873,20530034.65938081,19807361.913338996,72472400.00000001,47249160.88804497,43727771.03722904,722672.746041812
178,66764262.78434941,20369118.657962106,19688834.83870627,72472400.00000001,47249160.88804497,43727771.03722904,680283.8192558363
179,67972993.63057324,21531153.714565143,20544763.488843795,72472400.00000001,47249160.88804497,43727771.03722904,986390.2257213481
180,68511415.1046406,23429366.344549157,21942943.83187561,72472400.00000001,47249160.88804497,43727771.03722904,1486422.5126735456
181,68050532.1201092,24986393.992021225,23089815.060032405,72472400.00000001,47249160.88804497,43727771.03722904,1896578.9319888204
182,66814264.240218386,26933447.22992724,24523970.286414802,72472400.00000001,47249160.88804497,43727771.03722904,2409476.9435124397
183,67801249.49954505,37226047.77690774,32105266.257239643,72472400.00000001,47249160.88804497,43727771.03722904,5120781.519668099
184,70212189.26296635,30755274.17306181,27339041.275803965,72472400.00000001,47249160.88804497,43727771.03722904,3416232.897257846
185,70732494.26751591,30390731.67635651,27070527.54607634,72472400.00000001,47249160.88804497,43727771.03722904,3320204.1302801706
186,70109287.71610555,30056138.026913583,26824073.457548678,72472400.00000001,47249160.88804497,43727771.03722904,3232064.5693649054
187,68202710.46405825,29830865.236507237,26658142.632734437,72472400.00000001,47249160.88804497,43727771.03722904,3172722.6037728004
188,63575039.49044588,26020900.139339864,23851808.809878368,72472400.00000001,47249160.88804497,43727771.03722904,2169091.3294614963
189,57190795.632393084,20205014.25971651,19567959.263331983,72472400.00000001,47249160.88804497,43727771.03722904,637054.9963845275
190,50570313.011828944,14201831.190219134,15041945.720957788,72472400.00000001,47249160.88804497,43727771.03722904,-840114.5307386536
191,46010035.30482258,10824516.202660017,12455934.739398431,72472400.00000001,47249160.88804497,43727771.03722904,-1631418.5367384143
192,45882495.35941766,11547852.56105937,15261472.05873084,72472400.00000001,47249160.88804497,43727771.03722904,-3713619.49767147
193,45756404.73157416,11779022.848222613,15437089.648936138,72472400.00000001,47249160.88804497,43727771.03722904,-3658066.800713524
194,44776666.06005461,11123983.233590461,14939463.0723447,72472400.00000001,47249160.88804497,43727771.03722904,-3815479.8387542386
195,44309985.805277534,11004036.73032859,14848340.999024233,72472400.00000001,47249160.88804497,43727771.03722904,-3844304.268695643
196,43857074.067333944,11802238.354232501,15454726.220101424,72472400.00000001,47249160.88804497,43727771.03722904,-3652487.8658689223
197,45223055.868971795,12149796.14999719,15718762.153517716,72472400.00000001,47249160.88804497,43727771.03722904,-3568966.003520526
198,51267434.758871704,18391639.215397567,20460623.449953217,72472400.00000001,47249160.88804497,43727771.03722904,-2068984.2345556505
199,60577126.1146497,28321486.117420465,27965898.883264422,72472400.00000001,47249160.88804497,43727771.03722904,355587.23415604234
200,64100417.106460445,30979362.920273714,29907946.3655295,72472400.00000001,47249160.88804497,43727771.03722904,1071416.5547442138
201,65565677.161055505,38060231.89168249,35081769.22421545,72472400.00000001,47249160.88804497,43727771.03722904,2978462.667467043
202,66481645.85987262,33270549.753848016,31582062.192404985,72472400.00000001,47249160.88804497,43727771.03722904,1688487.5614430308
203,67215725.20473158,34389661.7009981,32399770.72464489,72472400.00000001,47249160.88804497,43727771.03722904,1989890.9763532095
204,67304133.57597819,34589651.80876826,32545898.748658653,72472400.00000001,47249160.88804497,43727771.03722904,2043753.0601096042
205,67221522.47497727,34563568.20795689,32526840.08076638,72472400.00000001,47249160.88804497,43727771.03722904,2036728.127190508
206,66708464.058234766,34474999.56759042,32462125.07785628,72472400.00000001,47249160.88804497,43727771.03722904,2012874.489734143
207,67345439.12647861,35809245.94769582,33437027.232998826,72472400.00000001,47249160.88804497,43727771.03722904,2372218.714696996
208,68866497.90718834,37396240.226607054,34596606.27760319,72472400.00000001,47249160.88804497,43727771.03722904,2799633.949003868
209,70033923.20291173,39146887.71164397,35875762.834822,72472400.00000001,47249160.88804497,43727771.03722904,3271124.8768219724
210,69449123.566879,38819517.275341965,35636561.02873914,72472400.00000001,47249160.88804497,43727771.03722904,3182956.246602826
211,68194014.55868973,36862721.35233578,35872414.23340214,72472400.00000001,47249160.88804497,43727771.03722904,990307.1189336404
212,64117808.91719746,31002046.703166932,31002046.703166932,72472400.00000001,47249160.88804497,43727771.03722904,0.0
213,57617619.65423113,23897145.845199123,24643097.845991317,72472400.00000001,47249160.88804497,43727771.03722904,-745952.0007921942
214,51017427.47952685,18885950.69331313,20836146.583257336,72472400.00000001,47249160.88804497,43727771.03722904,-1950195.889944207
215,46787594.17652412,14592560.320658326,17574503.92014195,72472400.00000001,47249160.88804497,43727771.03722904,-2981943.599483624
216,46302072.79344859,14513065.442051083,18665737.081886064,72472400.00000001,47249160.88804497,43727771.03722904,-4152671.6398349814
217,45873074.79526844,13720484.505439952,18074074.516411956,72472400.00000001,47249160.88804497,43727771.03722904,-4353590.010972004
218,45026673.339399464,13949440.564163849,18244990.473165385,72472400.00000001,47249160.88804497,43727771.03722904,-4295549.909001537
219,44110704.640582345,14135387.615629844,18383800.157363847,72472400.00000001,47249160.88804497,43727771.03722904,-4248412.5417340025
220,43530252.95723386,14279049.702435642,18491044.067625336,72472400.00000001,47249160.88804497,43727771.03722904,-4211994.365189694
221,45120154.32211102,15934520.351656802,18994210.394704577,72472400.00000001,47249160.88804497,43727771.03722904,-3059690.0430477746
222,51307290.99181074,22563761.54466544,22563761.54466544,72472400.00000001,47249160.88804497,43727771.03722904,0.0
223,61198883.348498635,31726873.41083946,31486957.708036955,72472400.00000001,47249160.88804497,43727771.03722904,239915.70280250534
224,64034473.15741584,34447082.03965263,33424209.71175693,72472400.00000001,47249160.88804497,43727771.03722904,1022872.3278957009
225,65705536.30573248,34682845.683644876,33592113.594896816,72472400.00000001,47249160.88804497,43727771.03722904,1090732.0887480602
226,66628026.93357599,33320684.934837267,32622023.06137489,72472400.00000001,47249160.88804497,43727771.03722904,698661.8734623753
227,66805568.33484988,33234157.59559775,32560400.85359908,72472400.00000001,47249160.88804497,43727771.03722904,673756.7419986725
228,66993979.61783442,33188155.825987525,32527639.75600968,72472400.00000001,47249160.88804497,43727771.03722904,660516.069977846
229,65566401.8198362,34409862.38057165,33397702.973130856,72472400.00000001,47249160.88804497,43727771.03722904,1012159.4074407928
230,64970732.30209283,36053555.15230425,34568292.27345531,72472400.00000001,47249160.88804497,43727771.03722904,1485262.8788489401
231,65380164.51319383,39735120.43337021,37190194.006295085,72472400.00000001,47249160.88804497,43727771.03722904,2544926.4270751253
232,67996182.71155596,43683596.11014771,40002181.416177765,72472400.00000001,47249160.88804497,43727771.03722904,3681414.6939699426
233,70028850.59144677,45744973.10122964,41470233.04431264,72472400.00000001,47249160.88804497,43727771.03722904,4274740.056916997
234,69851309.19017288,45742853.60340986,41468723.60075203,72472400.00000001,47249160.88804497,43727771.03722904,4274130.002657823
235,68704174.34030938,44912305.28323412,40877231.690755144,72472400.00000001,47249160.88804497,43727771.03722904,4035073.5924789757
