,CCGT,OCGT,Coal,Nuclear,Wind Offshore,Wind Onshore,Solar,Hydro,Biomass,BECCS,Hydrogen,Battery
1,0.0,0.0,0.0,0.0,0.0,350600.0,0.0,219000.0,0.0,0.0,0,483870.9677419354
2,941176.0,1000000.0,0.0,0.0,0.0,206400.0,0.0,0.0,0.0,0.0,0,967741.9354838708
3,0.0,750000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0,0.0
4,705882.0,750000.0,0.0,0.0,0.0,463800.0,0.0,0.0,0.0,0.0,0,967741.9354838708
5,588235.0,1250000.0,0.0,860000.0,10000.0,436800.0,0.0,5000.0,250000.0,0.0,0,1935483.8709677416
6,235294.0,1000000.0,0.0,0.0,0.0,909500.0,0.0,29000.0,500000.0,0.0,0,967741.9354838708
7,1833588.0,250000.0,0.0,1205000.0,563200.0,314900.0,0.0,0.0,250000.0,0.0,0,0.0
8,588235.0,750000.0,0.0,0.0,0.0,48000.0,0.0,0.0,250000.0,0.0,0,483870.9677419354
9,235294.0,1000000.0,0.0,0.0,330000.0,139200.0,0.0,6000.0,794000.0,0.0,0,1451612.903225806
10,352941.0,1542000.0,0.0,1190000.0,62100.0,118900.0,0.0,0.0,38000.0,0.0,0,967741.9354838708
11,470588.0,750000.0,0.0,2390000.0,457200.0,31300.0,0.0,0.0,0.0,0.0,0,483870.9677419354
12,470588.0,750000.0,0.0,980000.0,2089998.0,62000.0,0.0,42000.0,0.0,0.0,0,1451612.903225806
13,117647.0,1930000.0,0.0,0.0,2059998.0,108000.0,0.0,0.0,0.0,0.0,0,1451612.903225806
14,644235.0,250000.0,0.0,0.0,0.0,17100.0,0.0,0.0,250000.0,0.0,0,483870.9677419354
15,823529.0,500000.0,0.0,0.0,2571426.0,19000.0,0.0,0.0,250000.0,0.0,0,0.0
16,1317647.0,500000.0,3870000.0,0.0,379000.0,63000.0,111000.0,0.0,250000.0,0.0,0,967741.9354838708
17,588235.0,2500000.0,0.0,434000.0,0.0,25000.0,0.0,0.0,500000.0,0.0,0,967741.9354838708
18,705882.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0,1451612.903225806
19,1232941.0,250000.0,0.0,0.0,1128285.0,104000.0,0.0,0.0,750000.0,0.0,0,1935483.8709677416
20,890588.0,1500000.0,0.0,1188000.0,1421142.0,177100.0,0.0,0.0,0.0,0.0,0,1451612.903225806
21,352941.0,2017000.0,0.0,0.0,0.0,50000.0,0.0,0.0,538000.0,0.0,0,483870.9677419354
22,235294.0,750000.0,0.0,0.0,0.0,27500.0,0.0,0.0,500000.0,0.0,0,1935483.8709677416
23,352941.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,500000.0,0,1935483.8709677416
24,762941.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1451612.903225806
25,470588.0,1010000.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0,967741.9354838708
26,1858823.0,250000.0,0.0,0.0,0.0,28100.0,0.0,0.0,500000.0,0.0,0,1451612.903225806
27,1694117.0,1510000.0,0.0,1040000.0,720000.0,3011000.0,0.0,0.0,1250000.0,0.0,0,483870.9677419354
28,1194941.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0,967741.9354838708
29,1493235.0,1010000.0,0.0,860000.0,0.0,93400.0,0.0,0.0,250000.0,0.0,0,967741.9354838708
30,1845588.0,270000.0,1949000.0,0.0,0.0,82100.0,0.0,0.0,750000.0,0.0,0,483870.9677419354
