,Strike_Price_GBP/kWh,Busbar,Capacity_kW,Start_Year,Generation_Company,Cumulative_Capacity_kW,Cumulative_capacity_kW
Nuclear,0.07918273109359762,7,1000000,2054,British Energy,1000000,1000000
BECCS,0.08218802973452072,12,500000,2048,International Power/Mitsui,500000,1500000
