bidPrice,Capacity,indx,Type,ConstructionTime,bidBus,STRIKEPriceGBP/kWh
0.03155668029012766,500000,4.0,Nuclear,8,14,0.03155668029012766
0.03155668029012766,500000,29.0,Nuclear,8,19,0.03155668029012766
0.04988574663242619,250000,48.0,Biomass,2,18,0.04988574663242619
0.04988574663242619,250000,17.0,Biomass,2,17,0.04988574663242619
