,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2
0,32490060.21458069,20115587.671276152,9184357.671276152,9184357.671276152,0
1,32805792.43868052,20464637.178581595,9533407.178581595,9533407.178581595,0
2,31518576.448119663,19452267.090127423,8521037.090127423,8521037.090127423,0
3,30378297.377236042,18469428.817150973,7538198.817150973,7538198.817150973,0
4,29048578.971892525,17352258.209257632,6421028.2092576325,6421028.2092576325,0
5,28965395.674389303,17548854.4955685,6617624.495568499,6617624.495568499,0
6,30262326.502614763,19362855.908682313,8431625.908682313,8431625.908682313,0
7,29894984.203421686,19078588.629667766,8147358.629667766,8147358.629667766,0
8,31125125.52270295,21180706.7601756,10249476.7601756,10249476.7601756,0
9,34474315.80757733,24706428.674153462,13775198.674153462,13775198.674153462,0
10,37753680.69673728,27605214.804184005,16673984.804184005,16673984.804184005,0
11,40586163.0533252,30223337.49365256,19292107.49365256,19292107.49365256,0
12,42390086.97217251,32022720.8802202,21091490.8802202,21091490.8802202,0
13,42456269.30376265,33661327.867689334,22730097.867689334,22730097.867689334,0
14,42074961.9254267,33572802.08288493,22641572.08288493,22641572.08288493,0
15,42354870.6856383,34205532.44838544,23274302.44838544,23274302.44838544,0
16,45946324.73477386,36507465.509395055,25576235.509395055,25576235.509395055,0
17,47872291.301782824,36981972.84903622,26050742.849036217,26050742.849036217,0
18,46179480.8387245,35295789.375868484,24364559.375868484,24364559.375868484,0
19,43928067.2099511,32633230.873101562,21702000.873101562,21702000.873101562,0
20,41042760.42356187,29145542.241092067,18214312.241092067,18214312.241092067,0
21,38182955.086042255,26706521.34260086,15775291.34260086,15775291.34260086,0
22,34737830.779229864,23590609.766364355,12659379.766364355,12659379.766364355,0
23,32550170.77263046,21514096.793228026,10582866.793228026,10582866.793228026,0
24,32272083.544481006,21820335.911046267,10889105.911046267,10889105.911046267,0
25,32464558.765711084,22688353.359688822,11757123.359688822,11757123.359688822,0
26,31919920.679138873,23034920.247487925,12103690.247487925,12103690.247487925,0
27,31890168.988791004,24185873.41710607,13254643.41710607,13254643.41710607,0
28,31667942.07721305,24532194.092277825,13600964.092277825,13600964.092277825,0
29,32547742.06321431,25752269.898890533,14821039.898890533,14821039.898890533,0
30,36233915.779579826,29199204.198390864,18267974.198390864,18267974.198390864,0
31,41401602.23979842,34228980.714091994,23297750.714091994,23297750.714091994,0
32,45372542.135207824,37288529.17569282,26357299.17569282,26357299.17569282,0
33,48787914.751672365,39441111.84381028,28509881.843810283,28509881.843810283,0
34,50454616.58850703,40867788.84497759,29936558.844977587,29936558.844977587,0
35,51263376.824085824,41074321.80182626,30143091.80182626,30143091.80182626,0
36,51979846.10185084,40153429.3208304,29222199.320830397,29222199.320830397,0
37,51770369.91470767,39524831.6940617,28593601.694061697,28593601.694061697,0
38,50973753.226209626,38528809.73286719,27597579.73286719,27597579.73286719,0
39,51346560.12158904,39044222.87137577,28112992.87137577,28112992.87137577,0
40,54176613.76876079,43382215.46381678,32450985.463816777,32450985.463816777,0
41,56010289.37795598,45122145.60582327,34190915.60582327,34190915.60582327,0
42,54738859.998600125,44240338.35347982,33309108.353479818,33309108.353479818,0
43,51671400.00599945,40741981.25161861,29810751.25161861,29810751.25161861,0
44,47697424.22381985,36390785.14674503,25459555.146745034,25459555.146745034,0
45,42776858.946694784,31020901.206829324,20089671.206829324,20089671.206829324,0
46,37474379.11387975,26037111.186680995,15105881.186680995,15105881.186680995,0
47,33452436.320731133,22110976.37080083,11179746.37080083,11179746.37080083,0
48,32758432.605065543,21379150.88315706,10447920.88315706,10447920.88315706,0
49,32328551.03840654,20724902.419295773,9793672.419295773,9793672.419295773,0
50,32109360.013598777,20324363.070035737,9393133.070035737,9393133.070035737,0
51,31641833.450989403,19998114.16173332,9066884.161733322,9066884.161733322,0
52,31434785.97326241,19601287.078089673,8670057.078089673,8670057.078089673,0
53,32122717.915387608,20184330.538950212,9253100.538950212,9253100.538950212,0
54,36052976.92807647,24365247.681460828,13434017.681460828,13434017.681460828,0
55,42065247.08776211,30520557.05136586,19589327.05136586,19589327.05136586,0
56,45768421.77004069,33597918.86361432,22666688.86361432,22666688.86361432,0
57,48220811.10300072,34990491.5075582,24059261.507558197,24059261.507558197,0
58,49145542.21320079,35185746.18637079,24254516.18637079,24254516.18637079,0
59,49559029.99130077,35194894.8363041,24263664.8363041,24263664.8363041,0
60,50053272.35748782,35667638.562085904,24736408.562085904,24736408.562085904,0
61,49603961.1154996,35464900.55873656,24533670.558736563,24533670.558736563,0
62,49553565.39511444,35982969.0568728,25051739.0568728,25051739.0568728,0
63,50127347.994680464,37524480.872546524,26593250.872546524,26593250.872546524,0
64,53517219.16227539,40619113.82001489,29687883.820014887,29687883.820014887,0
65,55956857.770800635,43199348.23319658,32268118.23319658,32268118.23319658,0
66,54866367.24294812,42279615.62223311,31348385.622233108,31348385.622233108,0
67,52614346.43682068,40366017.365531035,29434787.365531035,29434787.365531035,0
68,48969460.78052975,36757166.49068324,25825936.490683243,25825936.490683243,0
69,44274765.479106866,32193101.544880155,21261871.544880155,21261871.544880155,0
70,39417346.64680179,27838668.40056774,16907438.40056774,16907438.40056774,0
71,36255166.98697117,25353308.89257234,14422078.89257234,14422078.89257234,0
72,36537504.45659891,26629610.553945817,15698380.553945817,15698380.553945817,0
73,35998938.14356707,26646315.143369846,15715085.143369846,15715085.143369846,0
74,35253324.35280823,27076788.95364061,16145558.95364061,16145558.95364061,0
75,34822835.608795196,27603529.405904867,16672299.405904867,16672299.405904867,0
76,34613966.59900609,28588316.770508006,17657086.770508006,17657086.770508006,0
77,36048119.50924416,30205314.609786727,19274084.609786727,19274084.609786727,0
78,39999629.72932435,34381302.98661861,23450072.98661861,23450072.98661861,0
79,46221376.07615316,41145375.614316866,30214145.614316866,30214145.614316866,0
80,49225082.4465798,44093019.595067486,33161789.595067486,33161789.595067486,0
81,50644055.922966935,45040854.91026078,34109624.91026078,34109624.91026078,0
82,50814065.58209761,44712311.66795306,33781081.66795306,33781081.66795306,0
83,51382990.762831345,44349205.06994523,33417975.06994523,33417975.06994523,0
84,51624647.3497385,42378020.844414435,31446790.844414435,31446790.844414435,0
85,51557857.84079434,41246941.356453285,30315711.356453285,30315711.356453285,0
86,50918500.08699216,40858789.02698192,29927559.02698192,29927559.02698192,0
87,51276127.54852062,41504544.00070734,30573314.000707343,30573314.000707343,0
88,54490524.46079852,44125038.326184094,33193808.326184094,33193808.326184094,0
89,56885839.12247897,46187234.33061916,35256004.33061916,35256004.33061916,0
90,55929534.7898689,45533570.83120658,34602340.83120658,34602340.83120658,0
91,53687228.82140607,43772144.53500067,32840914.535000667,32840914.535000667,0
92,50118847.51172393,40708417.11704111,29777187.11704111,29777187.11704111,0
93,45645771.94452498,36634480.495567024,25703250.495567024,25703250.495567024,0
94,40939540.27337539,33272739.531925224,22341509.531925224,22341509.531925224,0
95,37385731.22019018,30616057.870913155,19684827.870913155,19684827.870913155,0
96,37387552.752252296,31578148.11016693,20646918.11016693,20646918.11016693,0
97,36863558.69571739,31909450.19278194,20978220.19278194,20978220.19278194,0
98,35779747.118759304,31443882.527230226,20512652.527230226,20512652.527230226,0
