,Year,Wind Onshore Capacity,Wind Offshore Capacity,Solar Capacity,Hydro Capacity,Nuclear Capacity,CCGT Capacity,Coal Capacity,OCGT Capacity,BECCS Capacity,Biomass Capacity,Hydrogen Capacity,Wind Onshore Derated Capacity,Wind Offshore Derated Capacity,Solar Derated Capacity,Hydro Derated Capacity,Nuclear Derated Capacity,CCGT Derated Capacity,Coal Derated Capacity,OCGT Derated Capacity,BECCS Derated Capacity,Biomass Derated Capacity,Hydrogen Derated Capacity,Wind Onshore Profit,Wind Offshore Profit,Solar Profit,Hydro Profit,Nuclear Profit,CCGT Profit,Coal Profit,OCGT Profit,BECCS Profit,Biomass Profit,Hydrogen Profit,Wind Onshore Revenue,Wind Offshore Revenue,Solar Revenue,Hydro Revenue,Nuclear Revenue,CCGT Revenue,Coal Revenue,OCGT Revenue,BECCS Revenue,Biomass Revenue,Hydrogen Revenue,Wind Onshore Cost,Wind Offshore Cost,Solar Cost,Hydro Cost,Nuclear Cost,CCGT Cost,Coal Cost,OCGT Cost,BECCS Cost,Biomass Cost,Hydrogen Cost,Wind Onshore Emissions,Wind Offshore Emissions,Solar Emissions,Hydro Emissions,Nuclear Emissions,CCGT Emissions,Coal Emissions,OCGT Emissions,BECCS Emissions,Biomass Emissions,Hydrogen Emissions,Wind Onshore Generation,Wind Offshore Generation,Solar Generation,Hydro Generation,Nuclear Generation,CCGT Generation,Coal Generation,OCGT Generation,BECCS Generation,Biomass Generation,Hydrogen Generation,Battery Capacity kW,Battery Discharge kWh,Battery Cost GBP,Battery Cap Subs GBP
0,2010,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443559.42801731813,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659128.1002565622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215568.6722392398,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44382917.93136851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2011,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222830.7477381155,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2438399.4199773683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215568.6722392398,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44382917.93136851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2012,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812594.9026563971,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028163.5748956436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215568.6722392398,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44382917.93136851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2013,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666606.9220354779,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1882175.594274723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215568.6722392398,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44382917.93136851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2014,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496289.0521155024,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711857.7243547435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215568.6722392398,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44382917.93136851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2015,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438491.7485301587,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654060.4207694056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215568.6722392398,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44382917.93136851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2016,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547792.3748992116,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763361.047138459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215568.6722392398,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44382917.93136851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2017,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569078.1707192666,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784646.8429585123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215568.6722392398,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44382917.93136851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64107.142857142855,0.0,0.0,0.0
8,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2415.699999999522,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2415.699999999522,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67684.15178571425,0.0,0.0,0.0
9,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2415.699999999522,2415.699999999522,2415.699999999522,2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2415.699999999522,-2415.699999999522,-2415.699999999522,-2415.699999999522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71261.16071428561,0.0,0.0,0.0
