,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2,Curtailement,Loss of load
0,37169730.66424023,20220020.453542836,2276890.453542836,4491773.482799761,0,0.0,0.0
1,37530939.03548681,20516285.03688561,2573155.0368856117,4707542.20352234,0,0.0,0.0
2,36058320.29117379,19190072.913296886,1246942.9132968858,3741665.384616733,0,0.0,0.0
3,34753802.36578708,18008362.065500997,65232.06550099701,2881028.466710455,0,0.0,0.0
4,33232559.41765241,16690380.398610648,0.0,2833520.1241187346,0,0.0,0.0
5,33137394.9044586,16876288.428054858,0.0,2833520.1241187346,0,0.0,0.0
6,34621127.75250227,18692523.550786033,749393.5507860333,3379301.4859893625,0,0.0,0.0
7,34200875.70518654,18334237.752537843,391107.75253784284,3118362.8767610127,0,0.0,0.0
8,35608199.0900819,20735698.613648184,2792568.6136481836,4867340.5372720435,0,0.0,0.0
9,39439786.351228386,25902178.818662554,7959048.818662554,8630074.549878301,0,0.0,0.0
10,43191490.99181073,29943286.17338646,12000156.173386458,11573202.460724644,0,0.0,0.0
11,46431946.86078254,33586501.033877686,15643371.033877686,14226546.309308065,0,0.0,0.0
12,48495696.997270264,36460401.14847691,18517271.148476914,16319600.241759066,0,0.0,0.0
13,48571411.82893539,39214769.02636254,21271639.02636254,18325599.159028016,0,0.0,0.0
14,48135183.25750682,38938283.1847043,20995153.184704296,18124235.244113214,0,0.0,0.0
15,48455408.371246584,39433384.7627924,21490254.7627924,18484816.42775135,0,0.0,0.0
16,52564153.59417653,41964719.58971465,24021589.589714646,20328380.957682353,0,0.0,0.0
17,54767524.65878072,41020100.00948216,23076970.00948216,19640416.989473403,0,0.0,0.0
18,52830892.08371246,39738197.568269745,21795067.568269745,18706810.7962838,0,0.0,0.0
19,50255198.544131026,35917182.25363113,17974052.25363113,17626126.133647483,0,0.0,0.0
20,46954309.73612374,31384973.546319496,13441843.546319496,13441843.546319496,0,0.0,0.0
21,43682595.45040946,28395680.171583444,10452550.171583444,10452550.171583444,0,0.0,0.0
22,39741256.41492266,24247791.9632222,6304661.963222198,7425188.932600142,0,0.0,0.0
23,37238499.18107371,21590181.320791043,3647051.3207910433,5489658.056698476,0,0.0,0.0
24,36920357.96178345,22186209.49829029,4243079.498290289,7721969.676199663,0,0.0,0.0
25,37140556.14194723,22612778.271243893,4669648.271243893,8050280.6434247745,0,0.0,0.0
26,36517471.70154686,22679852.568980232,4736722.568980232,8101904.740081651,0,0.0,0.0
27,36483434.758871704,24141190.36894279,6198060.36894279,9226631.295254288,0,0.0,0.0
28,36229199.63603275,24606658.671873063,6663528.671873063,9584881.496481022,0,0.0,0.0
29,37235720.65514104,26513074.92590523,8569944.925905231,11052165.095233936,0,0.0,0.0
30,41452828.38944495,30377630.415876597,12434500.415876597,14026541.165996188,0,0.0,0.0
31,47364836.94267516,37129641.62806521,19186511.628065214,19223263.17740688,0,0.0,0.0
