,Wind Onshore,Wind Offshore,Solar,Hydro
0,2853740.557978947,15935255.739742499,0.0,62481.0
1,2823134.9773421055,16020536.319027003,0.0,61596.0
2,2712294.345673685,15933190.961565003,0.0,58675.5
3,2699874.4363315795,15819795.8595225,0.0,49560.0
4,2631375.3037894736,15648486.349877998,0.0,48144.0
5,2541997.536805263,15408173.4208965,0.0,46728.0
6,2303376.4631315805,15195692.024770502,34.15384615384615,48763.5
7,2113402.733842106,15216383.827196999,0.0,76995.0
8,1893686.009194736,14316230.679331504,46.96153846153846,66729.0
9,1830589.7163842116,12945687.523087502,2787.8076923076924,90004.5
10,1798043.9638736846,12644013.998358,6630.115384615385,110271.0
11,1789310.3237578946,12227794.5459825,10971.923076923076,108589.5
12,1788886.0544947372,11392324.504942503,15838.846153846152,95668.5
13,1674328.766747369,8679782.440620001,12829.038461538461,96376.5
14,1820012.798321052,8445024.498613501,8973.923076923076,84871.5
15,2009263.8365210514,8160611.261714999,2155.9615384615386,89562.0
16,2289229.663221051,9611777.1930705,8.538461538461538,128944.5
17,2401003.687268422,12818008.767744,4.269230769230769,125670.0
18,2555269.1380263157,12051695.1702105,0.0,125935.5
19,2601405.8403789466,13332629.0497725,0.0,106996.5
20,2765720.7393052625,14532799.7073825,0.0,87792.0
21,2678701.680089473,14301609.534369001,0.0,71065.5
22,2520922.2478263145,14616761.7633435,0.0,55401.0
23,2415393.8686684216,14836500.278302502,0.0,55755.0
24,2294336.3744736854,13956307.35156,0.0,55312.5
25,1945402.1390263154,13938472.699037999,0.0,55135.5
26,1617679.9333947368,13411021.445208,0.0,49383.0
27,1304653.7843684212,12038400.9334575,0.0,45400.5
28,1149544.6684473688,11379688.4817405,0.0,44250.0
29,1171065.4401526318,10434355.4718855,0.0,43542.0
30,1227923.828121053,10768354.828366501,0.0,43365.0
31,1503290.633342106,9740403.440532,0.0,45312.0
32,1796402.5004947367,10067470.592512501,38.42307692307692,67702.5
