,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2,Curtailement,Loss of load
0,36794819.83621475,19829224.625517353,603694.6255173534,2936361.5982568082,0,0.0,0.0
1,37152384.89535942,20122070.89675822,896540.8967582211,3147978.446631645,0,0.0,0.0
2,35694619.65423112,18811454.776354216,0.0,2500119.2193066147,0,0.0,0.0
3,34403259.690627836,17645219.39034175,0.0,2500119.2193066147,0,0.0,0.0
4,32897360.691537753,16342941.672495991,0.0,2500119.2193066147,0,0.0,0.0
5,32803156.050955407,16530169.574551664,0.0,2500119.2193066147,0,0.0,0.0
6,34271923.29390355,18330921.592187315,0.0,2500119.2193066147,0,0.0,0.0
7,33855910.10009099,17969697.147442292,0.0,2500119.2193066147,0,0.0,0.0
8,35249038.58052776,20359573.104094043,1134043.1040940434,3319602.5154152806,0,0.0,0.0
9,39041978.707916275,25481488.675350443,6255958.6753504425,7020805.970178689,0,0.0,0.0
10,42755841.94722475,29479602.128800478,10254072.128800478,9909926.479991283,0,0.0,0.0
11,45963613.10282074,33090559.775915887,13865029.775915887,12519280.096343355,0,0.0,0.0
12,48006547.31574158,35946928.966948226,16721398.966948226,14583352.291765224,0,0.0,0.0
13,48081498.45313922,38700353.15056637,19474823.15056637,16573034.26895891,0,0.0,0.0
14,47649669.88171064,38431192.30890812,19205662.30890812,16378533.008019906,0,0.0,0.0
15,47966665.05914467,38921871.450690486,19696341.450690486,16733108.031656964,0,0.0,0.0
16,52033967.60691537,41401751.102453485,22176221.102453485,18525121.001572274,0,0.0,0.0
17,54215114.4676979,40435739.81839935,21210209.818399347,17827061.01754083,0,0.0,0.0
18,52298015.65059145,39173303.635148734,19947773.635148734,17030038.78233171,0,0.0,0.0
19,49748301.72884439,35383082.93834449,16157552.938344494,16094403.753393086,0,0.0,0.0
20,46480707.18835305,30889050.998548802,11663520.998548802,11663520.998548802,0,0.0,0.0
21,43241992.90263876,27937010.12381275,8711480.12381275,8795217.192280298,0,0.0,0.0
22,39340408.00727935,23832858.555578887,4607328.555578887,5829471.320078491,0,0.0,0.0
23,36862894.72247498,21200401.86219231,1974871.8621923104,3927202.984623004,0,0.0,0.0
24,36547962.42038216,21799751.456889,2574221.456889,5979175.312882632,0,0.0,0.0
25,36765939.58143768,22224144.210734338,2998614.2107343376,6306914.483511364,0,0.0,0.0
26,36149139.8544131,22298965.72184647,3073435.7218464687,6364695.724531366,0,0.0,0.0
27,36115446.22383985,23761659.333910935,4536129.333910935,7494267.299348269,0,0.0,0.0
28,35863775.43221111,24229984.46805142,5004454.468051419,7855933.443873746,0,0.0,0.0
29,36860144.22202001,26126428.4927842,6900898.492784198,9320470.682500247,0,0.0,0.0
30,41034716.28753412,29948493.313965768,10722963.313965768,12272077.05002984,0,0.0,0.0
31,46887093.63057324,36640378.3159633,17414848.315963298,17426236.96080305,0,0.0,0.0
32,51384161.8744313,40641012.850717366,21415482.850717366,20413283.456429664,0,0.0,0.0
33,55252053.13921748,43490164.10145561,24264634.101455607,22528520.27476816,0,0.0,0.0
34,57139584.07643311,46437179.12417037,27211649.12417037,24716412.082417127,0,0.0,0.0
35,58055500.727934495,46696220.3112353,27470690.3112353,24908726.708116222,0,0.0,0.0
36,58866898.362147406,45202196.09012731,25976666.09012731,23799549.005051743,0,0.0,0.0
37,58629667.69790718,43628631.31841233,24403101.318412326,22631319.645410154,0,0.0,0.0
38,57727503.54868062,41804723.011380814,22579193.011380814,21277232.878936503,0,0.0,0.0
39,58149705.368516825,42031590.429878265,22806060.429878265,21445661.394749023,0,0.0,0.0
40,61354726.02365787,47631722.2034813,28406192.2034813,25603252.155156408,0,0.0,0.0
41,63431353.86715195,48945944.12228994,29720414.12228994,26578942.92952694,0,0.0,0.0
42,61991466.8789809,47716459.8543644,28490929.854364403,25819743.75761842,0,0.0,0.0
43,58517584.80436761,43700515.202431716,24474985.202431716,24444937.73303143,0,0.0,0.0
44,54017078.43494085,38486228.25484339,19260698.25484339,19260698.25484339,0,0.0,0.0
45,48444564.5131938,32640364.0830762,13414834.083076201,14350886.090274453,0,0.0,0.0
46,42439534.394904464,27768268.35562259,8542738.35562259,10588388.737359285,0,0.0,0.0
47,37884705.64149226,23565819.57898077,4340289.57898077,7343029.187303739,0,0.0,0.0
48,37098750.13648772,22794254.03742519,3568724.03742519,6442769.841558583,0,0.0,0.0
49,36611911.55595997,22400029.44071338,3174499.4407133795,6152509.907227832,0,0.0,0.0
50,36363678.8898999,21848710.19254425,2623180.1925442517,5746584.223991398,0,0.0,0.0
51,35834207.55232029,21477730.813073985,2252200.8130739853,5473439.292849978,0,0.0,0.0
52,35599727.38853502,20493221.609110862,1267691.609110862,4748564.236159245,0,0.0,0.0
53,36378806.64240218,20563227.055324167,1337697.055324167,4800107.890183254,0,0.0,0.0
54,40829804.003639676,25511159.377457038,6285629.377457038,6954642.636420574,0,0.0,0.0
55,47638667.87989081,32350604.428695187,13125074.428695187,13125074.428695187,0,0.0,0.0
56,51832493.44858963,35570145.13911326,16344615.139113262,15797019.52189261,0,0.0,0.0
57,54609811.28298453,38030460.026345424,18804930.026345424,17540104.5120971,0,0.0,0.0
58,55657064.33121019,39121202.43627876,19895672.43627876,18312874.181866154,0,0.0,0.0
59,56125337.03366697,39345561.64933054,20120031.64933054,18471828.297338996,0,0.0,0.0
60,56685063.876251146,39835278.52839145,20609748.52839145,18818783.13054782,0,0.0,0.0
61,56176221.29208371,39107540.75506877,19882010.75506877,18303195.147860523,0,0.0,0.0
62,56119148.40764332,38967243.94109797,19741713.941097967,18203797.598434992,0,0.0,0.0
63,56768954.1401274,39764685.379201554,20539155.379201554,18768769.2646794,0,0.0,0.0
64,60607965.1501365,43664645.826610684,24439115.826610684,21531814.984374933,0,0.0,0.0
