,Wind Offshore,Wind Onshore,Solar,Hydro
0,1274457.6967500001,2915198.645894737,0.0,502672.0
1,1281278.2017,2883933.944210526,0.0,495552.0
2,1274292.5615,2770706.251368421,0.0,472056.0
3,1265223.5347499999,2758018.867157895,0.0,398720.0
4,1251522.6738,2688044.538947368,0.0,387328.0
5,1232303.11015,2596741.934526316,0.0,375936.0
6,1215309.43555,2352981.9231578945,34.15384615384615,392312.0
7,1216964.3087,2158916.924210526,0.0,619440.0
8,1144972.54865,1934468.3854736844,46.96153846153846,536848.0
9,1035360.2962499999,1870013.2524210527,2787.8076923076924,724104.0
10,1011233.2818,1836766.595368421,6630.115384615385,887152.0
11,977945.20075,1827844.8677894739,10971.923076923076,873624.0
12,911126.61675,1827411.4614736838,15838.846153846154,769672.0
13,694185.0020000001,1710387.0707368422,12829.038461538461,775368.0
14,675409.71085,1859208.550105263,8973.923076923076,682808.0
15,652663.1265,2052535.2941052632,2155.9615384615386,720544.0
16,768723.36555,2338530.4581052633,8.538461538461538,1037384.0
17,1025148.9023999999,2452711.644842106,4.269230769230769,1011040.0
18,963861.2595500001,2610299.352631579,0.0,1013176.0
19,1066306.80975,2657429.6538947364,0.0,860808.0
20,1162293.14075,2825283.2345263157,0.0,706304.0
21,1143803.1898999999,2736390.1349473684,0.0,571736.0
22,1169008.19385,2575212.7686315784,0.0,445712.0
23,1186582.27275,2467411.7328421054,0.0,448560.0
24,1116186.876,2343747.147368421,0.0,445000.0
25,1114760.5098,1987298.2726315788,0.0,443576.0
26,1072576.4168,1652518.2494736842,0.0,397296.0
27,962798.02325,1332750.7768421052,0.0,365256.0
28,910116.0225500001,1174301.234736842,0.0,356000.0
29,834510.90205,1196285.4772631577,0.0,350304.0
30,861223.24715,1254368.3661052631,0.0,348880.0
31,779010.5371999999,1535665.464210526,0.0,364544.0
32,805168.46375,1835089.7814736841,38.42307692307692,544680.0
33,872972.3267999999,2159185.1675789473,392.7692307692308,781776.0
34,768702.24165,2540448.896631579,1502.7692307692307,730512.0
35,816748.71985,2695794.019578947,2877.4615384615386,683520.0
36,992320.0146999999,3055247.454315789,4089.923076923077,667144.0
37,1106480.1086499998,2990537.548631579,4358.884615384615,625136.0
38,1181906.1789499999,3019185.120421053,1951.0384615384614,625848.0
39,1200972.5104999999,2945025.2,234.80769230769232,679248.0
40,1022748.1544000001,2399307.494315789,89.65384615384616,1017448.0
41,1092134.63345,2255812.5199999996,29.884615384615383,1037384.0
42,1081971.69045,2098068.434526316,0.0,1003208.0
43,1120140.7336,2267444.2084210524,0.0,941264.0
