,CCGT,OCGT,Coal,Nuclear,Biomass,BECCS,Hydrogen
0,0.0,0.0,0,10310730.0,0.0,0.0,0.0
1,0.0,0.0,0,10310730.0,0.0,0.0,0.0
2,0.0,0.0,0,10117930.0,0.0,0.0,0.0
3,0.0,0.0,0,9980330.0,0.0,0.0,0.0
4,0.0,0.0,0,9790250.0,0.0,0.0,0.0
5,0.0,0.0,0,9980330.0,0.0,0.0,0.0
6,0.0,0.0,0,10470730.0,0.0,0.0,0.0
7,0.0,0.0,0,10630730.0,0.0,0.0,0.0
8,0.0,0.0,0,11107530.0,681757.5654903352,0.0,0.0
9,0.0,0.0,0,11107530.0,1070080.0,3080000.0,465951.300614845
10,0.0,0.0,0,11107530.0,1070080.0,3080000.0,3674392.963034354
11,1345153.1887581125,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
12,3321526.753864959,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
13,5296938.758301422,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
14,4359264.317080684,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
15,3832124.094276473,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
16,4881284.115907777,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
17,4641121.135709729,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
18,2534784.098701898,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
19,0.0,0.0,0,11107530.0,1070080.0,3080000.0,4776351.643518575
20,0.0,0.0,0,11107530.0,1070080.0,3080000.0,699558.9888404869
21,0.0,0.0,0,11107530.0,1070080.0,1763877.0322315358,0.0
22,0.0,0.0,0,11107530.0,426051.1389262453,0.0,0.0
23,0.0,0.0,0,10790730.0,0.0,0.0,0.0
24,0.0,0.0,0,10950730.0,0.0,0.0,0.0
25,0.0,0.0,0,11107530.0,1070080.0,775543.7098211534,0.0
26,0.0,0.0,0,11107530.0,1070080.0,2363575.587024756,0.0
27,0.0,0.0,0,11107530.0,1070080.0,3080000.0,1635970.9240794517
28,0.0,0.0,0,11107530.0,1070080.0,3080000.0,2596121.613789033
29,0.0,0.0,0,11107530.0,1070080.0,3080000.0,3714594.98871975
30,1581131.632693611,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
31,5293381.002782822,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
32,7122645.03771691,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
33,8036993.554035567,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
34,8061007.345813714,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
35,7679847.293125283,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
36,5375810.642026484,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
37,4917293.8074634485,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
38,3659470.776447661,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
39,4329121.588270057,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
40,10815317.217129853,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
41,12922847.11861471,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
42,12678192.032768078,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
43,8703965.706183262,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
44,3721084.62144104,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
45,0.0,0.0,0,11107530.0,1070080.0,3080000.0,2788702.998470258
46,0.0,0.0,0,11107530.0,1070080.0,867532.2487153485,0.0
47,0.0,0.0,0,10790730.0,0.0,0.0,0.0
48,0.0,0.0,0,10630730.0,0.0,0.0,0.0
49,0.0,0.0,0,10310730.0,0.0,0.0,0.0
50,0.0,0.0,0,10117930.0,0.0,0.0,0.0
51,0.0,0.0,0,10117930.0,0.0,0.0,0.0
52,0.0,0.0,0,9980330.0,0.0,0.0,0.0
53,0.0,0.0,0,10310730.0,0.0,0.0,0.0
54,0.0,0.0,0,11107530.0,0.0,0.0,0.0
55,0.0,0.0,0,11107530.0,1070080.0,3080000.0,1669768.733147934
56,0.0,0.0,0,11107530.0,1070080.0,3080000.0,4396876.002960864
57,622411.1668876633,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
58,1128179.7955492772,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
59,708889.5151831023,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
60,1685514.5356861986,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
61,988824.7177149467,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
62,1042320.2741063014,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
63,2988718.3080692366,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
64,6188266.651493713,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
65,9509460.7011441,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
66,8773620.64562076,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
67,6654492.292189486,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
68,3112947.772419296,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
69,0.0,0.0,0,11107530.0,1070080.0,3080000.0,4127608.700811319
70,0.0,0.0,0,11107530.0,1070080.0,3080000.0,742196.3590409905
71,0.0,0.0,0,11107530.0,1070080.0,2576789.047199197,0.0
72,0.0,0.0,0,11107530.0,1070080.0,3080000.0,2236660.9997839406
73,0.0,0.0,0,11107530.0,1070080.0,3080000.0,3191567.6599998623
74,0.0,0.0,0,11107530.0,1070080.0,3080000.0,4918222.7639935985
75,1113378.449723564,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
76,2416623.8229527064,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
77,3945133.6828020364,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
78,7357048.5102186985,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
79,13514348.488071814,0.0,0,11107530.0,1070080.0,3080000.0,5100000.0
