,Wind Onshore,Wind Offshore,Solar,Hydro
0,3784780.815663158,4421926.3475756245,0.0,502672.0
1,3744190.0849736845,4445591.135052751,0.0,495552.0
2,3597187.4097789484,4421353.385511251,0.0,472056.0
3,3580715.4728052635,4389887.006960626,0.0,398720.0
4,3489868.3206315786,4342349.769613501,0.0,387328.0
5,3371330.8253842103,4275664.547256125,0.0,375936.0
6,3054859.007605265,4216702.388176626,34.15384615384615,392312.0
7,2802905.8564736852,4222444.22425525,0.0,619440.0
8,2511505.9806157886,3972657.776744875,46.96153846153846,536848.0
9,2427824.3586473693,3592341.263971875,2787.8076923076924,724104.0
10,2384660.469978948,3508628.8887735005,6630.115384615385,887152.0
11,2373077.4571263157,3393130.7886556257,10971.923076923076,873624.0
12,2372514.7689157897,3161293.468475625,15838.846153846152,769672.0
13,2220582.8689578953,2408581.2799150003,12829.038461538461,775368.0
14,2413796.693636841,2343437.529101375,8973.923076923076,682808.0
15,2664791.373836841,2264514.76774875,2155.9615384615386,720544.0
16,3036096.7775368406,2667203.558651625,8.538461538461538,1037384.0
17,3184337.3667947385,3556911.2676480003,4.269230769230769,1011040.0
18,3388932.3209210522,3344264.3956566253,0.0,1013176.0
19,3450121.242063157,3699714.9365231255,0.0,860808.0
20,3668044.30288421,4032754.226205625,0.0,706304.0
21,3552635.0499315783,3968600.5073042503,0.0,571736.0
22,3343379.668721051,4056053.1323238746,0.0,445712.0
23,3203422.382194738,4117029.093095625,0.0,448560.0
24,3042869.566578949,3872781.4727700003,0.0,445000.0
25,2580094.631921052,3867832.4765835,0.0,443576.0
26,2145452.2068157895,3721468.2992860004,0.0,397296.0
27,1730300.4648947371,3340575.334324375,0.0,365256.0
28,1524586.5976578952,3157787.0569791254,0.0,356000.0
29,1553128.5769421053,2895463.501475375,0.0,350304.0
30,1628537.1614368423,2988146.077683625,0.0,348880.0
31,1993743.1009736848,2702896.4776690006,0.0,364544.0
32,2382483.4749157894,2793655.413728125,38.42307692307692,544680.0
33,2803254.114852631,3028911.3106110003,392.7692307692308,781776.0
34,3298245.9911210528,2667130.266042375,1502.7692307692307,730512.0
35,3499929.4139526323,2833834.887468875,2877.4615384615386,683520.0
36,3966605.1466105254,3443006.40925025,4089.9230769230767,667144.0
37,3882592.755221053,3839102.355444875,4358.884615384615,625136.0
38,3919785.6855473695,4100804.668832125,1951.0384615384614,625848.0
39,3823504.4099999997,4166958.2289287504,234.8076923076923,679248.0
40,3115003.1536105266,3548581.504438,89.65384615384615,1017448.0
41,2928704.6909999996,3789328.5301408754,29.884615384615383,1037384.0
42,2723906.712884211,3754066.641468375,0.0,1003208.0
43,2943806.0259473687,3886499.9878220004,0.0,941264.0
44,3197751.0173052633,4069546.5343617504,0.0,734784.0
45,3531230.846636842,4111729.921109375,0.0,659312.0
46,3677881.8416999998,3769482.5202806247,0.0,625136.0
47,3695010.37498421,3665161.5430733752,0.0,648632.0
48,3747534.277878946,3655553.231013125,0.0,628696.0
49,4001068.6589210546,3600922.8978152503,0.0,576720.0
50,4131280.0335631594,3676241.524192375,0.0,482736.0
51,4081850.915826314,3636826.9693497503,0.0,471344.0
52,4008179.8212789483,3862222.6835390003,0.0,449984.0
53,3853798.32663158,4084249.2644522497,0.0,458528.0
54,3794657.8947315775,3947225.2413351247,0.0,483448.0
55,3720696.7116000005,3948240.8674918753,0.0,452120.0
56,3776972.7563526314,4217786.653443625,140.8846153846154,573160.0
57,3927676.2471157894,4281764.702757751,5157.2307692307695,800288.0
