,CCGT,OCGT,Coal,Nuclear,Biomass,BECCS,Hydrogen
0,1858548.3658687323,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
1,2310750.9568657726,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
2,1691751.9418892153,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
3,762036.728950914,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
4,0.0,0.0,0.0,8219070.0,253440.0,440000.0,738949.7365373857
5,357056.3819653392,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
6,2912132.894587068,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
7,3291472.603645835,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
8,5984484.519003693,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
9,9720220.554134,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
10,12949189.627931278,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
11,15845023.036165949,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
12,17910722.19267909,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
13,19347847.77394653,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
14,18412769.686302707,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
15,17783262.57031814,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
16,19063699.5057415,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
17,19489745.159818295,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
18,17243262.549684685,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
19,14627377.552129645,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
20,10799010.447048802,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
21,8690416.49688667,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
22,6223012.192938626,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
23,4585454.538238026,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
24,5199149.90145324,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
25,7225821.6204236895,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
26,8616098.026371643,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
27,10648441.525083229,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
28,11440292.871097386,0.0,0.0,8219070.0,253440.0,440000.0,850000.0
