,Nuclear,Biomass,CCGT,OCGT,Coal
0,8219070.0,4505600.0,9420580.26453168,0.0,0.0
1,8219070.0,4505600.0,9680181.011290293,0.0,0.0
2,8219070.0,4505600.0,8823655.8035187,0.0,0.0
3,8219070.0,4505600.0,8020250.464153878,0.0,0.0
4,8219070.0,4505600.0,7104081.473518916,0.0,0.0
5,8219070.0,4505600.0,7218952.973990838,0.0,0.0
6,8219070.0,4505600.0,8557426.673339589,0.0,0.0
7,8219070.0,4505600.0,8310805.398101495,0.0,0.0
8,8219070.0,4505600.0,9865119.522856211,0.0,0.0
9,8219070.0,4505600.0,12899355.283622298,0.0,0.0
10,8219070.0,4505600.0,15514824.180702558,0.0,0.0
11,8219070.0,4505600.0,17905912.960423686,0.0,0.0
12,8219070.0,4505600.0,19669971.26596231,0.0,0.0
13,8219070.0,4505600.0,20721713.25444775,0.0,0.0
14,8219070.0,4505600.0,20405726.87830217,0.0,0.0
15,8219070.0,4505600.0,20498037.66421279,0.0,0.0
16,8219070.0,4505600.0,22361836.459915545,0.0,0.0
17,8219070.0,4505600.0,22745875.71912903,0.0,0.0
18,8219070.0,4505600.0,21488678.824010197,0.0,0.0
19,8219070.0,4505600.0,20085869.538362812,0.0,0.0
20,8219070.0,4505600.0,17103980.29086279,0.0,0.0
21,8219070.0,4505600.0,14647386.667144526,0.0,0.0
22,8219070.0,4505600.0,12019145.59112005,0.0,0.0
23,8219070.0,4505600.0,10327332.429626562,0.0,0.0
24,8219070.0,4505600.0,11428661.387930932,0.0,0.0
25,8219070.0,4505600.0,11984456.582954511,0.0,0.0
26,8219070.0,4505600.0,12110097.031545972,0.0,0.0
27,8219070.0,4505600.0,12922551.68017964,0.0,0.0
28,8219070.0,4505600.0,13141341.945945226,0.0,0.0
29,8219070.0,4505600.0,14170765.449095456,0.0,0.0
30,8219070.0,4505600.0,17048917.03152753,0.0,0.0
31,8219070.0,4505600.0,21360562.75123478,0.0,0.0
32,8219070.0,4505600.0,24033656.48705985,0.0,0.0
33,8219070.0,4505600.0,24052447.45,1955884.9769267594,0.0
34,8219070.0,4505600.0,24052447.45,3363588.516537397,0.0
35,8219070.0,4505600.0,24052447.45,3684241.8438125355,0.0
36,8219070.0,4505600.0,24052447.45,3163681.4677567584,0.0
37,8219070.0,4505600.0,24052447.45,2618953.6256599864,0.0
38,8219070.0,4505600.0,24052447.45,1633057.5368488436,0.0
39,8219070.0,4505600.0,24052447.45,1899804.052184083,0.0
40,8219070.0,4505600.0,24052447.45,5278802.99301221,0.0
41,8219070.0,4505600.0,24052447.45,6614571.354642045,0.0
42,8219070.0,4505600.0,24052447.45,6075318.532877447,0.0
43,8219070.0,4505600.0,24052447.45,4083534.2918096213,0.0
44,8219070.0,4505600.0,23941290.603142943,0.0,0.0
45,8219070.0,4505600.0,19278783.20577334,0.0,0.0
46,8219070.0,4505600.0,15204656.262103437,0.0,0.0
47,8219070.0,4505600.0,11969278.129542356,0.0,0.0
48,8219070.0,4505600.0,11178345.366670692,0.0,0.0
49,8219070.0,4505600.0,10717616.673408544,0.0,0.0
50,8219070.0,4505600.0,10403966.629280603,0.0,0.0
51,8219070.0,4505600.0,10117819.517129991,0.0,0.0
52,8219070.0,4505600.0,9752186.37604301,0.0,0.0
53,8219070.0,4505600.0,10100450.842834728,0.0,0.0
54,8219070.0,4505600.0,12447400.14524667,0.0,0.0
55,8219070.0,4505600.0,18372040.126168802,0.0,0.0
56,8219070.0,4505600.0,21131291.195043746,0.0,0.0
57,8219070.0,4505600.0,22738605.06609348,0.0,0.0
58,8219070.0,4505600.0,23440665.93792359,0.0,0.0
59,8219070.0,4505600.0,23687832.016590804,0.0,0.0
60,8219070.0,4505600.0,24052447.45,106309.8973336079,0.0
61,8219070.0,4505600.0,23700818.734635256,0.0,0.0
62,8219070.0,4505600.0,23629685.292890206,0.0,0.0
63,8219070.0,4505600.0,24052447.45,283274.0676721976,0.0
64,8219070.0,4505600.0,24052447.45,2800159.4471888645,0.0
65,8219070.0,4505600.0,24052447.45,4820095.968844421,0.0
66,8219070.0,4505600.0,24052447.45,4044692.7503278507,0.0
67,8219070.0,4505600.0,24052447.45,2447185.6483686557,0.0
68,8219070.0,4505600.0,23586244.187440086,0.0,0.0
69,8219070.0,4505600.0,19908384.59726294,0.0,0.0
70,8219070.0,4505600.0,16250182.719305102,0.0,0.0
71,8219070.0,4505600.0,14079474.586102549,0.0,0.0
72,8219070.0,4505600.0,15916863.937525729,0.0,0.0
73,8219070.0,4505600.0,15815887.526117962,0.0,0.0
74,8219070.0,4505600.0,16002488.862205993,0.0,0.0
75,8219070.0,4505600.0,16335417.545939669,0.0,0.0
76,8219070.0,4505600.0,17137579.4076627,0.0,0.0
77,8219070.0,4505600.0,18469093.56075718,0.0,0.0
78,8219070.0,4505600.0,21928760.870231777,0.0,0.0
79,8219070.0,4505600.0,24052447.45,3368399.986407562,0.0
80,8219070.0,4505600.0,24052447.45,5741448.253250876,0.0
81,8219070.0,4505600.0,24052447.45,6584758.315952338,0.0
82,8219070.0,4505600.0,24052447.45,6747247.116908997,0.0
83,8219070.0,4505600.0,24052447.45,6701643.3660244085,0.0
84,8219070.0,4505600.0,24052447.45,5240827.888615159,0.0
85,8219070.0,4505600.0,24052447.45,4418949.780711508,0.0
86,8219070.0,4505600.0,24052447.45,3843334.65978375,0.0
87,8219070.0,4505600.0,24052447.45,3960048.2618183857,0.0
88,8219070.0,4505600.0,24052447.45,6013409.97352192,0.0
89,8219070.0,4505600.0,24052447.45,7691467.73402057,0.0
90,8219070.0,4505600.0,24052447.45,7112154.601654425,0.0
91,8219070.0,4505600.0,24052447.45,5933575.063242728,0.0
92,8219070.0,4505600.0,24052447.45,3524683.113337311,0.0
93,8219070.0,4505600.0,23806716.198728833,0.0,0.0
94,8219070.0,4505600.0,20934079.83982788,0.0,0.0
95,8219070.0,4505600.0,18747242.143678647,0.0,0.0
96,8219070.0,4505600.0,19990574.749257375,0.0,0.0
97,8219070.0,4505600.0,20269824.08099648,0.0,0.0
98,8219070.0,4505600.0,19855256.47494621,0.0,0.0
99,8219070.0,4505600.0,19249646.13129337,0.0,0.0
100,8219070.0,4505600.0,19236022.82251349,0.0,0.0
101,8219070.0,4505600.0,20216650.227395896,0.0,0.0
102,8219070.0,4505600.0,23528250.002612837,0.0,0.0
103,8219070.0,4505600.0,24052447.45,4732692.681279811,0.0
104,8219070.0,4505600.0,24052447.45,8121231.483822273,0.0
105,8219070.0,4505600.0,24052447.45,9926662.10174762,0.0
106,8219070.0,4505600.0,24052447.45,10466769.695420992,0.0
107,8219070.0,4505600.0,24052447.45,11025441.412392195,0.0
108,8219070.0,4505600.0,24052447.45,11151477.62840217,0.0
109,8219070.0,4505600.0,24052447.45,10216991.119396131,0.0
110,8219070.0,4505600.0,24052447.45,9546377.014875252,0.0
111,8219070.0,4505600.0,24052447.45,9155635.985651292,0.0
112,8219070.0,4505600.0,24052447.45,10798847.092608992,0.0
113,8219070.0,4505600.0,24052447.45,12389323.005601272,0.0
114,8219070.0,4505600.0,24052447.45,11468935.587154213,0.0
115,8219070.0,4505600.0,24052447.45,9736658.443782095,0.0
116,8219070.0,4505600.0,24052447.45,7286454.978769112,0.0
117,8219070.0,4505600.0,24052447.45,4015567.3241789704,0.0
118,8219070.0,4505600.0,24052447.45,258323.05129004724,0.0
119,8219070.0,4505600.0,21079336.3826646,0.0,0.0
120,8219070.0,4505600.0,19175029.364782073,0.0,0.0
121,8219070.0,4505600.0,18441724.124826096,0.0,0.0
122,8219070.0,4505600.0,17537740.43648606,0.0,0.0
123,8219070.0,4505600.0,16892409.220074765,0.0,0.0
124,8219070.0,4505600.0,15718168.242373742,0.0,0.0
125,8219070.0,4505600.0,15052938.78178752,0.0,0.0
126,8219070.0,4505600.0,16368137.741443135,0.0,0.0
127,8219070.0,4505600.0,17403944.231399447,0.0,0.0
128,8219070.0,4505600.0,19206964.520445257,0.0,0.0
129,8219070.0,4505600.0,22142715.285761684,0.0,0.0
130,8219070.0,4505600.0,23548757.26560908,0.0,0.0
131,8219070.0,4505600.0,24052447.45,7779.938837558875,0.0
132,8219070.0,4505600.0,24052447.45,277453.20758864365,0.0
133,8219070.0,4505600.0,23455500.79724704,0.0,0.0
134,8219070.0,4505600.0,22783437.703424096,0.0,0.0
135,8219070.0,4505600.0,22884378.05369747,0.0,0.0
136,8219070.0,4505600.0,24052447.45,1581840.7638211777,0.0
137,8219070.0,4505600.0,24052447.45,3640101.634100194,0.0
138,8219070.0,4505600.0,24052447.45,3052742.9183253674,0.0
139,8219070.0,4505600.0,24052447.45,1652353.986473844,0.0
140,8219070.0,4505600.0,23965974.291927263,0.0,0.0
141,8219070.0,4505600.0,22035478.162985146,0.0,0.0
142,8219070.0,4505600.0,19778320.471584216,0.0,0.0
143,8219070.0,4505600.0,17504238.45498542,0.0,0.0
144,8219070.0,4505600.0,16741197.749185583,0.0,0.0
145,8219070.0,4505600.0,17045097.45065654,0.0,0.0
146,8219070.0,4505600.0,16566271.022702865,0.0,0.0
147,8219070.0,4505600.0,17904161.034950934,0.0,0.0
148,8219070.0,4505600.0,15163201.183199234,0.0,0.0
149,8219070.0,4505600.0,14965375.447265979,0.0,0.0
150,8219070.0,4505600.0,15834375.663786566,0.0,0.0
151,8219070.0,4505600.0,17045934.48428866,0.0,0.0
152,8219070.0,4505600.0,18447088.252028357,0.0,0.0
153,8219070.0,4505600.0,22158189.151994534,0.0,0.0
154,8219070.0,4505600.0,24052447.45,810305.3387052985,0.0
155,8219070.0,4505600.0,24052447.45,2422399.5471519968,0.0
156,8219070.0,4505600.0,24052447.45,3118692.0047741523,0.0
157,8219070.0,4505600.0,24052447.45,2396070.4941655127,0.0
158,8219070.0,4505600.0,24052447.45,2661027.2001563227,0.0
159,8219070.0,4505600.0,24052447.45,2830500.2886706134,0.0
160,8219070.0,4505600.0,24052447.45,5889374.14088372,0.0
161,8219070.0,4505600.0,24052447.45,8038464.6125624385,0.0
162,8219070.0,4505600.0,24052447.45,6900350.388224002,0.0
163,8219070.0,4505600.0,24052447.45,5016384.040376591,0.0
164,8219070.0,4505600.0,24052447.45,2624307.2011487177,0.0
165,8219070.0,4505600.0,22899609.78264034,0.0,0.0
166,8219070.0,4505600.0,19017685.464510083,0.0,0.0
167,8219070.0,4505600.0,15875054.291614788,0.0,0.0
168,8219070.0,4505600.0,16379138.917578217,0.0,0.0
169,8219070.0,4505600.0,16267221.880120121,0.0,0.0
170,8219070.0,4505600.0,15301043.437237278,0.0,0.0
171,8219070.0,4505600.0,14774828.837380163,0.0,0.0
172,8219070.0,4505600.0,14534387.930925732,0.0,0.0
173,8219070.0,4505600.0,15478737.026921673,0.0,0.0
174,8219070.0,4505600.0,20477532.695346996,0.0,0.0
175,8219070.0,4505600.0,24052447.45,3130892.0862252368,0.0
176,8219070.0,4505600.0,24052447.45,5552450.0862395,0.0
177,8219070.0,4505600.0,24052447.45,6745876.629058298,0.0
178,8219070.0,4505600.0,24052447.45,7861029.786041448,0.0
179,8219070.0,4505600.0,24052447.45,8844999.338655554,0.0
180,8219070.0,4505600.0,24052447.45,9488744.235329248,0.0
181,8219070.0,4505600.0,24052447.45,9552715.358470757,0.0
182,8219070.0,4505600.0,24052447.45,8881111.05486371,0.0
183,8219070.0,4505600.0,24052447.45,11827545.923764817,0.0
184,8219070.0,4505600.0,24052447.45,10458026.333136465,0.0
185,8219070.0,4505600.0,24052447.45,10619541.268391412,0.0
186,8219070.0,4505600.0,24052447.45,10150370.214544602,0.0
187,8219070.0,4505600.0,24052447.45,9302328.559379015,0.0
188,8219070.0,4505600.0,24052447.45,6357838.0167785175,0.0
189,8219070.0,4505600.0,24052447.45,2070413.0756214822,0.0
190,8219070.0,4505600.0,21729906.819901213,0.0,0.0
191,8219070.0,4505600.0,18912168.535131823,0.0,0.0
192,8219070.0,4505600.0,19534037.454089995,0.0,0.0
193,8219070.0,4505600.0,19538804.009820722,0.0,0.0
194,8219070.0,4505600.0,19006806.609524556,0.0,0.0
195,8219070.0,4505600.0,18911744.984609023,0.0,0.0
196,8219070.0,4505600.0,19038516.878908057,0.0,0.0
197,8219070.0,4505600.0,19802602.471220285,0.0,0.0
198,8219070.0,4505600.0,24052447.45,18140.32286259244,0.0
199,8219070.0,4505600.0,24052447.45,6515666.244341452,0.0
200,8219070.0,4505600.0,24052447.45,8744950.950748209,0.0
201,8219070.0,4505600.0,24052447.45,11526733.988169726,0.0
202,8219070.0,4505600.0,24052447.45,10295773.661050148,0.0
203,8219070.0,4505600.0,24052447.45,10959403.258026209,0.0
204,8219070.0,4505600.0,24052447.45,11058996.90227015,0.0
205,8219070.0,4505600.0,24052447.45,11111601.920192856,0.0
206,8219070.0,4505600.0,24052447.45,10517789.163491916,0.0
207,8219070.0,4505600.0,24052447.45,10995264.00564171,0.0
208,8219070.0,4505600.0,24052447.45,11864320.74418047,0.0
209,8219070.0,4505600.0,24052447.45,12717250.778101139,0.0
210,8219070.0,4505600.0,24052447.45,12578526.387978889,0.0
211,8219070.0,4505600.0,24052447.45,11670810.387498766,0.0
212,8219070.0,4505600.0,24052447.45,9011354.583998527,0.0
213,8219070.0,4505600.0,24052447.45,4185409.339660681,0.0
214,8219070.0,4505600.0,24052447.45,16710.221863013605,0.0
215,8219070.0,4505600.0,21232056.235468898,0.0,0.0
216,8219070.0,4505600.0,21436249.854408238,0.0,0.0
217,8219070.0,4505600.0,21194555.32281634,0.0,0.0
218,8219070.0,4505600.0,21069574.56986466,0.0,0.0
219,8219070.0,4505600.0,20793953.79020377,0.0,0.0
220,8219070.0,4505600.0,20796947.276731905,0.0,0.0
221,8219070.0,4505600.0,22086094.67618841,0.0,0.0
222,8219070.0,4505600.0,24052447.45,1931188.6690599439,0.0
223,8219070.0,4505600.0,24052447.45,9409452.146277122,0.0
224,8219070.0,4505600.0,24052447.45,11394072.598002307,0.0
225,8219070.0,4505600.0,24052447.45,12787295.505658828,0.0
226,8219070.0,4505600.0,24052447.45,13701040.393339127,0.0
227,8219070.0,4505600.0,24052447.45,14116480.0,169164.16184674948
228,8219070.0,4505600.0,24052447.45,14116480.0,529296.3821034916
229,8219070.0,4505600.0,24052447.45,13794627.913219042,0.0
230,8219070.0,4505600.0,24052447.45,13468373.263782449,0.0
231,8219070.0,4505600.0,24052447.45,13693157.091488421,0.0
232,8219070.0,4505600.0,24052447.45,14116480.0,1155047.4133896267
233,8219070.0,4505600.0,24052447.45,14116480.0,2473033.5481354594
234,8219070.0,4505600.0,24052447.45,14116480.0,2387756.3562038317
235,8219070.0,4505600.0,24052447.45,14116480.0,1786277.6501783838
236,8219070.0,4505600.0,24052447.45,13245912.342317663,0.0
237,8219070.0,4505600.0,24052447.45,9050370.531971328,0.0
238,8219070.0,4505600.0,24052447.45,4195636.73812412,0.0
239,8219070.0,4505600.0,24052447.45,1195360.6293542688,0.0
240,8219070.0,4505600.0,24052447.45,1275568.1440861938,0.0
241,8219070.0,4505600.0,24052447.45,654536.6441577496,0.0
242,8219070.0,4505600.0,23772115.901439793,0.0,0.0
243,8219070.0,4505600.0,23182021.907121997,0.0,0.0
244,8219070.0,4505600.0,22775727.798395254,0.0,0.0
245,8219070.0,4505600.0,23813363.28920794,0.0,0.0
246,8219070.0,4505600.0,24052447.45,4203679.310398153,0.0
247,8219070.0,4505600.0,24052447.45,11094651.20139889,0.0
248,8219070.0,4505600.0,24052447.45,13466162.853773296,0.0
249,8219070.0,4505600.0,24052447.45,14116480.0,894371.1575950943
250,8219070.0,4505600.0,24052447.45,14116480.0,1176216.7418975942
251,8219070.0,4505600.0,24052447.45,14116480.0,1728936.998352658
252,8219070.0,4505600.0,24052447.45,14116480.0,1926867.461171359
253,8219070.0,4505600.0,24052447.45,14116480.0,1575686.5602759682
254,8219070.0,4505600.0,24052447.45,14116480.0,1307123.3797722645
255,8219070.0,4505600.0,24052447.45,14116480.0,994732.7264735289
256,8219070.0,4505600.0,24052447.45,14116480.0,2444951.1713865246
257,8219070.0,4505600.0,24052447.45,14116480.0,3116749.1182976807
258,8219070.0,4505600.0,24052447.45,14116480.0,2767738.9630956724
259,8219070.0,4505600.0,24052447.45,14116480.0,2148319.2344541065
260,8219070.0,4505600.0,24052447.45,14116480.0,426870.4988164231
261,8219070.0,4505600.0,24052447.45,9637585.787859213,0.0
262,8219070.0,4505600.0,24052447.45,4882712.529244208,0.0
263,8219070.0,4505600.0,24052447.45,645876.4881487088,0.0
264,8219070.0,4505600.0,23915199.713511296,0.0,0.0
265,8219070.0,4505600.0,24052447.45,152701.21945349954,0.0
266,8219070.0,4505600.0,23446908.67720778,0.0,0.0
267,8219070.0,4505600.0,22509266.02909292,0.0,0.0
268,8219070.0,4505600.0,21621985.193376154,0.0,0.0
269,8219070.0,4505600.0,22382266.88466955,0.0,0.0
270,8219070.0,4505600.0,24052447.45,1996207.0705813323,0.0
271,8219070.0,4505600.0,24052447.45,7750590.485880593,0.0
272,8219070.0,4505600.0,24052447.45,9187997.170890987,0.0
273,8219070.0,4505600.0,24052447.45,9548834.701353539,0.0
274,8219070.0,4505600.0,24052447.45,9770080.815271895,0.0
275,8219070.0,4505600.0,24052447.45,9722613.175013375,0.0
276,8219070.0,4505600.0,24052447.45,9622329.818022657,0.0
277,8219070.0,4505600.0,24052447.45,9317862.881201666,0.0
278,8219070.0,4505600.0,24052447.45,8286842.712201947,0.0
279,8219070.0,4505600.0,24052447.45,8005787.374257037,0.0
280,8219070.0,4505600.0,24052447.45,9709085.060031343,0.0
281,8219070.0,4505600.0,24052447.45,11926690.365766615,0.0
