,2031
0,-0.01
1,-0.01
2,-0.01
3,-0.01
4,-0.01
5,-0.01
6,-0.01
7,-0.01
8,-0.01
9,-0.01
10,-0.01
11,-0.01
12,0.04317528330064722
13,0.04774699491013204
14,0.04774699491013204
15,0.04774699491013204
16,0.04774699491013204
17,0.04774699491013204
18,0.04774699491013204
19,0.04774699491013204
20,-0.01
21,-0.01
22,-0.01
23,-0.01
24,-0.01
25,-0.01
26,-0.01
27,-0.01
28,-0.01
29,-0.01
30,0.04774699491013204
31,0.04774699491013204
32,0.04774699491013204
33,0.04774699491013204
34,0.04774699491013204
35,0.04774699491013204
36,0.04774699491013204
37,0.04774699491013204
38,0.04774699491013204
39,0.04774699491013204
40,0.04774699491013204
41,0.04774699491013204
42,0.04774699491013204
43,0.04774699491013204
44,0.04774699491013204
45,-0.01
46,-0.01
47,-0.01
48,-0.01
49,-0.01
50,-0.01
51,-0.01
52,-0.01
53,-0.01
54,-0.01
55,-0.01
56,0.04774699491013204
57,0.04774699491013204
58,0.04774699491013204
59,0.04317528330064722
60,0.04317528330064722
61,0.04317528330064722
62,0.04774699491013204
63,0.04774699491013204
64,0.04774699491013204
65,0.04774699491013204
66,0.04774699491013204
67,0.04774699491013204
68,0.04774699491013204
69,0.04317528330064722
70,-0.01
71,-0.01
72,-0.01
73,-0.01
74,-0.01
75,-0.01
76,0.04774699491013204
77,0.04774699491013204
78,0.04774699491013204
79,0.04774699491013204
80,0.04774699491013204
81,0.04774699491013204
82,0.04774699491013204
83,0.04774699491013204
84,0.04774699491013204
85,0.04774699491013204
86,0.04774699491013204
87,0.04774699491013204
88,0.04774699491013204
89,0.04774699491013204
90,0.04774699491013204
91,0.04774699491013204
92,0.04774699491013204
93,0.04774699491013204
94,0.04774699491013204
95,0.04774699491013204
96,0.04774699491013204
97,0.04774699491013204
98,0.04774699491013204
99,0.04774699491013204
100,0.04774699491013204
101,0.04774699491013204
102,0.04774699491013204
103,0.04774699491013204
104,0.04774699491013204
105,0.04774699491013204
106,0.04774699491013204
107,0.04774699491013204
108,0.04774699491013204
109,0.04774699491013204
110,0.04774699491013204
111,0.04774699491013204
112,0.04774699491013204
113,0.04774699491013204
114,0.04774699491013204
115,0.04774699491013204
116,0.04774699491013204
117,0.04774699491013204
118,0.04774699491013204
119,0.04774699491013204
120,0.04774699491013204
121,0.04774699491013204
122,0.04774699491013204
123,0.04774699491013204
124,0.04774699491013204
125,-0.01
126,0.04774699491013204
127,0.04774699491013204
128,0.04774699491013204
129,0.04774699491013204
130,0.04774699491013205
131,0.04774699491013204
132,0.04774699491013204
133,0.04774699491013204
134,0.04774699491013204
135,0.04774699491013204
136,0.04774699491013204
137,0.04774699491013204
138,0.04774699491013204
139,0.04774699491013204
140,0.04774699491013204
141,0.04774699491013204
142,0.04774699491013204
143,0.04774699491013204
144,-0.01
145,0.04774699491013204
146,-0.01
147,0.04774699491013204
148,-0.01
149,-0.01
150,-0.01
151,0.04774699491013204
152,0.04774699491013204
153,0.04774699491013204
154,0.04774699491013204
155,0.04774699491013204
156,0.04774699491013204
157,0.04774699491013204
158,0.04774699491013204
159,0.04774699491013204
160,0.04774699491013204
