Busbars,CCGT_Derated_Capacity_kW,OCGT_Derated_Capacity_kW,Coal_Derated_Capacity_kW,Nuclear_Derated_Capacity_kW,Wind Offshore_Derated_Capacity_kW,Wind Onshore_Derated_Capacity_kW,Solar_Derated_Capacity_kW,Hydro_Derated_Capacity_kW,Biomass_Derated_Capacity_kW,BECCS_Derated_Capacity_kW,Hydrogen_Derated_Capacity_kW,Battery_Derated_Capacity_kW,CCGT_Capacity_kW,OCGT_Capacity_kW,Coal_Capacity_kW,Nuclear_Capacity_kW,Wind Offshore_Capacity_kW,Wind Onshore_Capacity_kW,Solar_Capacity_kW,Hydro_Capacity_kW,Biomass_Capacity_kW,BECCS_Capacity_kW,Hydrogen_Capacity_kW,Battery_Capacity_kW
1,1700000.0,0.0,0,0.0,168000.0,20400.0,0.0,104160.0,135520.0,0.0,0.0,0,2000000,0,0,0.0,700000,120000.0,400000.0,124000.0,154000,0,0,0
2,1062500.0,460000.0,0,0.0,0.0,35700.0,0.0,0.0,49280.0,880000.0,0.0,0,1250000,500000,0,0.0,0,210000.0,0.0,0.0,56000,1000000,0,0
3,1275000.0,460000.0,0,0.0,0.0,30600.0,0.0,100800.0,24640.0,0.0,850000.0,0,1500000,500000,0,0.0,0,180000.0,100000.0,120000.0,28000,0,1000000,0
4,1062500.0,460000.0,0,0.0,0.0,35700.0,0.0,100800.0,86240.0,0.0,425000.0,0,1250000,500000,0,0.0,0,210000.0,100000.0,120000.0,98000,0,500000,0
5,850000.0,1380000.0,0,0.0,0.0,56100.0,0.0,67200.0,73920.0,0.0,0.0,0,1000000,1500000,0,0.0,0,330000.0,200000.0,80000.0,84000,0,0,0
6,637500.0,460000.0,0,0.0,0.0,56100.0,0.0,67200.0,98560.0,0.0,425000.0,0,750000,500000,0,0.0,0,330000.0,0.0,80000.0,112000,0,500000,0
7,637500.0,0.0,0,1620000.0,132000.0,71400.0,0.0,67200.0,49280.0,0.0,0.0,0,750000,0,0,2000000.0,550000,420000.0,100000.0,80000.0,56000,0,0,0
8,1487500.0,460000.0,0,0.0,144000.0,35700.0,0.0,84000.0,61600.0,0.0,425000.0,0,1750000,500000,0,0.0,600000,210000.0,0.0,100000.0,70000,0,500000,0
9,1062500.0,460000.0,0,0.0,0.0,20400.0,0.0,92400.0,61600.0,0.0,0.0,0,1250000,500000,0,0.0,0,120000.0,0.0,110000.0,70000,0,0,0
10,1487500.0,0.0,0,810000.0,132000.0,20400.0,0.0,117600.0,61600.0,0.0,850000.0,0,1750000,0,0,1000000.0,550000,120000.0,100000.0,140000.0,70000,0,1000000,0
11,637500.0,460000.0,0,1620000.0,168000.0,56100.0,0.0,0.0,24640.0,0.0,0.0,0,750000,500000,0,2000000.0,700000,330000.0,100000.0,0.0,28000,0,0,0
12,1912500.0,0.0,0,810000.0,108000.0,51000.0,0.0,100800.0,98560.0,880000.0,0.0,0,2250000,0,0,1000000.0,450000,300000.0,100000.0,120000.0,112000,1000000,0,0
13,1275000.0,0.0,0,0.0,60000.0,15300.0,0.0,0.0,73920.0,0.0,0.0,0,1500000,0,0,0.0,250000,90000.0,0.0,0.0,84000,0,0,0
14,1487500.0,0.0,0,0.0,0.0,35700.0,0.0,0.0,36960.0,0.0,0.0,0,1750000,0,0,0.0,0,210000.0,200000.0,0.0,42000,0,0,0
15,425000.0,0.0,0,0.0,84000.0,35700.0,0.0,0.0,61600.0,0.0,850000.0,0,500000,0,0,0.0,350000,210000.0,200000.0,0.0,70000,0,1000000,0
16,1062500.0,460000.0,0,0.0,156000.0,15300.0,0.0,0.0,12320.0,0.0,425000.0,0,1250000,500000,0,0.0,650000,90000.0,0.0,0.0,14000,0,500000,0
17,425000.0,0.0,0,0.0,0.0,10200.0,0.0,0.0,24640.0,0.0,425000.0,0,500000,0,0,0.0,0,60000.0,100000.0,0.0,28000,0,500000,0
18,1275000.0,0.0,0,0.0,0.0,40800.0,0.0,0.0,110880.0,1320000.0,0.0,0,1500000,0,0,0.0,0,240000.0,0.0,0.0,126000,1500000,0,0
19,1275000.0,0.0,0,0.0,84000.0,25500.0,0.0,0.0,73920.0,0.0,850000.0,0,1500000,0,0,0.0,350000,150000.0,100000.0,0.0,84000,0,1000000,0
20,1062500.0,0.0,0,1772280.0,168000.0,25500.0,0.0,0.0,49280.0,880000.0,0.0,0,1250000,0,0,2188000.0,700000,150000.0,0.0,0.0,56000,1000000,0,0
21,1275000.0,1840000.0,0,0.0,0.0,15300.0,0.0,0.0,24640.0,0.0,0.0,0,1500000,2000000,0,0.0,0,90000.0,0.0,0.0,28000,0,0,0
22,212500.0,460000.0,0,0.0,0.0,552670.0,0.0,0.0,49280.0,880000.0,425000.0,0,250000,500000,0,0.0,0,3251000.0,300000.0,0.0,56000,1000000,500000,0
23,1062500.0,460000.0,0,0.0,0.0,20400.0,0.0,0.0,86240.0,880000.0,425000.0,0,1250000,500000,0,0.0,0,120000.0,200000.0,0.0,98000,1000000,500000,0
24,212500.0,460000.0,0,0.0,0.0,30600.0,0.0,0.0,49280.0,440000.0,425000.0,0,250000,500000,0,0.0,0,180000.0,200000.0,0.0,56000,500000,500000,0
25,1487500.0,460000.0,0,0.0,0.0,25500.0,0.0,0.0,73920.0,0.0,425000.0,0,1750000,500000,0,0.0,0,150000.0,0.0,0.0,84000,0,500000,0
26,637500.0,0.0,0,0.0,180000.0,51000.0,0.0,0.0,61600.0,440000.0,0.0,0,750000,0,0,0.0,750000,300000.0,111000.0,0.0,70000,500000,0,0
27,1912500.0,460000.0,0,2430000.0,252000.0,20400.0,0.0,0.0,24640.0,0.0,425000.0,0,2250000,500000,0,3000000.0,1050000,120000.0,200000.0,0.0,28000,0,500000,0
28,1487500.0,460000.0,0,0.0,216000.0,20400.0,0.0,0.0,36960.0,880000.0,0.0,0,1750000,500000,0,0.0,900000,120000.0,0.0,0.0,42000,1000000,0,0
29,850000.0,0.0,0,810000.0,0.0,51000.0,0.0,0.0,49280.0,0.0,0.0,0,1000000,0,0,1000000.0,0,300000.0,100000.0,0.0,56000,0,0,0
30,1700000.0,460000.0,0,0.0,108000.0,30600.0,0.0,109200.0,86240.0,1320000.0,425000.0,0,2000000,500000,0,0.0,450000,180000.0,200000.0,130000.0,98000,1500000,500000,0
