,Demand,Battery,Wind Onshore,Wind Offshore,Solar,Hydro,Hydrogen,Biomass,BECCS,Nuclear,CCGT,Coal,OCGT
0,29832190.17288444,-812557.9514331605,7274217.009347381,12146259.368919376,0.0,330761.0,7552160.0,440000.0,6952350.0,0.0,812557.9514331605,0.0,0.0
1,30122093.721565057,-812557.9514331605,7196203.03760526,12211262.406965258,0.0,326076.0,7552160.0,440000.0,6952350.0,0.0,812557.9514331605,0.0,0.0
2,28940179.253867157,-812557.9514331605,6913669.011884198,12144685.542198755,0.0,310615.5,7552160.0,440000.0,6761950.0,0.0,812557.9514331605,0.0,0.0
3,27893181.437670603,-812557.9514331605,6882010.522278952,12058252.89605438,0.0,262360.0,7552160.0,440000.0,6617948.019337278,0.0,812557.9514331605,0.0,0.0
4,26672241.492265698,-812557.9514331605,6707405.4574736655,11927676.407638505,0.0,254864.0,7552160.0,230135.6271535121,6595550.0,0.0,812557.9514331605,0.0,0.0
5,26595863.057324838,-812557.9514331605,6479580.516963166,11744503.748674879,0.0,247368.0,7552160.0,440000.0,6595550.0,0.0,812557.9514331605,0.0,0.0
6,27786697.634212926,-812557.9514331605,5871332.697078959,11582544.99567037,6911.076923076921,258143.5,7552160.0,440000.0,6952350.0,0.0,812557.9514331605,0.0,0.0
7,27449406.005459506,-812557.9514331605,5387087.509105275,11598316.816542754,0.0,407595.0,7552160.0,440000.0,6952350.0,0.0,812557.9514331605,0.0,0.0
8,28578914.831665143,-812557.9514331605,4827027.089036827,10912197.071476122,9502.730769230768,353249.0,7552160.0,440000.0,7472350.0,0.0,812557.9514331605,0.0,0.0
9,31654122.474977247,-812557.9514331605,4666193.923910537,9867534.034753125,564116.6538461538,476464.5,7552160.0,440000.0,8087653.362467445,0.0,812557.9514331605,0.0,0.0
10,34665216.83348499,-286479.1051077489,4583234.4320842195,9637590.760798503,1341612.8076923077,583751.0,7552160.0,440000.0,8219070.0,0.0,2594276.9380177204,0.0,0.0
11,37265986.16924477,185532.3360296609,4560972.284494726,9320337.651999375,2220183.461538462,574849.5,7552160.0,440000.0,8219070.0,0.0,4192880.935182542,0.0,0.0
12,38922338.944495,499616.9315736871,4559890.817336837,8683521.024819374,3205011.9230769235,506448.5,7552160.0,440000.0,8219070.0,0.0,5256619.747688174,0.0,0.0
13,38983107.18835305,1189331.9854423245,4267882.99316841,6615952.107165001,2595973.26923077,510196.5,7552160.0,440000.0,8219070.0,0.0,7592540.333346527,0.0,0.0
14,38632992.90263876,1257369.6001773514,4639233.239952616,6437013.601307626,1815885.4615384617,449291.5,7552160.0,440000.0,8219070.0,0.0,7822969.499662689,0.0,0.0
15,38890003.54868062,1564242.6527564432,5121636.280152639,6220226.56006125,436261.73076923087,474122.0,7552160.0,440000.0,8219070.0,0.0,8862284.324941052,0.0,0.0
16,42187656.414922655,1952670.6795262508,5835272.343852623,7326342.337395373,1727.7692307692303,682604.5,7552160.0,440000.0,8219070.0,0.0,10177808.784917623,0.0,0.0
17,43956068.06187444,1697816.2053230088,6120185.597321074,9770214.022847997,863.8846153846151,665270.0,7552160.0,440000.0,8219070.0,0.0,9490488.351766989,0.0,0.0
18,42401739.03548679,65478.22861062735,6513409.978815766,9186110.205150373,0.0,666675.5,7552160.0,440000.0,8219070.0,0.0,9758835.12290999,0.0,0.0
19,40334503.73066423,0.0,6631012.955747346,10162470.759991871,0.0,566416.5,7552160.0,440000.0,8219070.0,0.0,6763373.514924979,0.0,0.0
20,37685231.30118288,-155557.3264113511,7049853.494463162,11077271.52204937,0.0,464752.0,7552160.0,440000.0,8219070.0,0.0,3037681.6110817,0.0,0.0
21,35059374.158325754,-643221.1155162123,6828040.926773665,10901052.460941747,0.0,376205.5,7552160.0,440000.0,8219070.0,0.0,1386066.3861265297,0.0,0.0
22,31896080.43676069,-812557.9514331605,6425859.366615806,11141269.547905128,0.0,293281.0,7552160.0,440000.0,7745860.522239778,0.0,812557.9514331605,0.0,0.0
23,29887383.34849863,-812557.9514331605,6156866.332721053,11308759.862439372,0.0,295155.0,7552160.0,440000.0,7334750.0,0.0,812557.9514331605,0.0,0.0
24,29632045.222929936,-1286889.8302855853,5848289.408684228,10637854.308270002,0.0,292812.5,7552160.0,440000.0,7472350.0,0.0,1286889.830285585,0.0,0.0
25,29808774.886260234,-1286889.8302855853,4958852.089815803,10624260.280108502,0.0,291875.5,7552160.0,440000.0,7662430.0,0.0,1286889.830285585,0.0,0.0
26,29308691.26478617,-1286889.8302855853,4123484.4752368494,10222223.448185999,0.0,261423.0,7552160.0,440000.0,7800030.0,0.0,1286889.830285585,0.0,0.0
27,29281373.430391263,-1240115.8626809842,3325577.2754210616,9175976.997980624,0.0,240340.5,7552160.0,440000.0,8219070.0,0.0,1568364.5196705714,0.0,0.0
28,29077325.932666063,-1140439.4717185507,2930202.3818684155,8673889.524847878,0.0,234250.0,7552160.0,440000.0,8219070.0,0.0,2168193.4976683194,0.0,0.0
29,29885153.321201093,-929934.2838472314,2985059.0727315852,7953332.533781624,0.0,230502.0,7552160.0,440000.0,8219070.0,0.0,3434963.9985351213,0.0,0.0
30,33269777.25204731,-504436.1496437788,3129991.7477526423,8207915.383227374,0.0,229565.0,7552160.0,440000.0,8219070.0,0.0,5995511.270711079,0.0,0.0
