,CCGT,OCGT,Coal,Nuclear,Wind Offshore,Wind Onshore,Solar,Hydro,Biomass,BECCS,Hydrogen,Battery
1,0.0,0.0,0,0,0.0,238600.0,0.0,124000,0.0,0.0,0,632011.3636363609
2,1764705.0,0.0,0,0,0.0,206400.0,0.0,0,1000000.0,0.0,0,316005.6818181804
3,823529.0,0.0,0,0,0.0,20000.0,0.0,0,750000.0,0.0,0,948017.0454545412
4,1176470.0,750000.0,0,0,0.0,439800.0,0.0,0,0.0,0.0,0,632011.3636363609
5,1529411.0,500000.0,0,860000,10000.0,381800.0,0.0,2000,1500000.0,0.0,0,1580028.4090909022
6,1058823.0,750000.0,0,0,0.0,904500.0,0.0,3000,0.0,0.0,0,948017.0454545412
7,941176.0,0.0,0,1205000,0.0,204900.0,0.0,0,250000.0,500000.0,0,1264022.7272727217
8,1294117.0,500000.0,0,0,0.0,48000.0,0.0,0,0.0,0.0,0,316005.6818181804
9,1294117.0,1250000.0,0,0,330000.0,139200.0,0.0,6000,794000.0,0.0,0,948017.0454545412
10,1058823.0,750000.0,0,1190000,62100.0,3052900.0,0.0,0,38000.0,0.0,0,0.0
11,470588.0,750000.0,0,2390000,367200.0,31300.0,0.0,0,500000.0,0.0,0,632011.3636363609
12,1058823.0,250000.0,0,980000,1232856.0,47000.0,0.0,42000,750000.0,500000.0,0,0.0
13,470588.0,250000.0,0,500000,1999998.0,108000.0,0.0,0,250000.0,0.0,0,316005.6818181804
14,1294117.0,750000.0,0,500000,0.0,17100.0,0.0,0,250000.0,0.0,0,0.0
15,705882.0,1750000.0,0,0,1714284.0,19000.0,0.0,0,250000.0,0.0,0,0.0
16,941176.0,500000.0,0,0,1236142.0,54000.0,0.0,0,0.0,0.0,0,632011.3636363609
17,941176.0,250000.0,0,0,857142.0,25000.0,0.0,0,250000.0,0.0,0,632011.3636363609
18,1294117.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0
19,1703529.0,250000.0,0,0,2128284.0,104000.0,0.0,0,0.0,0.0,0,1580028.4090909022
20,588235.0,1000000.0,0,1188000,2932569.0,177100.0,0.0,0,250000.0,0.0,0,948017.0454545412
21,1058823.0,1250000.0,0,0,0.0,50000.0,111000.0,0,500000.0,0.0,0,316005.6818181804
22,588235.0,250000.0,0,0,0.0,27500.0,0.0,0,500000.0,0.0,0,316005.6818181804
23,470588.0,250000.0,0,0,0.0,0.0,0.0,0,250000.0,0.0,0,0.0
24,941176.0,250000.0,0,0,0.0,0.0,0.0,0,250000.0,0.0,0,632011.3636363609
25,1058823.0,750000.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,632011.3636363609
26,705882.0,250000.0,0,0,0.0,28100.0,0.0,0,250000.0,500000.0,0,1264022.7272727217
27,1058823.0,750000.0,0,1040000,630000.0,60000.0,0.0,0,750000.0,0.0,0,0.0
28,1058823.0,0.0,0,0,0.0,0.0,0.0,0,250000.0,0.0,0,948017.0454545412
29,1846176.0,250000.0,0,860000,563200.0,83400.0,0.0,0,0.0,0.0,0,316005.6818181804
30,941176.0,1250000.0,0,0,0.0,73100.0,0.0,0,750000.0,0.0,0,632011.3636363609
