,CCGT,OCGT,Coal,Nuclear,Wind Offshore,Wind Onshore,Solar,Hydro,Biomass,BECCS,Hydrogen,Battery
1,0.0,0.0,0,0,0.0,0.0,0.0,124000,0.0,0.0,0.0,447119.3181818164
2,1882352.0,250000.0,0,0,0.0,0.0,0.0,0,500000.0,500000.0,0.0,1788477.2727272655
3,823529.0,0.0,0,0,0.0,0.0,0.0,0,750000.0,0.0,0.0,894238.6363636327
4,1411764.0,1000000.0,0,0,0.0,0.0,0.0,0,250000.0,0.0,1.5,1788477.2727272655
5,2470587.0,2250000.0,0,0,0.0,0.0,0.0,2000,1500000.0,0.0,0.0,894238.6363636327
6,1529411.0,500000.0,0,0,0.0,0.0,0.0,3000,0.0,0.0,1.5,894238.6363636327
7,1647058.0,250000.0,0,1205000,0.0,0.0,0.0,0,500000.0,500000.0,0.0,447119.3181818164
8,1529411.0,750000.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.5,1788477.2727272655
9,1411764.0,1250000.0,0,0,150000.0,0.0,0.0,6000,750000.0,0.0,1.5,0.0
10,1294117.0,1000000.0,0,1190000,62100.0,2951000.0,0.0,0,0.0,0.0,0.0,0.0
11,470588.0,1000000.0,0,2390000,367200.0,0.0,0.0,0,500000.0,0.0,0.0,0.0
12,1294117.0,250000.0,0,0,285714.0,0.0,0.0,42000,750000.0,500000.0,0.0,1341357.954545449
13,823529.0,500000.0,0,500000,2285712.0,0.0,0.0,0,0.0,0.0,0.0,1788477.2727272655
14,1529411.0,1250000.0,0,500000,0.0,0.0,0.0,0,500000.0,0.0,1.5,894238.6363636327
15,823529.0,1500000.0,0,500000,1999998.0,0.0,0.0,0,250000.0,0.0,0.0,447119.3181818164
16,1294117.0,750000.0,0,0,1567713.0,0.0,0.0,0,500000.0,0.0,0.0,1341357.954545449
17,1882352.0,1000000.0,0,500000,2571426.0,0.0,0.0,0,500000.0,0.0,3.0,1341357.954545449
18,1411764.0,250000.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.5,1341357.954545449
19,1411764.0,500000.0,0,0,3316997.0,0.0,0.0,0,0.0,0.0,1.5,0.0
20,1176470.0,1000000.0,0,1688000,3361140.0,0.0,0.0,0,500000.0,0.0,0.0,447119.3181818164
21,1411764.0,1500000.0,0,0,0.0,0.0,111000.0,0,500000.0,0.0,0.0,447119.3181818164
22,823529.0,500000.0,0,500000,0.0,0.0,0.0,0,500000.0,1000000.0,1.5,447119.3181818164
23,941176.0,500000.0,0,0,0.0,0.0,0.0,0,500000.0,0.0,4.5,0.0
24,1411764.0,250000.0,0,500000,0.0,0.0,0.0,0,250000.0,0.0,0.0,0.0
25,1411764.0,750000.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,447119.3181818164
26,1411764.0,500000.0,0,500000,0.0,0.0,0.0,0,250000.0,1000000.0,0.0,1788477.2727272655
27,1411764.0,500000.0,0,1040000,630000.0,0.0,0.0,0,500000.0,0.0,1.5,1341357.954545449
28,1176470.0,0.0,0,0,0.0,0.0,0.0,0,500000.0,0.0,0.0,894238.6363636327
29,1411764.0,1000000.0,0,0,563200.0,0.0,0.0,0,0.0,0.0,4.5,894238.6363636327
30,1058823.0,1500000.0,0,0,0.0,0.0,0.0,0,500000.0,500000.0,1.5,447119.3181818164
