bidPrice,Capacity,indx,Type,ConstructionTime,DeRateCap,Battery,bidBus,STRIKEPriceGBP
0.0,117647,9.0,CCGT,3,99999.95,0,23,0.0
0.0,250000,35.0,OCGT,2,230000.0,0,12,0.0
0.0,250000,27.0,OCGT,2,230000.0,0,21,0.0
