,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2,Curtailement,Loss of load
0,31760303.002729747,11528147.780706711,3018677.780706711,3018677.780706711,0.0,0.0,0.0
1,32068943.58507735,11984631.438123386,3475161.4381233864,3475161.4381233864,0.0,0.0,0.0
2,30810639.672429472,11369116.061541326,2859646.0615413263,2859646.0615413263,0.0,0.0,0.0
3,29695972.338489536,10434865.369492844,1925395.3694928437,1925395.3694928437,0.0,0.0,0.0
4,28396120.655141037,9561289.310285766,1051819.3102857657,1051819.3102857657,0.0,0.0,0.0
5,28314805.73248408,10036926.792474225,1527456.7924742252,1527456.7924742252,0.0,0.0,0.0
6,29582606.27843494,12619559.739284381,4110089.7392843813,4110089.7392843813,0.0,0.0,0.0
7,29223514.831665143,13014025.618461207,4504555.618461207,4504555.618461207,0.0,0.0,0.0
8,30426026.02365787,15732560.72870619,7223090.72870619,7223090.72870619,0.0,0.0,0.0
9,33699990.35486806,19485528.16846499,10976058.168464988,10976058.168464988,0.0,0.0,0.0
10,36905697.63421292,22726683.96158437,14217213.96158437,14217213.96158437,0.0,0.0,0.0
11,39674559.78161965,25629478.10846304,17120008.10846304,17120008.10846304,0.0,0.0,0.0
12,41437965.87807098,27695366.845359676,19185896.845359676,19185896.845359676,0.0,0.0,0.0
13,41502661.69244767,29148422.492882878,20638952.492882878,20638952.492882878,0.0,0.0,0.0
14,41129918.83530482,28205459.19490476,19695989.19490476,19695989.19490476,0.0,0.0,0.0
15,41403540.582347594,27572803.888721578,19063333.888721578,19063333.888721578,0.0,0.0,0.0
16,44914327.206551395,28849993.11741095,20340523.11741095,20340523.11741095,0.0,0.0,0.0
17,46797034.75887169,29275638.754786678,20766168.754786678,20766168.754786678,0.0,0.0,0.0
18,45142246.40582347,27007084.021774136,18497614.021774136,18497614.021774136,0.0,0.0,0.0
19,42941401.637852594,24375965.14207955,15866495.14207955,15866495.14207955,0.0,0.0,0.0
20,40120901.546860784,20518727.855100915,12009257.855100915,12009257.855100915,0.0,0.0,0.0
21,37325330.11828935,18403723.66105907,9894253.66105907,9894253.66105907,0.0,0.0,0.0
22,33957586.533212006,15933302.329537649,7423832.329537649,7423832.329537649,0.0,0.0,0.0
23,31819063.42129208,14294303.212163802,5784833.212163802,5784833.212163802,0.0,0.0,0.0
24,31547222.29299364,14917380.63273048,6407910.63273048,6407910.63273048,0.0,0.0,0.0
25,31735374.340309374,16976010.912822526,8466540.912822526,8466540.912822526,0.0,0.0,0.0
26,31202969.33575978,18392715.640707165,9883245.640707165,9883245.640707165,0.0,0.0,0.0
27,31173885.896269333,20452727.86776605,11943257.867766049,11943257.867766049,0.0,0.0,0.0
28,30956650.409463145,21257263.388374336,12747793.388374336,12747793.388374336,0.0,0.0,0.0
29,31816689.262966327,22271082.914805137,13761612.914805137,13761612.914805137,0.0,0.0,0.0
30,35420068.06187442,25479658.881272443,16970188.881272443,16970188.881272443,0.0,0.0,0.0
31,40471683.439490445,29327934.72441151,20818464.72441151,20818464.72441151,0.0,0.0,0.0
32,44353432.30209281,31349898.880054593,22840428.880054593,22840428.880054593,0.0,0.0,0.0
33,47692092.44767971,32487946.48856838,23978476.48856838,23978476.48856838,0.0,0.0,0.0
34,49321358.59872611,32531941.889032513,24022471.889032513,24022471.889032513,0.0,0.0,0.0
35,50111953.32120108,32382681.434459914,23873211.434459914,23873211.434459914,0.0,0.0,0.0
36,50812330.02729754,30600560.413881022,22091090.413881022,22091090.413881022,0.0,0.0,0.0
37,50607558.871701546,30382697.10114257,21873227.10114257,21873227.10114257,0.0,0.0,0.0
38,49828834.940855324,29215766.456096444,20706296.456096444,20706296.456096444,0.0,0.0,0.0
39,50193268.24385804,29858867.427175365,21349397.427175365,21349397.427175365,0.0,0.0,0.0
40,52959756.23293902,35717875.782416776,27208405.782416776,27208405.782416776,0.0,0.0,0.0
41,54752245.7688808,37998117.45905869,29488647.459058687,29488647.459058687,0.0,0.0,0.0
42,53509373.88535032,37654170.33821546,29144700.338215463,29144700.338215463,0.0,0.0,0.0
43,50510811.9199272,33707257.3837693,25197787.383769304,25197787.383769304,0.0,0.0,0.0
44,46626095.359417655,28849256.35685843,20339786.35685843,20339786.35685843,0.0,0.0,0.0
45,41816050.591446765,22738878.705969803,14229408.705969803,14229408.705969803,0.0,0.0,0.0
46,36632669.426751584,17345572.70143907,8836102.701439071,8836102.701439071,0.0,0.0,0.0
47,32701063.23930846,13422832.674673613,4913362.674673613,4913362.674673613,0.0,0.0,0.0
48,32022647.497725204,12564929.970899537,4055459.970899537,4055459.970899537,0.0,0.0,0.0
49,31602421.474067334,11236716.232705504,2727246.2327055037,2727246.2327055037,0.0,0.0,0.0
50,31388153.685168333,10528539.581770334,2019069.5817703344,2019069.5817703344,0.0,0.0,0.0
51,30931128.207461324,10322847.03316528,1813377.0331652798,1813377.0331652798,0.0,0.0,0.0
52,30728731.210191082,10215840.396427948,1706370.396427948,1706370.396427948,0.0,0.0,0.0
53,31401211.555959962,11278474.671729721,2769004.671729721,2769004.671729721,0.0,0.0,0.0
54,35243193.266606,15467611.199938238,6958141.199938238,6958141.199938238,0.0,0.0,0.0
55,41120422.202001825,21677007.026064336,13167537.026064336,13167537.026064336,0.0,0.0,0.0
56,44740420.109190166,24663045.14215096,16153575.14215096,16153575.14215096,0.0,0.0,0.0
57,47137726.47861692,26083336.185458522,17573866.185458522,17573866.185458522,0.0,0.0,0.0
58,48041687.261146486,26711379.927858282,18201909.927858282,18201909.927858282,0.0,0.0,0.0
59,48445887.71610554,26552965.084116153,18043495.084116153,18043495.084116153,0.0,0.0,0.0
60,48929028.93539581,27572378.467295334,19062908.467295334,19062908.467295334,0.0,0.0,0.0
61,48489809.64513193,26869578.921576247,18360108.921576247,18360108.921576247,0.0,0.0,0.0
62,48440545.85987261,26839466.704966005,18329996.704966005,18329996.704966005,0.0,0.0,0.0
63,49001440.7643312,28654309.64328969,20144839.64328969,20144839.64328969,0.0,0.0,0.0
64,52315172.24749771,31708366.994307443,23198896.994307443,23198896.994307443,0.0,0.0,0.0
65,54700014.285714276,34978420.57341342,26468950.573413417,26468950.573413417,0.0,0.0,0.0
66,53634017.197452225,34216396.35383762,25706926.353837617,25706926.353837617,0.0,0.0,0.0
67,51432578.88989991,32180795.007732138,23671325.007732138,23671325.007732138,0.0,0.0,0.0
68,47869560.78252957,28582953.588105217,20073483.588105217,20073483.588105217,0.0,0.0,0.0
69,43280312.73885349,24270445.70868903,15760975.70868903,15760975.70868903,0.0,0.0,0.0
70,38531996.08735214,20611485.733654767,12102015.733654767,12102015.733654767,0.0,0.0,0.0
71,35440841.94722475,19122721.589616206,10613251.589616206,10613251.589616206,0.0,0.0,0.0
72,35716837.85259328,21690446.033497877,13180976.033497877,13180976.033497877,0.0,0.0,0.0
73,35190368.24385805,22534752.74626924,14025282.746269241,14025282.746269241,0.0,0.0,0.0
74,34461501.63785258,23994474.5612835,15485004.561283499,15485004.561283499,0.0,0.0,0.0
75,34040682.07461328,25045175.60587973,16535705.605879731,16535705.605879731,0.0,0.0,0.0
76,33836504.458598725,25876637.54280267,17367167.54280267,17367167.54280267,0.0,0.0,0.0
77,35238444.9499545,27347875.674576215,18838405.674576215,18838405.674576215,0.0,0.0,0.0
78,39101200.54595085,30780786.287437692,22271316.287437692,22271316.287437692,0.0,0.0,0.0
79,45183200.63694269,36888175.09485717,28378705.09485717,28378705.09485717,0.0,0.0,0.0
80,48119440.94631483,39909819.12376119,31400349.123761192,31400349.123761192,0.0,0.0,0.0
81,49506542.94813467,41279602.4453037,32770132.4453037,32770132.4453037,0.0,0.0,0.0
82,49672734.03093721,40252088.45623428,31742618.456234276,31742618.456234276,0.0,0.0,0.0
83,50228880.61874432,39350024.18721901,30840554.18721901,30840554.18721901,0.0,0.0,0.0
84,50465109.37215648,37871867.30922505,29362397.309225053,29362397.309225053,0.0,0.0,0.0
85,50399820.01819836,37060547.55909334,28551077.55909334,28551077.55909334,0.0,0.0,0.0
86,49774822.83894449,36423391.80361046,27913921.80361046,27913921.80361046,0.0,0.0,0.0
87,50124417.652411275,36697672.675886236,28188202.675886236,28188202.675886236,0.0,0.0,0.0
88,53266616.19654231,38905886.14014807,30396416.140148073,30396416.140148073,0.0,0.0,0.0
89,55608129.84531392,40783342.5390047,32273872.5390047,32273872.5390047,0.0,0.0,0.0
90,54673305.004549585,40333053.52886536,31823583.52886536,31823583.52886536,0.0,0.0,0.0
91,52481363.33030027,38886131.01007001,30376661.01007001,30376661.01007001,0.0,0.0,0.0
92,48993131.21019108,36388904.60163187,27879434.601631872,27879434.601631872,0.0,0.0,0.0
93,44620525.11373976,33092006.33138779,24582536.33138779,24582536.33138779,0.0,0.0,0.0
94,40019999.81801638,30634389.333874937,22124919.333874937,22124919.333874937,0.0,0.0,0.0
95,36546012.6478617,28269541.55101301,19760071.55101301,19760071.55101301,0.0,0.0,0.0
96,36547793.26660601,29215011.130474433,20705541.130474433,20705541.130474433,0.0,0.0,0.0
97,36035568.607825294,29304548.911897667,20795078.911897667,20795078.911897667,0.0,0.0,0.0
98,34976100.45495904,28989829.000912983,20480359.000912983,20480359.000912983,0.0,0.0,0.0
99,34152861.055505,28300143.921784602,19790673.921784602,19790673.921784602,0.0,0.0,0.0
100,33651913.64877161,28004476.023255166,19495006.023255166,19495006.023255166,0.0,0.0,0.0
