Busbars,CCGT_Derated_Capacity_kW,OCGT_Derated_Capacity_kW,Coal_Derated_Capacity_kW,Nuclear_Derated_Capacity_kW,Wind Offshore_Derated_Capacity_kW,Wind Onshore_Derated_Capacity_kW,Solar_Derated_Capacity_kW,Hydro_Derated_Capacity_kW,Biomass_Derated_Capacity_kW,BECCS_Derated_Capacity_kW,Hydrogen_Derated_Capacity_kW,Battery_Derated_Capacity_kW,CCGT_Capacity_kW,OCGT_Capacity_kW,Coal_Capacity_kW,Nuclear_Capacity_kW,Wind Offshore_Capacity_kW,Wind Onshore_Capacity_kW,Solar_Capacity_kW,Hydro_Capacity_kW,Biomass_Capacity_kW,BECCS_Capacity_kW,Hydrogen_Capacity_kW,Battery_Capacity_kW
1,1062500.0,920000.0,0.0,0.0,60000.0,260610.00000000003,0.0,367080.0,12320.0,0.0,0.0,0,1250000.0,1000000.0,0.0,0.0,250000.0,1533000.0,0.0,437000.0,14000.0,0,0,0
2,1215500.0,460000.0,0.0,0.0,0.0,559130.0000000001,0.0,0.0,0.0,0.0,0.0,0,1430000.0,500000.0,0.0,0.0,0.0,3289000.0,100000.0,0.0,0.0,0,0,0
3,212500.0,460000.0,0.0,0.0,0.0,14960.0,0.0,190680.0,0.0,0.0,0.0,0,250000.0,500000.0,0.0,0.0,0.0,88000.0,0.0,227000.0,0.0,0,0,0
4,637500.0,0.0,0.0,0.0,0.0,273190.0,0.0,105000.0,12320.0,0.0,0.0,0,750000.0,0.0,0.0,0.0,0.0,1607000.0,200000.0,125000.0,14000.0,0,0,0
5,637500.0,920000.0,0.0,696600.0,2400.0,243610.00000000003,0.0,206640.0,0.0,0.0,0.0,0,750000.0,1000000.0,0.0,860000.0,10000.0,1433000.0,200000.0,246000.0,0.0,0,0,0
6,0.0,0.0,0.0,0.0,0.0,524280.00000000006,0.0,51240.0,12320.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3084000.0,0.0,61000.0,14000.0,0,0,0
7,2008550.0,0.0,1013760.0,976050.0000000001,24000.0,203830.00000000003,0.0,26040.0,0.0,0.0,0.0,0,2363000.0,0.0,1152000.0,1205000.0,100000.0,1199000.0,200000.0,31000.0,0.0,0,0,0
8,637500.0,0.0,0.0,0.0,60960.0,112880.00000000001,0.0,28560.0,0.0,0.0,0.0,0,750000.0,0.0,0.0,0.0,254000.0,664000.0,0.0,34000.0,0.0,0,0,0
9,0.0,0.0,0.0,0.0,79200.0,93160.0,0.0,66360.0,38720.0,0.0,0.0,0,0.0,0.0,0.0,0.0,330000.0,548000.0,300000.0,79000.0,44000.0,0,0,0
10,1275000.0,38640.0,0.0,963900.0000000001,50904.0,393380.00000000006,0.0,33600.0,45760.0,0.0,0.0,0,1500000.0,42000.0,0.0,1190000.0,212100.0,2314000.0,0.0,40000.0,52000.0,0,0,0
11,212500.0,0.0,0.0,1935900.0000000002,169728.0,115770.00000000001,0.0,0.0,12320.0,0.0,0.0,0,250000.0,0.0,0.0,2390000.0,707200.0,681000.0,0.0,0.0,14000.0,0,0,0
12,1385500.0,1380000.0,0.0,793800.0,33600.0,78710.0,0.0,67200.0,0.0,0.0,425000.0,0,1630000.0,1500000.0,0.0,980000.0,140000.0,463000.0,0.0,80000.0,0.0,0,500000,0
13,47600.0,183080.0,0.0,0.0,86400.0,89590.0,0.0,0.0,12320.0,0.0,0.0,0,56000.0,199000.0,0.0,0.0,360000.0,527000.0,0.0,0.0,14000.0,0,0,0
14,1161100.0,528080.0,1767040.0,0.0,0.0,182240.00000000003,0.0,0.0,12320.0,440000.0,0.0,0,1366000.0,574000.0,2008000.0,0.0,0.0,1072000.0,0.0,0.0,14000.0,500000,0,0
15,0.0,460000.0,0.0,0.0,24000.0,13430.0,0.0,0.0,12320.0,0.0,0.0,0,0.0,500000.0,0.0,0.0,100000.0,79000.0,0.0,0.0,14000.0,0,0,0
16,2749750.0,460000.0,0.0,0.0,162960.0,114410.00000000001,0.0,0.0,24640.0,0.0,0.0,0,3235000.0,500000.0,0.0,0.0,679000.0,673000.0,100000.0,0.0,28000.0,0,0,0
17,595000.0,460000.0,0.0,351540.0,0.0,125800.00000000001,0.0,0.0,36960.0,0.0,0.0,0,700000.0,500000.0,0.0,434000.0,0.0,740000.0,0.0,0.0,42000.0,0,0,0
18,425000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24640.0,440000.0,425000.0,0,500000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,28000.0,500000,500000,0
19,2354500.0,460000.0,0.0,0.0,159360.0,143140.0,0.0,0.0,49280.0,0.0,0.0,0,2770000.0,500000.0,0.0,0.0,664000.0,842000.0,0.0,0.0,56000.0,0,0,0
20,357000.0,0.0,0.0,1772280.0,195360.0,88400.0,0.0,0.0,36960.0,0.0,0.0,0,420000.0,0.0,0.0,2188000.0,814000.0,520000.0,0.0,0.0,42000.0,0,0,0
21,0.0,475640.0,0.0,0.0,0.0,68170.0,0.0,0.0,33440.0,0.0,0.0,0,0.0,517000.0,0.0,0.0,0.0,401000.0,0.0,0.0,38000.0,0,0,0
22,212500.0,0.0,0.0,0.0,0.0,575960.0000000001,0.0,0.0,24640.0,0.0,850000.0,0,250000.0,0.0,0.0,0.0,0.0,3388000.0,0.0,0.0,28000.0,0,1000000,0
