,2033
0,-0.01
1,-0.01
2,-0.01
3,-0.01
4,-0.01
5,-0.01
6,-0.01
7,-0.01
8,-0.01
9,-0.01
10,-0.01
11,0.05246344115574623
12,0.05246344115574623
13,0.05246344115574623
14,0.05246344115574623
15,0.05246344115574623
16,0.05246344115574623
17,0.05246344115574623
18,0.05246344115574623
19,0.05246344115574623
20,0.05246344115574623
21,-0.01
22,-0.01
23,-0.01
24,-0.01
25,-0.01
26,-0.01
27,-0.01
28,-0.01
29,0.05246344115574623
30,0.05246344115574623
31,0.05601160596768755
32,0.05601160596768755
33,0.05601160596768755
34,0.05601160596768755
35,0.05601160596768755
36,0.05601160596768755
37,0.05601160596768755
38,0.05601160596768755
39,0.05601160596768755
40,0.05601160596768755
41,0.05601160596768755
42,0.05601160596768755
43,0.05601160596768755
44,0.05246344115574623
45,0.05246344115574623
46,-0.01
47,-0.01
48,-0.01
49,-0.01
50,-0.01
51,-0.01
52,-0.01
53,-0.01
54,-0.01
55,0.05246344115574623
56,0.05246344115574623
57,0.05246344115574623
58,0.05246344115574623
59,0.05246344115574623
60,0.05246344115574623
61,0.05246344115574623
62,0.05246344115574623
63,0.05246344115574623
64,0.05601160596768755
65,0.05601160596768755
66,0.05601160596768755
67,0.05601160596768755
68,0.05246344115574623
69,0.05246344115574623
70,-0.01
71,-0.01
72,-0.01
73,-0.01
74,-0.01
75,0.05246344115574623
76,0.05246344115574623
77,0.05246344115574623
78,0.05601160596768755
79,0.05601160596768755
80,0.05601160596768755
81,0.05601160596768755
82,0.05601160596768755
83,0.05601160596768755
84,0.05601160596768755
85,0.05601160596768755
86,0.05601160596768755
87,0.05601160596768755
88,0.05601160596768755
89,0.05601160596768755
90,0.05601160596768755
91,0.05601160596768755
92,0.05601160596768755
93,0.05601160596768755
94,0.05246344115574623
95,0.05246344115574623
96,0.05601160596768755
97,0.05601160596768755
98,0.05601160596768755
99,0.05601160596768755
100,0.05601160596768755
101,0.05601160596768755
102,0.05601160596768755
103,0.05601160596768755
104,0.05601160596768755
105,0.05601160596768755
106,0.05601160596768755
107,0.05601160596768755
108,0.05601160596768755
109,0.05601160596768755
110,0.05601160596768755
111,0.05601160596768755
112,0.05601160596768755
113,0.05974303306993023
114,0.05601160596768755
115,0.05601160596768755
116,0.05601160596768755
117,0.05601160596768755
118,0.05601160596768755
119,0.05601160596768755
120,0.05601160596768755
121,0.05246344115574623
122,0.05246344115574623
123,0.05246344115574623
124,0.05246344115574623
125,0.05246344115574623
126,0.05246344115574623
127,0.05246344115574623
128,0.05246344115574623
129,0.05601160596768754
130,0.05246344115574623
131,0.05246344115574623
132,0.05246344115574623
133,0.05246344115574623
134,0.05246344115574623
135,0.05246344115574623
136,0.05601160596768755
137,0.05601160596768755
138,0.05601160596768755
139,0.05601160596768755
140,0.05601160596768755
141,0.05601160596768754
142,0.05246344115574623
143,0.05246344115574623
144,0.05246344115574623
145,0.05246344115574623
146,0.05246344115574623
147,0.05246344115574623
148,0.05246344115574623
149,-0.01
150,0.05246344115574623
151,0.05246344115574623
152,0.05246344115574623
153,0.05246344115574623
154,0.05246344115574623
155,0.05246344115574623
156,0.05246344115574623
