,Wind Onshore,Wind Offshore,Solar,Hydro
0,3714049.000926316,6322398.197101874,0.0,367826.0
1,3674216.8494473686,6356233.724408251,0.0,362616.0
2,3529961.431357896,6321578.985283751,0.0,345423.0
3,3513797.329910527,6276588.870256877,0.0,291760.0
4,3424647.9732631575,6208620.9033405,0.0,283424.0
5,3308325.764068421,6113275.459643375,0.0,275088.0
6,2997768.324710528,6028972.325904875,34.15384615384615,287071.0
7,2750523.795947369,6037181.909515751,0.0,453270.0
8,2464569.741931578,5680041.319359625,46.96153846153846,392834.0
9,2382452.002594738,5136270.970040625,2787.8076923076924,529857.0
10,2340094.7815578952,5016580.3808205,6630.115384615385,649166.0
11,2328728.2376526315,4851443.080341876,10971.923076923076,639267.0
12,2328176.0652315794,4519965.859801875,15838.846153846152,563201.0
13,2179083.54211579,3443750.2447450003,12829.038461538461,567369.0
14,2368686.4933736837,3350608.7719291253,8973.923076923076,499639.0
15,2614990.463573683,3237766.29449625,2155.9615384615386,527252.0
16,2979356.7322736825,3813524.162329875,8.538461538461538,759097.0
17,3124826.9296894753,5085613.738944,4.269230769230769,739820.0
18,3325598.314342105,4781574.708344875,0.0,741383.0
19,3385643.7073263144,5289792.096444376,0.0,629889.0
20,3599494.11656842,5765966.242991876,0.0,516832.0
21,3486241.687563157,5674240.301662751,0.0,418363.0
22,3280896.972142104,5799278.639096624,0.0,326146.0
23,3143555.2750894744,5886461.073661875,0.0,328230.0
24,2986002.948157896,5537239.80831,0.0,325625.0
25,2531876.575342105,5530163.8142505,0.0,324583.0
26,2105356.9581315788,5320894.6998580005,0.0,290718.0
27,1697963.7727894736,4776300.148598125,0.0,267273.0
28,1496094.38581579,4514952.449812375,0.0,260500.0
29,1524102.9587842107,4139886.507051125,0.0,256332.0
30,1598102.2711736844,4272402.543425875,0.0,255290.0
31,1956483.0654473691,3864557.316007001,0.0,266752.0
32,2337958.471231579,3994322.963059375,38.42307692307692,398565.0
33,2750865.5459052627,4330688.008833,392.7692307692308,572058.0
34,3236606.774542106,3813419.3697521253,1502.7692307692307,534546.0
35,3434521.040005264,4051770.9195316248,2877.4615384615386,500160.0
36,3892475.3108210517,4922754.429500751,4089.9230769230767,488177.0
37,3810032.9836421055,5489085.955459625,4358.884615384615,457438.0
38,3846530.834494738,5863263.656371375,1951.0384615384614,457959.0
39,3752048.9099999997,5957848.938036251,234.8076923076923,497034.0
40,3056788.4678210528,5073703.979313999,89.65384615384615,744509.0
41,2873971.6410000003,5417920.151547626,29.884615384615383,759097.0
42,2673001.0265684216,5367503.278030125,0.0,734089.0
43,2888790.7548947376,5556854.317466,0.0,688762.0
44,3137989.899410527,5818571.28533525,0.0,537672.0
45,3465237.4963736846,5878884.403953126,0.0,482446.0
46,3609147.8066999996,5389544.650216875,0.0,457438.0
47,3625956.2336684205,5240388.217845125,0.0,474631.0
48,3677498.544457894,5226650.409914374,0.0,460043.0
49,3926294.752342107,5148540.850195751,0.0,422010.0
50,4054072.6738263173,5256230.194202125,0.0,353238.0
51,4005567.31135263,5199875.90629925,0.0,344902.0
52,3933273.017857895,5522143.023616999,0.0,329272.0
53,3781776.6792631587,5839593.009106751,0.0,335524.0
54,3723741.4923631568,5643678.294880375,0.0,353759.0
55,3651162.5316000003,5645130.420600625,0.0,330835.0
56,3706386.862405263,6030522.590705875,140.8846153846154,419405.0
57,3854273.933431579,6121997.36252325,5157.2307692307695,585604.0
58,3902753.552731579,6091621.653656876,12081.923076923076,604360.0
59,4067923.993626316,6171649.08388575,15241.153846153846,472547.0
60,3924174.4848631574,6224427.117151124,17162.30769230769,470984.0
61,3994033.9964526314,6306041.406414501,13072.384615384615,445455.0
62,3997670.4995526318,6342095.874970376,6587.423076923077,449102.0
63,3704270.325821054,6333334.0511085,870.9230769230769,457959.0
64,3672341.701752631,6294700.520778,59.76923076923077,734610.0
65,3400348.282752631,6342227.281536125,42.69230769230769,863297.0
66,3345118.728694737,6328594.266183125,4.269230769230769,819533.0
67,3394159.474563157,6265866.759841376,0.0,609570.0
68,3424060.3573421035,6324801.772893126,0.0,525689.0
69,3365386.068173684,6300969.778326251,0.0,513185.0
70,3130803.449968421,6209499.164944501,0.0,472547.0
71,2767022.558652632,6107145.925532125,0.0,448060.0
72,2250134.3283947376,5895900.722530625,0.0,433472.0
73,1932425.136915789,5826815.799805377,0.0,421489.0
74,1494986.3100789473,5375916.624986626,0.0,370952.0
75,1239988.9820526321,4864716.806856874,0.0,327188.0
76,1175701.561752632,3771563.0518122497,0.0,322499.0
77,1191717.173589474,3523454.980369375,0.0,347507.0
78,1383091.926757895,3024144.1296915,0.0,343339.0
79,1493180.557026316,2250061.31834325,0.0,385019.0
80,1454505.3560052633,2201465.8396295,546.4615384615385,451186.0
81,1350103.3554947365,2452056.4971404998,1536.923076923077,620511.0
82,1702703.1283736846,2087429.8911722503,5614.038461538461,594982.0
83,2031506.5084421055,2525743.9764155,8278.038461538461,449102.0
84,2113646.260057895,4479737.153565625,9819.23076923077,445976.0
85,2144718.2706947364,5447706.194242376,11185.384615384615,399086.0
86,2141144.8197157886,5552043.8391350005,7616.307692307692,392313.0
87,2130995.2936736844,5744714.973573876,2313.9230769230767,415237.0
88,2213786.8325999994,5859027.87384375,4.269230769230769,764307.0
89,2277116.905310527,5944538.617287749,0.0,858087.0
90,2201012.622110526,5920827.217354,0.0,757013.0
91,2085195.576063158,5835707.366858751,0.0,620511.0
92,1894887.112610526,5837174.46294725,0.0,483488.0
93,1641222.833273684,5879491.535554376,0.0,441808.0
94,1261428.9417473683,5234741.062266375,0.0,355322.0
95,1104884.3294842106,4562996.51996225,0.0,357406.0
96,1017987.6870789476,3745459.719707,0.0,347507.0
97,1022019.2919315789,2948558.7403972503,0.0,307911.0
98,923265.8660526313,2509125.20428375,0.0,287071.0
99,905975.0343947366,2428815.000432375,0.0,282903.0
100,945832.9290473682,1915166.6954066248,0.0,276651.0
101,953846.8909421051,1907855.3338907503,0.0,308432.0
102,959862.2125263159,2099441.948318625,0.0,337608.0
103,992193.0270473682,2163877.740015125,0.0,389708.0
104,966686.392089474,1571514.40704375,247.6153846153846,455875.0
105,988771.4234842104,1311156.4159367501,4264.961538461538,580394.0
106,999441.7824315791,1664893.742377375,10801.153846153846,581957.0
107,980517.9381473684,1857166.4986833748,16095.0,489219.0
108,1034312.9631789469,1876952.3353871256,17461.153846153844,380851.0
109,1081731.5160157892,2049111.5702621252,12905.884615384615,370952.0
110,1138148.2407789472,2185097.4053223752,8982.461538461539,392834.0
111,1244281.0033578952,2211604.9373703753,1878.4615384615383,555386.0
112,1295345.0134421047,2223779.173506125,42.69230769230769,939884.0
113,1429956.8148157895,2227499.3100162502,42.69230769230769,972707.0
114,1664074.9366263153,2337371.0010386254,17.076923076923077,857045.0
115,2000669.5441736844,2322185.2258232497,0.0,516832.0
116,2213277.192378947,1776156.0142727504,0.0,466816.0
117,2426888.0781789487,1307940.281824375,0.0,400649.0
118,2751943.401394736,962568.8961741249,0.0,380851.0
119,2872854.984205262,778104.8502847499,0.0,402212.0
120,3067667.010694735,680080.542358,0.0,331356.0
121,3127457.210478949,973221.1448711251,0.0,284987.0
122,3153545.1188368415,1140239.7216265001,0.0,258416.0
123,3607583.815626315,1215681.229048125,0.0,255811.0
124,3868564.7526315795,1582400.3598228754,0.0,259979.0
125,3898225.738878946,2164107.2856616247,0.0,308953.0
126,3879439.9377000006,2280961.8217855,0.0,308953.0
127,3901277.6107736845,2341237.51448275,0.0,374078.0
128,3776934.9106184226,2812837.3818427497,612.6346153846154,639788.0
129,3834830.002421052,3254785.1081351256,3919.153846153846,709602.0
130,3621676.5243157884,3578804.5902252505,10886.538461538461,722106.0
131,3268277.593784211,4026335.4321877505,15241.153846153846,478278.0
132,3159647.743357894,3857249.2812396255,15070.384615384615,407943.0
133,3063289.5518999994,4830237.553715751,13648.73076923077,330314.0
134,2878598.6966526313,5176882.252354375,7876.730769230769,329793.0
135,2792154.9848684203,5282741.88468575,2079.1153846153848,356364.0
136,2577838.959963158,5212189.034184875,51.230769230769226,552781.0
137,2300185.773647369,5326445.379730251,8.538461538461538,699182.0
138,2349832.789910527,5271727.020402251,4.269230769230769,684073.0
139,2233058.3962736847,5336206.05982925,0.0,451707.0
140,2123762.5811368423,5053406.655028377,0.0,393355.0
141,1902485.452831579,4706115.7354936255,0.0,355322.0
142,1701407.3886315795,4681498.62828075,0.0,308953.0
143,1582453.0332,4686980.278121625,0.0,321457.0
144,1534493.5006263163,4572760.52680975,0.0,307911.0
145,1477757.0381842107,4537739.845350251,0.0,246954.0
146,1400377.9082526313,4477663.757563001,0.0,241223.0
147,1101704.4878999996,2373529.430485125,0.0,234971.0
148,1294769.7094736844,4631650.62875675,0.0,229240.0
149,1303771.239205263,4691564.537554625,0.0,226635.0
150,1373439.72898421,4697088.603438875,0.0,247996.0
151,1387967.4600000004,4491698.477797375,0.0,270920.0
152,1337665.2986210529,4322673.8716965,994.7307692307692,359490.0
153,1316365.6205684214,4244984.313976,10399.846153846154,493387.0
