,Year,Wind Onshore,Wind Offshore,Solar,Hydro,Nuclear,CCGT,Coal,OCGT,BECCS,Biomass,Hydrogen
0,2010,55640.0,13412.0,1110.0,14240.0,101470.0,256160.0,284120.0,2140.0,0.0,820.0,0.0
