,CCGT,OCGT,Coal,Nuclear,Biomass,BECCS,Hydrogen
0,0.0,0.0,0,9452830.0,0.0,0.0,0.0
1,0.0,0.0,0,9452830.0,0.0,0.0,0.0
2,0.0,0.0,0,9292830.0,0.0,0.0,0.0
3,0.0,0.0,0,9100030.0,0.0,0.0,0.0
4,0.0,0.0,0,9100030.0,0.0,0.0,0.0
5,0.0,0.0,0,9100030.0,0.0,0.0,0.0
6,0.0,0.0,0,9682270.0,0.0,0.0,0.0
7,0.0,0.0,0,9682270.0,0.0,0.0,0.0
8,0.0,0.0,0,9839070.0,733920.0,1828700.3998903763,0.0
9,58380.77534916252,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
10,3227527.95898813,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
11,5998424.342183188,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
12,7984219.696898442,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
13,9799839.88294806,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
14,8861919.376666576,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
15,8286339.712882176,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
16,9336999.125014726,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
17,9251292.700106516,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
18,7136608.013069026,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
19,4383898.680588417,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
20,426886.3829396963,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
21,0.0,0.0,0,9839070.0,733920.0,2200000.0,1831860.9248564988
22,0.0,0.0,0,9839070.0,733920.0,1662049.2792338096,0.0
23,0.0,0.0,0,9839070.0,733920.0,127193.84950102493,0.0
24,0.0,0.0,0,9839070.0,733920.0,887034.4584797136,0.0
25,0.0,0.0,0,9839070.0,733920.0,2200000.0,793674.4167538974
26,0.0,0.0,0,9839070.0,733920.0,2200000.0,2330696.979362933
27,1190103.2006137334,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
28,2104825.7195739187,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
29,3179853.4182880037,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
30,6150389.498889163,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
31,9820281.4344038,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
32,11643405.309620239,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
33,12571521.829089157,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
34,12591340.533361431,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
35,12271080.86635317,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
36,10117158.359984074,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
37,9727260.661518164,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
38,8501964.784657247,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
39,9148638.712308366,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
40,15386003.782155517,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
41,17502467.627258122,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
42,17246602.73934906,0.0,0,9839070.0,733920.0,2200000.0,3400000.0
