,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2574000.0,3370005.3731997907,1303814.1400909126,4931358.984545544,2216500.0,502004.23676881206,2866500.0,2856599.5004292876,1997114.0789746344,2931864.5408789366,1043990.0573621095,0.0,2448947.250147745,2615638.0053797737,1300000.0,4410900.0,2328469.485602863,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548360.9968000726,0.0,1829351.3223796338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691866.9917984755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495118.5533281714,2216500.0,0.0,3263460.119774334,332752.4602522255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131593.20116424572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612414.8654109389,4929225.282246843,5802361.227428339,3214839.9410255104,6802900.0,3880779.655553043,741202.5801834762,3717496.634382367,3283395.7939163595,2136498.4574172795,2907391.7830242068,789075.0546285064,0.0,2319604.8860951066,2452823.3483335376,919955.5739932136,4410900.0,2397241.2826894075,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3404700.0,4466349.786398515,6102255.127941497,9519900.0,10650900.0,7904762.84057083,12012797.960096985,9103900.0,6279878.264982298,9377026.318270825,9023416.933055699,7659839.882974155,8881187.196643725,6781298.605932966,3760900.0,8617482.212304123,8785357.280548014,7303478.725549601,10416900.0,9031494.96953483,2271646.396159202,6009900.0,5879034.989553049,4674700.754620649,2844400.0,2844400.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149345.368286632,6400615.69332359,7205071.906722136,9251590.795218326,12700639.899221316,13821663.963448726,11195466.01378885,13926900.0,12652900.0,10027354.390868753,12652900.0,12652900.0,11692209.510377035,10416900.0,10416900.0,7954152.184747294,10416900.0,10416900.0,10416900.0,10416900.0,9064900.0,6009900.0,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5222841.9880485535,6148369.292507149,8208036.719627507,11344730.566909,12466926.330670297,9991423.274585836,13926900.0,11165781.151296332,8839209.51666677,11486693.991470896,11300900.0,10420039.290823914,10416900.0,9273746.03207755,6731143.392481223,10416900.0,10416900.0,10033843.184580319,10416900.0,9064900.0,5359900.0,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3441605.9673281126,4522700.0,6331881.705749165,9578497.35969878,10650900.0,8296237.17261339,12300132.986423723,9498688.424706765,7595900.0,10295003.620767884,10084477.102353834,9103900.0,10416900.0,8370534.845088594,5562859.286773615,10416900.0,10416900.0,9064900.0,10416900.0,9064900.0,4282255.023982063,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2181259.317273345,3381780.3197119273,5190709.673589136,8291983.176447868,9209610.963039994,7170908.413342617,11027900.0,8345771.1757955775,6642039.799615797,9491761.905658744,9346782.493729815,8344492.21269118,9719412.967275664,7517900.0,5185699.140776508,9739939.307005703,9645937.942128554,8340072.50606972,10416900.0,9064900.0,3760900.0,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240213.4367715047,2362367.753915563,5258500.0,5996900.0,4043104.4773445018,7549619.658703174,4958383.634872191,3624261.197215721,6156026.2000601515,6118313.06206847,5349958.0560564995,6422888.215409659,4410900.0,2216500.0,6286522.727677412,6191056.076176055,5085925.028963268,8195461.767032072,6158049.696968362,624558.4002098448,3665474.7197163254,3161835.8125279844,2617045.81233868,1300000.0,2805688.3858373463
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115529.7112583593,4000313.309945274,4878900.0,2979942.8900191337,6167711.5103032775,3637520.756140314,2646231.8472497165,4882480.059591949,4903100.229172334,4253574.389123425,5309186.000620648,3261301.118958898,971341.5266230853,5114415.466724306,5024160.143703371,4025932.512471579,6925137.972113743,4883189.564470455,0.0,2407066.5799390525,1906532.003050983,1300000.0,47444.60552484554,1300000.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308746.9670559093,2216500.0,486868.44860714686,3294344.7311751097,757112.7809632123,0.0,1637659.7869236097,1694140.7688620389,1151588.7345186844,2015427.9096610397,121309.18523328018,0.0,1565273.3288172632,1451412.9102549255,650000.0,3119053.9390350133,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229734.11849908542,2243185.3056137115,5258500.0,5996900.0,3503084.4430084676,7217662.151161179,4347287.328505114,1118171.8523204029,3901394.3755431846,3535307.279301144,2224375.328494169,3026523.2306749597,921664.1138182433,0.0,2317691.7541207075,2473349.2063500285,1050834.2101716995,4410900.0,2344893.7999804765,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4689429.960213676,5908789.320718698,7682869.697897889,10947148.28242217,11814357.44987239,9158853.831196643,12839355.096365295,10196260.26811345,7200077.147948377,9753900.0,9698658.994428888,8546806.59233661,9253436.059668042,7170180.432534158,4281244.80647856,8735062.455907576,8951090.344897576,7517900.0,10416900.0,9060625.478956535,2772451.017714523,6009900.0,6009900.0,5035245.196089253,2844400.0,2844400.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098931.1228362322,6067100.0,7022246.887620062,8684863.612985179,11961121.338680156,12739796.11187502,10576637.908591278,13926900.0,11313639.641854137,8249588.675647683,10971211.612232424,10770127.143790767,9634798.44961448,10416900.0,8243399.936674945,5373288.975084521,10045110.85755717,10105243.387129523,8819076.553997107,10416900.0,9064900.0,3931947.8779279664,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282222.65522682667,2257476.296998292,7185100.0,8020447.698079109,10074833.305062488,12958635.935777672,13926900.0,11574186.035412021,13926900.0,12400295.189085402,9103900.0,11584765.306848362,11395972.040424138,10603489.964915663,10416900.0,9032899.985008843,6156738.482840233,10416900.0,10416900.0,9248667.108256392,10416900.0,9064900.0,4715019.201068014,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339894.7753821164,2955711.0133370906,8006578.898602918,8838604.43719709,10884826.487866074,13926900.0,13926900.0,12623654.283845209,13926900.0,12652900.0,10018849.95950438,12652900.0,12604806.765645765,11427330.623989753,10416900.0,9857940.42885083,6874820.913055062,10416900.0,10416900.0,10411280.054712415,10416900.0,9064900.0,5718225.286741525,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100370.2225161381,1566500.0,3439630.6862446964,8443615.523579046,9270619.842077687,11324309.64810536,13926900.0,13926900.0,12761215.80031494,13926900.0,12652900.0,10542908.256958261,12652900.0,12652900.0,11986065.999047108,10416900.0,10416900.0,7471025.838668987,10416900.0,10416900.0,10416900.0,10416900.0,9064900.0,6009900.0,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172848.2329286262,2616713.621978581,4228900.0,9379583.939342596,10292100.0,12239424.056921542,13926900.0,13926900.0,13926900.0,13926900.0,12652900.0,12002900.0,12652900.0,12652900.0,12652900.0,10416900.0,10416900.0,9231208.23610285,10416900.0,10416900.0,10416900.0,10416900.0,9064900.0,6009900.0,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331682.0268391445,1757664.6590913385,3627698.28754016,8784100.0,9946974.619004585,11605982.747896403,13926900.0,13926900.0,13707706.173764363,13926900.0,12652900.0,11875505.7862944,12652900.0,12652900.0,12652900.0,10416900.0,10416900.0,9299258.816649012,10416900.0,10416900.0,10416900.0,10416900.0,9064900.0,6009900.0,6009900.0,6009900.0,6009900.0,2844400.0,2844400.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2284400.0635944232,3404700.0,5251888.264225997,8482553.5606836,9267306.985321432,6821273.616787553,10717823.003869347,7595900.0,4656556.748996213,7281916.411229491,6900408.860232428,5908487.025330164,6765177.655209973,4410900.0,1544998.6196402833,6213571.256163195,6016608.79028514,4535529.212627038,8227738.656957217,6095085.249313906,0.0,3454416.5504968017,2889293.259322986,2107905.8678862527,1300000.0,2844400.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214999.81524790835,0.0,1042452.4052620755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
