,Bid_Price_GBP/kW,Busbar,Capacity_kW,DeRated_Capacity_kW,Start_Year,Battery_Flag,Generation_Company,Cumulative_Capacity_kW,Cumulative_DeRated_Capacity_kW
CCGT,0,11,250000,212500.0,2043,False,Barking Power,250000,212500.0
CCGT,0,4,250000,212500.0,2043,False,Baglan Generation Ltd,500000,425000.0
CCGT,0,3,250000,212500.0,2043,False,Corby Power Ltd,750000,637500.0
CCGT,0,30,250000,212500.0,2043,False,Centrica,1000000,850000.0
CCGT,0,20,250000,212500.0,2043,False,Cory Energy Company Ltd,1250000,1062500.0
OCGT,0,21,500000,460000.0,2042,False,Drax Power Ltd,500000,1522500.0
OCGT,0,8,500000,460000.0,2042,False,Citigen (London) UK Ltd,1000000,1982500.0
Biomass,0,25,14000,12320.0,2042,False,E.On UK,14000,1994820.0
Biomass,0,6,14000,12320.0,2042,False,Sembcorp Utilities (UK) Ltd,28000,2007140.0
Biomass,0,24,14000,12320.0,2042,False,EPR Ely Limited,42000,2019460.0
CCGT,75,8,250000,212500.0,2043,False,Derwent Cogeneration,1500000,2231960.0
CCGT,75,29,250000,212500.0,2043,False,EDF Energy,1750000,2444460.0
CCGT,75,5,250000,212500.0,2043,False,E.On UK,2000000,2656960.0
