,Nuclear,Biomass,BECCS,Hydrogen,CCGT,OCGT
0,8483130.0,9460000.0,4491773.482799761,0.0,0.0,0.0
1,8483130.0,9460000.0,4707542.20352234,0.0,0.0,0.0
2,8483130.0,9460000.0,3741665.384616733,0.0,0.0,0.0
3,8483130.0,9460000.0,2881028.466710455,0.0,0.0,0.0
4,8483130.0,8207250.398610648,2833520.1241187346,0.0,0.0,0.0
5,8483130.0,8393158.428054858,2833520.1241187346,0.0,0.0,0.0
6,8483130.0,9460000.0,3379301.4859893625,0.0,0.0,0.0
7,8483130.0,9460000.0,3118362.8767610127,0.0,0.0,0.0
8,8483130.0,9460000.0,4840000.0,22.949999999999996,27317.5872720435,0.0
9,8483130.0,9460000.0,4840000.0,22.949999999999996,3790051.599878299,0.0
10,8483130.0,9460000.0,4840000.0,22.949999999999996,6733179.510724628,0.0
11,8483130.0,9460000.0,4840000.0,22.949999999999996,9386523.359308051,0.0
12,8483130.0,9460000.0,4840000.0,22.949999999999996,11479577.291759066,0.0
13,8483130.0,9460000.0,4840000.0,22.949999999999996,13485576.209028032,0.0
14,8483130.0,9460000.0,4840000.0,22.949999999999996,13284212.29411323,0.0
15,8483130.0,9460000.0,4840000.0,22.949999999999996,13644793.477751369,0.0
16,8483130.0,9460000.0,4840000.0,22.949999999999996,15488358.007682385,0.0
17,8483130.0,9460000.0,4840000.0,22.949999999999996,14800394.03947343,0.0
18,8483130.0,9460000.0,4840000.0,22.949999999999996,13866787.84628382,0.0
19,8483130.0,9460000.0,4840000.0,22.949999999999996,12786103.183647495,0.0
20,8483130.0,9460000.0,4840000.0,22.949999999999996,8601820.596319478,0.0
21,8483130.0,9460000.0,4840000.0,22.949999999999996,5612527.22158343,0.0
22,8483130.0,9460000.0,4840000.0,22.949999999999996,2585165.982600143,0.0
23,8483130.0,9460000.0,4840000.0,22.949999999999996,649635.1066984755,0.0
24,8483130.0,9460000.0,4840000.0,22.949999999999996,2881946.7261996637,0.0
25,8483130.0,9460000.0,4840000.0,22.949999999999996,3210257.693424774,0.0
26,8483130.0,9460000.0,4840000.0,22.949999999999996,3261881.7900816505,0.0
27,8483130.0,9460000.0,4840000.0,22.949999999999996,4386608.345254277,0.0
28,8483130.0,9460000.0,4840000.0,22.949999999999996,4744858.54648101,0.0
29,8483130.0,9460000.0,4840000.0,22.949999999999996,6212142.145233921,0.0
30,8483130.0,9460000.0,4840000.0,22.949999999999996,9186518.215996174,0.0
31,8483130.0,9460000.0,4840000.0,22.949999999999996,14383240.227406904,0.0
32,8483130.0,9460000.0,4840000.0,22.949999999999996,17384924.06472629,0.0
33,8483130.0,9460000.0,4840000.0,22.949999999999996,19526795.302224763,0.0
34,8483130.0,9460000.0,4840000.0,22.949999999999996,21719381.876129612,0.0
35,8483130.0,9460000.0,4840000.0,22.949999999999996,21916768.062330496,0.0
36,8483130.0,9460000.0,4840000.0,22.949999999999996,20817545.694608632,0.0
37,8483130.0,9460000.0,4840000.0,22.949999999999996,19650995.24027105,0.0
38,8483130.0,9460000.0,4840000.0,22.949999999999996,18295282.73963399,0.0
39,8483130.0,9460000.0,4840000.0,22.949999999999996,18467499.57174918,0.0
40,8483130.0,9460000.0,4840000.0,22.949999999999996,22641315.538509514,0.0
41,8483130.0,9460000.0,4840000.0,22.949999999999996,23629405.986022394,0.0
42,8483130.0,9460000.0,4840000.0,22.949999999999996,23119099.888433807,0.0
43,8483130.0,9460000.0,4840000.0,22.949999999999996,21543356.29701782,0.0
44,8483130.0,9460000.0,4840000.0,22.949999999999996,16276687.661531324,0.0
45,8483130.0,9460000.0,4840000.0,22.949999999999996,11323990.931749979,0.0
46,8483130.0,9460000.0,4840000.0,22.949999999999996,7526232.213748248,0.0
47,8483130.0,9460000.0,4840000.0,22.949999999999996,4256646.358350226,0.0
48,8483130.0,9460000.0,4840000.0,22.949999999999996,3350856.855963273,0.0
49,8483130.0,9460000.0,4840000.0,22.949999999999996,3056952.0184974344,0.0
