,Wind Offshore,Wind Onshore,Solar,Hydro
0,7601895.0,4092490.4067368414,0.0,385476.0
1,7642577.999999999,4048599.5755263157,0.0,380016.0
2,7600910.0,3889645.314421052,0.0,361998.0
3,7546815.0,3871834.1788947373,0.0,305760.0
4,7465092.000000001,3773600.9873684207,0.0,297024.0
5,7350450.999999999,3645426.1773157893,0.0,288288.0
6,7249087.000000001,3303224.622894737,1018.7692307692299,300846.0
7,7258957.999999999,3030787.2205263157,0.0,475020.0
8,6829541.0,2715696.002684211,1400.8076923076924,411684.0
9,6175725.0,2625210.9120526314,83157.0384615385,555282.0
10,6031812.000000001,2578537.720421053,197768.57692307705,680316.0
11,5833255.0,2566012.9874736834,327279.61538461526,669942.0
12,5434695.0,2565404.5516842105,472454.2307692306,590226.0
13,4140680.0000000005,2401120.310842105,382675.1923076924,594594.0
14,4028688.9999999995,2610042.772263158,267681.6153846153,523614.0
15,3893010.0,2881443.7782631572,64309.80769230773,552552.0
16,4585287.000000001,3282936.9892631583,254.69230769230748,795522.0
17,6114815.999999999,3443229.8091052626,127.34615384615374,775320.0
18,5749247.000000001,3664458.7065789485,0.0,776958.0
19,6360315.0,3730622.398736843,0.0,660114.0
20,6932855.0,3966263.0023157895,0.0,541632.0
21,6822566.0,3841470.7663684203,0.0,438438.0
22,6972909.0,3615202.5405789474,0.0,341796.0
23,7077735.0,3463866.4711052636,0.0,343980.0
24,6657840.0,3290260.418421052,0.0,341250.0
25,6649332.000000001,2789861.0365789467,0.0,340158.0
26,6397712.000000001,2319881.3886842104,0.0,304668.0
27,5742905.0,1870977.0521052629,0.0,280098.0
28,5428667.000000001,1648538.2718421053,0.0,273000.0
29,4977697.000000001,1679400.766157895,0.0,268632.0
30,5137031.0,1760940.206263158,0.0,267540.0
31,4646647.999999999,2155838.0555263157,0.0,279552.0
32,4802675.0,2576183.7316842102,1146.1153846153848,417690.0
33,5207112.0,3031163.7929473687,11715.846153846162,599508.0
34,4585161.0,3566399.4125789474,44825.846153846156,560196.0
35,4871749.0,3784480.065947368,85831.30769230769,524160.0
36,5918997.999999999,4289097.387789475,121997.61538461545,511602.0
37,6599940.999999999,4198254.635578948,130020.4230769231,479388.0
38,7049842.999999999,4238471.419052632,58197.192307692276,479934.0
39,7163570.0,4134362.3,7004.038461538465,520884.0
40,6100495.999999999,3368258.597789474,2674.269230769231,780234.0
41,6514372.999999999,3166813.7299999995,891.4230769230766,795522.0
42,6453752.999999999,2945365.3023157893,0.0,769314.0
43,6681424.000000001,3183142.831052632,0.0,721812.0
44,6996105.999999999,3457734.013894737,0.0,563472.0
45,7068625.0,3818326.362263157,0.0,505596.0
46,6480255.0,3976900.351,0.0,479388.0
47,6300912.999999999,3995421.465315789,0.0,497406.0
48,6284395.0,4052215.6574210515,0.0,482118.0
49,6190477.999999999,4326362.846578946,0.0,442260.0
50,6319960.999999999,4467160.643736843,0.0,370188.0
51,6252202.000000001,4413712.848473683,0.0,361452.0
52,6639687.999999999,4334052.159421053,0.0,345072.0
53,7021382.000000001,4167119.1673684213,0.0,351624.0
54,6785819.0,4103170.5103684207,0.0,370734.0
55,6787565.0,4023196.1480000005,0.0,346710.0
56,7250950.999999999,4084047.537947369,4202.42307692308,439530.0
57,7360937.999999999,4247003.497684211,153834.1538461538,613704.0
58,7324415.0,4300422.926684211,360389.61538461526,633360.0
59,7420637.999999999,4482423.337736843,454625.7692307694,495222.0
60,7484097.000000001,4324026.53536842,511931.53846153815,493584.0
61,7582227.999999999,4401004.351473684,389933.92307692283,466830.0
62,7625579.000000001,4405011.394473684,196495.11538461532,470652.0
63,7615044.000000001,4081715.337789474,25978.615384615365,479934.0
64,7568592.000000001,4046533.360473685,1782.8461538461531,769860.0
65,7625737.000000001,3746825.2904736847,1273.461538461539,904722.0
66,7609345.0,3685968.1450526314,127.34615384615374,858858.0
67,7533922.999999999,3740005.876368421,0.0,638820.0
68,7604785.0,3772953.4965789467,0.0,550914.0
69,7576130.0,3708300.616263157,0.0,537810.0
70,7466147.999999999,3449815.3043157896,0.0,495222.0
71,7343080.999999999,3048967.1174736843,0.0,469560.0
72,7089085.0,2479410.786052632,0.0,454272.0
73,7006019.000000001,2129328.7548421053,0.0,441714.0
74,6463869.000000001,1647317.2892105267,0.0,388752.0
75,5849215.0,1366337.119473684,0.0,342888.0
76,4534834.0,1295499.1604736843,0.0,337974.0
77,4236515.0,1313146.676105263,0.0,364182.0
78,3636156.0000000005,1524021.4764210526,0.0,359814.0
79,2705418.0,1645327.5397368423,0.0,403494.0
80,2646988.0,1602711.5459473683,16300.307692307679,472836.0
81,2948292.0,1487671.5490526315,45844.615384615354,650286.0
82,2509873.9999999995,1876199.3222631582,167460.19230769237,623532.0
83,3036892.0000000005,2238505.979578947,246924.1923076924,470652.0
84,5386325.0,2329015.325421053,292896.1538461539,467376.0
85,6550187.000000001,2363253.4050526316,333646.92307692283,418236.0
86,6675640.0,2359315.8388421056,227185.5384615386,411138.0
87,6907302.999999999,2348132.131263158,69021.61538461536,435162.0
88,7044750.0,2439359.6780000003,127.34615384615374,800982.0
89,7147565.999999999,2509142.740894737,0.0,899262.0
90,7119055.999999999,2425283.844894737,0.0,793338.0
91,7016710.0,2297665.6713684206,0.0,650286.0
92,7018474.000000001,2087965.809894737,0.0,506688.0
93,7069355.0,1808454.5192631579,0.0,463008.0
94,6294122.999999999,1389961.6945263157,0.0,372372.0
95,5486434.0,1217466.0371578948,0.0,374556.0
96,4503447.999999999,1121715.099210526,0.0,364182.0
97,3545273.9999999995,1126157.5026842104,0.0,322686.0
98,3016910.0,1017341.6394736844,0.0,300846.0
99,2920347.0,998288.9660526316,0.0,296478.0
100,2302748.9999999995,1042208.1635263159,0.0,289926.0
101,2293958.0,1051038.7045789477,0.0,323232.0
102,2524317.0,1057666.954736842,0.0,353808.0
103,2601793.0,1093292.1035263157,0.0,408408.0
104,1889550.0,1065186.4811052633,7386.076923076918,477750.0
105,1576501.9999999998,1089521.8571578949,127218.80769230763,608244.0
106,2001826.9999999998,1101279.4676842103,322185.76923076925,609882.0
107,2233011.0000000005,1080427.3865263155,480095.0,512694.0
108,2256801.0000000005,1139703.8322105263,520845.7692307695,399126.0
109,2463801.0000000005,1191954.0778421054,384967.42307692283,388752.0
110,2627307.0,1254119.3602105265,267936.30769230763,411684.0
111,2659179.0,1371066.4744210523,56032.30769230772,582036.0
112,2673817.0,1427333.6295789473,1273.461538461539,984984.0
113,2678290.0,1575661.641842105,1273.461538461539,1019382.0
114,2810397.0,1833635.1277368418,509.38461538461496,898170.0
115,2792138.0,2204526.8962631575,0.0,541632.0
116,2135606.0000000005,2438798.1082105264,0.0,489216.0
117,1572635.0,2674174.7822105265,0.0,419874.0
118,1157369.0,3032351.4760526316,0.0,399126.0
119,935574.0000000001,3165583.2919473676,0.0,421512.0
120,817711.9999999999,3380245.605052632,0.0,347256.0
121,1170176.9999999998,3446128.101210527,0.0,298662.0
122,1370996.0,3474874.225631579,0.0,270816.0
123,1461705.0,3975176.9977368424,0.0,268086.0
124,1902638.9999999998,4262750.473684211,0.0,272454.0
125,2602069.0,4295433.753210526,0.0,323778.0
126,2742572.0,4274733.7809999995,0.0,323778.0
127,2815046.0000000005,4298796.594263159,0.0,392028.0
128,3382086.0000000005,4161784.04881579,18274.17307692307,670488.0
129,3913472.9999999995,4225578.335789474,116903.7692307693,743652.0
130,4303066.0,3990705.6768421056,324732.6923076924,756756.0
131,4841166.0,3601297.316157895,454625.7692307694,501228.0
132,4637861.0,3481598.6744210524,449531.9230769228,427518.0
133,5807757.999999999,3375422.1069999994,407125.6538461541,346164.0
134,6224555.0,3171912.2574736835,234953.6538461538,345618.0
135,6351837.999999999,3076660.4013157887,62017.5769230769,373464.0
136,6267007.000000001,2840506.7383684213,1528.1538461538469,579306.0
137,6404385.999999999,2534562.201526316,254.69230769230748,732732.0
138,6338594.000000001,2589267.978894736,127.34615384615374,716898.0
139,6416122.000000001,2460594.909263158,0.0,473382.0
