,TotalCustomerCons,TotalCustomerConsAfterRGen,TotalCustomerConsAfterTGen1,TotalCustomerConsAfterBattery,TotalCustomerConsAfterTGen2,Curtailement,Loss of load
0,36419909.00818925,26549923.610399783,11805313.610399783,11805313.610399783,0.0,0.0,0.0
1,36773830.75523202,26919274.62181097,12174664.621810969,12174664.621810969,0.0,0.0,0.0
2,35330919.017288454,25672359.61655161,10927749.616551612,10927749.616551612,0.0,0.0,0.0
3,34052717.01546861,24503684.158152822,9759074.158152822,9759074.158152822,0.0,0.0,0.0
4,32562161.965423115,23173999.36752838,8429389.367528379,8429389.367528379,0.0,0.0,0.0
5,32468917.197452232,23294185.015399598,8549575.015399598,8549575.015399598,0.0,0.0,0.0
6,33922718.83530482,25129808.655527487,10385198.655527487,10385198.655527487,0.0,0.0,0.0
7,33510944.494995445,24803072.016574394,10058462.016574394,10058462.016574394,0.0,0.0,0.0
8,34889878.07097362,26854919.157641634,12110309.157641634,12110309.157641634,0.0,0.0,0.0
9,38644171.06460419,30965842.74983901,16221232.749839012,16221232.749839012,0.0,0.0,0.0
10,42320192.90263876,34558726.282055765,19814116.282055765,19814116.282055765,0.0,0.0,0.0
11,45495279.34485897,37770628.25451079,23026018.25451079,23026018.25451079,0.0,0.0,0.0
12,47517397.63421292,40016914.68572709,25272304.68572709,25272304.68572709,0.0,0.0,0.0
13,47591585.07734305,41302962.68925398,26558352.68925398,26558352.68925398,0.0,0.0,0.0
14,47164156.50591447,40949620.053934716,26205010.053934716,26205010.053934716,0.0,0.0,0.0
15,47477921.74704277,41295069.994447626,26550459.994447626,26550459.994447626,0.0,0.0,0.0
16,51503781.61965422,44267692.67682831,29523082.67682831,29523082.67682831,0.0,0.0,0.0
17,53662704.276615106,45149203.023623206,30404593.023623206,30404593.023623206,0.0,0.0,0.0
18,51765139.21747043,43318485.787207276,28573875.787207276,28573875.787207276,0.0,0.0,0.0
19,49241404.91355778,40383679.90376831,25639069.90376831,25639069.90376831,0.0,0.0,0.0
