,Baglan Generation Ltd,Barking Power,Beaufort Wind Ltd,Bares of Doune Windfarm,British Energy,Cemmaes Windfarm Ldt,Centrica,Citigen (London) UK Ltd,Cold Northcott Windfarm Ltd,Corby Power Ltd,Cory Energy Company Ltd,Derwent Cogeneration,Dong Energy,Drax Power Ltd,EDF Energy,EDF Energy Renewable,Eggborough Power Ltd,E.On UK,Fenland Windfarms Ltd,Fred Olsen,GDF Suez,Great Orton Windfarm Ltd,HG Capital,High Hedley Hope Wind Ltd,Infinis Windfarm,International Power/Mitsui,Kirkheaton Wind Ltd,K/S Winscales,Llangwyryfon Windfarm Ltd,Magnox North Ltd,RES-Gen Ltd,Rocksavage Power Co. Ltd,RWE Npower Plc,Npower Renewables Ltd,Scottish and Southern Hydro Schemes: Affric/Beauly,Breadalbane,Conon,Great Glen,Shin,Sloy/Awe,Tummel,Wind,Small Hydros,Thermal,Scottish Power Hydro schemes: Galloway,Lanark,Cruachan Thermal,Seabank Power Limited,Sembcorp Utilities (UK) Ltd,Spalding Energy Company Ltd,Statkraft Energy Ltd,Talisman Energy,Vattenfall Wind Power,Yorkshire Windpower Ltd,Distributed Generation
0,0.0,0.0,1221731.9032668748,0.0,0.0,0.0,814487.9355112499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814487.9355112499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225261.9032668748,0.0,0.0,0.0,35300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221731.9032668748,1221731.9032668748,0.0,5500283.113539901
1,0.0,0.0,1228270.23601425,0.0,0.0,0.0,818846.8240095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818846.8240095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231750.23601425,0.0,0.0,0.0,34800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228270.23601425,1228270.23601425,0.0,5504862.462468198
2,0.0,0.0,1221573.5998537499,0.0,0.0,0.0,814382.3999025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814382.3999025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224888.5998537499,0.0,0.0,0.0,33150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221573.5998537499,1221573.5998537499,0.0,5423135.779241908
3,0.0,0.0,1212879.769261875,0.0,0.0,0.0,808586.5128412499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808586.5128412499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215679.769261875,0.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212879.769261875,1212879.769261875,0.0,5388269.120508587
4,0.0,0.0,1199745.7288245,0.0,0.0,0.0,799830.485883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799830.485883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202465.7288245,0.0,0.0,0.0,27200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199745.7288245,1199745.7288245,0.0,5308648.216679762
5,0.0,0.0,1181321.3008203749,0.0,0.0,0.0,787547.53388025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787547.53388025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183961.3008203749,0.0,0.0,0.0,26400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181321.3008203749,1181321.3008203749,0.0,5200593.002080244
6,0.0,0.0,1165030.674253875,0.0,0.0,0.0,776687.11616925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776687.11616925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167785.674253875,0.0,0.0,0.0,27550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165030.674253875,1165030.674253875,0.0,5018618.575346739
7,0.0,0.0,1166617.08338175,0.0,0.0,0.0,777744.7222544999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777744.7222544999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170967.08338175,0.0,0.0,0.0,43500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166617.08338175,1166617.08338175,0.0,4920791.841085697
8,0.0,0.0,1097603.705966625,0.0,0.0,0.0,731735.80397775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731735.80397775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101373.705966625,0.0,0.0,0.0,37700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097603.705966625,1097603.705966625,0.0,4578435.220745219
9,0.0,0.0,992526.239615625,0.0,0.0,0.0,661684.15974375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661684.15974375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997611.239615625,0.0,0.0,0.0,50850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992526.239615625,992526.239615625,0.0,4206907.296153328
10,0.0,0.0,969397.3877445001,0.0,0.0,0.0,646264.925163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646264.925163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975627.3877445001,0.0,0.0,0.0,62300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969397.3877445001,969397.3877445001,0.0,4118259.8661422734
11,0.0,0.0,937486.4732268751,0.0,0.0,0.0,624990.98215125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624990.98215125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943621.4732268751,0.0,0.0,0.0,61350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937486.4732268751,937486.4732268751,0.0,4014590.076787351
12,0.0,0.0,873432.251566875,0.0,0.0,0.0,582288.16771125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582288.16771125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878837.251566875,0.0,0.0,0.0,54050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873432.251566875,873432.251566875,0.0,3811915.5008358536
13,0.0,0.0,665465.763105,0.0,0.0,0.0,443643.84207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443643.84207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670910.763105,0.0,0.0,0.0,54450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665465.763105,665465.763105,0.0,3073755.0135928546
14,0.0,0.0,647467.227532125,0.0,0.0,0.0,431644.81835475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431644.81835475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652262.227532125,0.0,0.0,0.0,47950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647467.227532125,647467.227532125,0.0,3090578.615836022
15,0.0,0.0,625661.6957662499,0.0,0.0,0.0,417107.7971775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417107.7971775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630721.6957662499,0.0,0.0,0.0,50600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625661.6957662499,625661.6957662499,0.0,3115722.4479691857
16,0.0,0.0,736920.3880788749,0.0,0.0,0.0,491280.25871925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491280.25871925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744205.3880788749,0.0,0.0,0.0,72850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736920.3880788749,736920.3880788749,0.0,3625348.382392386
17,0.0,0.0,982737.3029759999,0.0,0.0,0.0,655158.2019839999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655158.2019839999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989837.3029759999,0.0,0.0,0.0,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982737.3029759999,982737.3029759999,0.0,4481489.821522557
18,0.0,0.0,923985.201013875,0.0,0.0,0.0,615990.13400925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615990.13400925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931100.201013875,0.0,0.0,0.0,71150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923985.201013875,923985.201013875,0.0,4374914.639313217
19,0.0,0.0,1022192.4599493749,0.0,0.0,0.0,681461.6399662499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681461.6399662499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028237.4599493749,0.0,0.0,0.0,60450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022192.4599493749,1022192.4599493749,0.0,4717759.330972401
20,0.0,0.0,1114207.725076875,0.0,0.0,0.0,742805.15005125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742805.15005125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119167.725076875,0.0,0.0,0.0,49600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114207.725076875,1114207.725076875,0.0,5104592.089086742
21,0.0,0.0,1096482.7249447498,0.0,0.0,0.0,730988.4832964999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730988.4832964999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100497.7249447498,0.0,0.0,0.0,40150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096482.7249447498,1096482.7249447498,0.0,5000078.512675014
22,0.0,0.0,1120644.9686396248,0.0,0.0,0.0,747096.6457597499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747096.6457597499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123774.9686396248,0.0,0.0,0.0,31300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120644.9686396248,1120644.9686396248,0.0,4992795.411063967
23,0.0,0.0,1137491.9875068748,0.0,0.0,0.0,758327.99167125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758327.99167125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140641.9875068748,0.0,0.0,0.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137491.9875068748,1137491.9875068748,0.0,4990145.976885164
24,0.0,0.0,1070008.92999,0.0,0.0,0.0,713339.28666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713339.28666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073133.92999,0.0,0.0,0.0,31250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070008.92999,1070008.92999,0.0,4706148.450253158
